"Status","Year","Region_ITL3","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Yorkshire and The Humber","2040","1820","27350","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Yorkshire and The Humber","130","120","28440","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Yorkshire and The Humber","240","220","28380","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Yorkshire and The Humber","600","520","25780","25960"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","South West (England)","10300","9900","37860","34500"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","South West (England)","430","420","32930","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","South West (England)","1520","1450","40160","39420"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","South West (England)","1110","1060","35250","31950"
"In post","2021","Bedford","Heterosexual / straight","East of England","570","540","30600","28500"
"In post","2021","Bedford","LGBO","East of England","40","40","[c]","[c]"
"In post","2021","Bedford","Undeclared","East of England","80","70","31590","30400"
"In post","2021","Bedford","Unknown","East of England","150","130","28340","27700"
"In post","2021","Belfast","Heterosexual / straight","Northern Ireland","1800","1680","30090","26550"
"In post","2021","Belfast","LGBO","Northern Ireland","80","80","26730","25560"
"In post","2021","Belfast","Undeclared","Northern Ireland","160","140","29090","25560"
"In post","2021","Belfast","Unknown","Northern Ireland","780","730","26320","24690"
"In post","2021","Berkshire","Heterosexual / straight","South East (England)","1960","1880","34500","31040"
"In post","2021","Berkshire","LGBO","South East (England)","100","90","33190","29290"
"In post","2021","Berkshire","Undeclared","South East (England)","270","260","35200","32520"
"In post","2021","Berkshire","Unknown","South East (England)","630","590","33860","30380"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","London","1140","1100","32020","31060"
"In post","2021","Bexley and Greenwich","LGBO","London","60","60","32510","31590"
"In post","2021","Bexley and Greenwich","Undeclared","London","150","140","32750","31590"
"In post","2021","Bexley and Greenwich","Unknown","London","410","390","30800","31060"
"In post","2021","Birmingham","Heterosexual / straight","West Midlands (England)","7350","6870","31690","27570"
"In post","2021","Birmingham","LGBO","West Midlands (England)","360","350","31510","27570"
"In post","2021","Birmingham","Undeclared","West Midlands (England)","930","850","31380","27570"
"In post","2021","Birmingham","Unknown","West Midlands (England)","2960","2730","29790","26130"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","North West (England)","350","310","27080","27570"
"In post","2021","Blackburn with Darwen","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","North West (England)","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","North West (England)","110","100","25590","27570"
"In post","2021","Blackpool","Heterosexual / straight","North West (England)","3280","3010","29170","27570"
"In post","2021","Blackpool","LGBO","North West (England)","190","180","26770","27570"
"In post","2021","Blackpool","Undeclared","North West (England)","370","340","29340","27570"
"In post","2021","Blackpool","Unknown","North West (England)","1300","1170","29000","27570"
"In post","2021","Bournemouth and Poole","Heterosexual / straight","South West (England)","500","460","26670","27370"
"In post","2021","Bournemouth and Poole","LGBO","South West (England)","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","South West (England)","80","70","26370","26780"
"In post","2021","Bournemouth and Poole","Unknown","South West (England)","100","80","28040","27570"
"In post","2021","Bradford","Heterosexual / straight","Yorkshire and The Humber","1800","1610","28300","26120"
"In post","2021","Bradford","LGBO","Yorkshire and The Humber","90","80","26610","25560"
"In post","2021","Bradford","Undeclared","Yorkshire and The Humber","250","210","26540","25560"
"In post","2021","Bradford","Unknown","Yorkshire and The Humber","970","850","25360","21440"
"In post","2021","Breckland and South Norfolk","Heterosexual / straight","East of England","380","360","28770","26830"
"In post","2021","Breckland and South Norfolk","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","East of England","90","90","27950","26580"
"In post","2021","Brent","Heterosexual / straight","London","370","350","31350","31060"
"In post","2021","Brent","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","London","80","70","32520","31060"
"In post","2021","Brent","Unknown","London","140","130","31210","30330"
"In post","2021","Bridgend and Neath Port Talbot","Heterosexual / straight","Wales","530","480","27480","27570"
"In post","2021","Bridgend and Neath Port Talbot","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Wales","40","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Wales","130","110","25800","27570"
"In post","2021","Brighton and Hove","Heterosexual / straight","South East (England)","400","360","31340","27570"
"In post","2021","Brighton and Hove","LGBO","South East (England)","90","90","29420","27570"
"In post","2021","Brighton and Hove","Undeclared","South East (England)","70","60","27470","26120"
"In post","2021","Brighton and Hove","Unknown","South East (England)","100","90","30740","27570"
"In post","2021","Bristol, City of","Heterosexual / straight","South West (England)","4400","4100","36600","31810"
"In post","2021","Bristol, City of","LGBO","South West (England)","300","290","34870","31510"
"In post","2021","Bristol, City of","Undeclared","South West (England)","570","520","36050","31810"
"In post","2021","Bristol, City of","Unknown","South West (England)","1340","1220","33560","28000"
"In post","2021","Bromley","Heterosexual / straight","London","310","290","29270","31060"
"In post","2021","Bromley","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","London","50","40","[c]","[c]"
"In post","2021","Bromley","Unknown","London","90","80","29210","31060"
"In post","2021","Buckinghamshire CC","Heterosexual / straight","South East (England)","1240","1190","32220","29440"
"In post","2021","Buckinghamshire CC","LGBO","South East (England)","70","60","29740","27850"
"In post","2021","Buckinghamshire CC","Undeclared","South East (England)","160","150","31560","31250"
"In post","2021","Buckinghamshire CC","Unknown","South East (England)","210","190","32900","29920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","Scotland","110","110","29690","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Scotland","80","70","28520","27570"
"In post","2021","Calderdale and Kirklees","Heterosexual / straight","Yorkshire and The Humber","690","610","27310","27570"
"In post","2021","Calderdale and Kirklees","LGBO","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Undeclared","Yorkshire and The Humber","100","90","27260","27570"
"In post","2021","Calderdale and Kirklees","Unknown","Yorkshire and The Humber","240","200","26080","27570"
"In post","2021","Cambridgeshire CC","Heterosexual / straight","East of England","2380","2260","34390","31290"
"In post","2021","Cambridgeshire CC","LGBO","East of England","110","110","29190","27570"
"In post","2021","Cambridgeshire CC","Undeclared","East of England","360","350","34910","33170"
"In post","2021","Cambridgeshire CC","Unknown","East of England","520","480","32490","30450"
"In post","2021","Camden and City of London","Heterosexual / straight","London","2170","2080","38020","32510"
"In post","2021","Camden and City of London","LGBO","London","130","120","38960","36160"
"In post","2021","Camden and City of London","Undeclared","London","410","390","38220","35200"
"In post","2021","Camden and City of London","Unknown","London","940","890","38770","32520"
"In post","2021","Cardiff and Vale of Glamorgan","Heterosexual / straight","Wales","8110","7580","34240","28850"
"In post","2021","Cardiff and Vale of Glamorgan","LGBO","Wales","560","540","31850","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Wales","1020","950","35320","30480"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Wales","2380","2190","27800","25560"
"In post","2021","Causeway Coast and Glens","Heterosexual / straight","Northern Ireland","50","50","20870","20310"
"In post","2021","Causeway Coast and Glens","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Heterosexual / straight","East of England","330","320","30150","27570"
"In post","2021","Central Bedfordshire","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","East of England","60","60","32440","30600"
"In post","2021","Central Bedfordshire","Unknown","East of England","30","30","[c]","[c]"
"In post","2021","Central Hampshire","Heterosexual / straight","South East (England)","3080","2960","35720","33300"
"In post","2021","Central Hampshire","LGBO","South East (England)","130","130","32890","29680"
"In post","2021","Central Hampshire","Undeclared","South East (England)","430","410","36240","33400"
"In post","2021","Central Hampshire","Unknown","South East (England)","550","530","39580","37320"
"In post","2021","Central Valleys","Heterosexual / straight","Wales","1260","1180","35110","28850"
"In post","2021","Central Valleys","LGBO","Wales","60","50","35430","27570"
"In post","2021","Central Valleys","Undeclared","Wales","160","150","36000","30860"
"In post","2021","Central Valleys","Unknown","Wales","240","210","30540","27570"
"In post","2021","Cheshire East","Heterosexual / straight","North West (England)","440","410","31250","27570"
"In post","2021","Cheshire East","LGBO","North West (England)","50","40","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","North West (England)","80","70","30470","28690"
"In post","2021","Cheshire East","Unknown","North West (England)","190","170","27160","25350"
"In post","2021","Cheshire West and Chester","Heterosexual / straight","North West (England)","340","310","25690","26120"
"In post","2021","Cheshire West and Chester","LGBO","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","North West (England)","50","40","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","North West (England)","40","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Heterosexual / straight","North West (England)","860","800","29990","27570"
"In post","2021","Chorley and West Lancashire","LGBO","North West (England)","50","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","North West (England)","80","80","30430","27570"
"In post","2021","Chorley and West Lancashire","Unknown","North West (England)","340","310","28820","27470"
"In post","2021","City of Edinburgh","Heterosexual / straight","Scotland","7040","6730","39570","34190"
"In post","2021","City of Edinburgh","LGBO","Scotland","570","560","36760","31810"
"In post","2021","City of Edinburgh","Undeclared","Scotland","1410","1340","33280","29350"
"In post","2021","City of Edinburgh","Unknown","Scotland","3780","3570","34970","30650"
"In post","2021","Clackmannanshire and Fife","Heterosexual / straight","Scotland","810","750","30470","27570"
"In post","2021","Clackmannanshire and Fife","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Undeclared","Scotland","170","150","29090","27170"
"In post","2021","Clackmannanshire and Fife","Unknown","Scotland","350","330","29130","27570"
"In post","2021","Conwy and Denbighshire","Heterosexual / straight","Wales","550","520","34990","31420"
"In post","2021","Conwy and Denbighshire","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Wales","70","60","39500","37410"
"In post","2021","Conwy and Denbighshire","Unknown","Wales","50","40","28700","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","South West (England)","1120","1030","26720","26670"
"In post","2021","Cornwall and Isles of Scilly","LGBO","South West (England)","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","South West (England)","160","140","27340","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","South West (England)","320","280","25940","25260"
"In post","2021","Coventry","Heterosexual / straight","West Midlands (England)","1560","1480","36840","32300"
"In post","2021","Coventry","LGBO","West Midlands (England)","90","80","34730","31000"
"In post","2021","Coventry","Undeclared","West Midlands (England)","170","150","35200","31000"
"In post","2021","Coventry","Unknown","West Midlands (England)","620","580","37670","33840"
"In post","2021","Croydon","Heterosexual / straight","London","6860","6500","38670","35070"
"In post","2021","Croydon","LGBO","London","260","250","40690","36160"
"In post","2021","Croydon","Undeclared","London","1060","990","38250","35070"
"In post","2021","Croydon","Unknown","London","1440","1380","36490","32520"
"In post","2021","Darlington","Heterosexual / straight","North East (England)","770","730","35640","31990"
"In post","2021","Darlington","LGBO","North East (England)","40","40","[c]","[c]"
"In post","2021","Darlington","Undeclared","North East (England)","60","60","36110","30800"
"In post","2021","Darlington","Unknown","North East (England)","110","100","35710","30200"
"In post","2021","Derby","Heterosexual / straight","East Midlands (England)","640","570","27020","26470"
"In post","2021","Derby","LGBO","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Derby","Undeclared","East Midlands (England)","100","90","27590","21010"
"In post","2021","Derby","Unknown","East Midlands (England)","240","210","24280","21010"
"In post","2021","Derry City and Strabane","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Heterosexual / straight","South West (England)","2620","2390","28250","26330"
"In post","2021","Devon CC","LGBO","South West (England)","140","140","26120","25600"
"In post","2021","Devon CC","Undeclared","South West (England)","340","300","28640","26780"
"In post","2021","Devon CC","Unknown","South West (England)","2480","2290","36050","33910"
"In post","2021","Dorset CC","Heterosexual / straight","South West (England)","1450","1370","29140","27130"
"In post","2021","Dorset CC","LGBO","South West (England)","70","70","28300","27260"
"In post","2021","Dorset CC","Undeclared","South West (England)","210","200","30370","27620"
"In post","2021","Dorset CC","Unknown","South West (England)","400","370","28620","27130"
"In post","2021","Dudley","Heterosexual / straight","West Midlands (England)","720","630","25450","26220"
"In post","2021","Dudley","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Undeclared","West Midlands (England)","100","80","24150","21010"
"In post","2021","Dudley","Unknown","West Midlands (England)","310","260","24530","22920"
"In post","2021","Dumfries and Galloway","Heterosexual / straight","Scotland","250","230","29980","27570"
"In post","2021","Dumfries and Galloway","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Undeclared","Scotland","50","40","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Scotland","260","240","28940","27510"
"In post","2021","Durham CC","Heterosexual / straight","North East (England)","3760","3370","27140","25310"
"In post","2021","Durham CC","LGBO","North East (England)","170","160","27810","25310"
"In post","2021","Durham CC","Undeclared","North East (England)","420","380","28130","26330"
"In post","2021","Durham CC","Unknown","North East (England)","1240","1110","26180","24500"
"In post","2021","Ealing","Heterosexual / straight","London","320","310","31410","31060"
"In post","2021","Ealing","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Undeclared","London","40","40","[c]","[c]"
"In post","2021","Ealing","Unknown","London","130","120","30760","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Scotland","690","630","27100","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Scotland","110","100","27470","26580"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Scotland","150","130","24200","22230"
"In post","2021","East Cumbria","Heterosexual / straight","North West (England)","660","600","27390","24920"
"In post","2021","East Cumbria","LGBO","North West (England)","30","30","[c]","[c]"
"In post","2021","East Cumbria","Undeclared","North West (England)","90","80","28240","23970"
"In post","2021","East Cumbria","Unknown","North West (England)","170","150","28290","25190"
"In post","2021","East Derbyshire","Heterosexual / straight","East Midlands (England)","280","250","26650","27570"
"In post","2021","East Derbyshire","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Undeclared","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","East Midlands (England)","60","50","27040","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","Scotland","1620","1550","30790","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","Scotland","50","50","28700","26780"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","Scotland","220","210","32750","29350"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Scotland","530","510","29110","27570"
"In post","2021","East Kent","Heterosexual / straight","South East (England)","3030","2790","28050","26160"
"In post","2021","East Kent","LGBO","South East (England)","140","140","27470","26590"
"In post","2021","East Kent","Undeclared","South East (England)","570","510","28980","27370"
"In post","2021","East Kent","Unknown","South East (England)","490","450","28300","25110"
"In post","2021","East Lancashire","Heterosexual / straight","North West (England)","330","300","25910","27570"
"In post","2021","East Lancashire","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Undeclared","North West (England)","40","30","[c]","[c]"
"In post","2021","East Lancashire","Unknown","North West (England)","100","90","25120","26720"
"In post","2021","East Lothian and Midlothian","Heterosexual / straight","Scotland","80","70","28240","27570"
"In post","2021","East Lothian and Midlothian","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Heterosexual / straight","North West (England)","690","620","27940","27570"
"In post","2021","East Merseyside","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Undeclared","North West (England)","80","70","27310","26780"
"In post","2021","East Merseyside","Unknown","North West (England)","250","210","26430","27570"
"In post","2021","East Riding of Yorkshire","Heterosexual / straight","Yorkshire and The Humber","1360","1290","28610","26810"
"In post","2021","East Riding of Yorkshire","LGBO","Yorkshire and The Humber","60","50","27410","26300"
"In post","2021","East Riding of Yorkshire","Undeclared","Yorkshire and The Humber","200","190","29440","27570"
"In post","2021","East Riding of Yorkshire","Unknown","Yorkshire and The Humber","270","250","28500","26680"
"In post","2021","East Surrey","Heterosexual / straight","South East (England)","630","590","33650","33590"
"In post","2021","East Surrey","LGBO","South East (England)","60","60","34470","33590"
"In post","2021","East Surrey","Undeclared","South East (England)","90","90","35660","34750"
"In post","2021","East Surrey","Unknown","South East (England)","210","200","31560","31880"
"In post","2021","East Sussex CC","Heterosexual / straight","South East (England)","1350","1210","26990","27570"
"In post","2021","East Sussex CC","LGBO","South East (England)","110","100","26030","26690"
"In post","2021","East Sussex CC","Undeclared","South East (England)","200","180","27810","27570"
"In post","2021","East Sussex CC","Unknown","South East (England)","350","300","25770","25930"
"In post","2021","Enfield","Heterosexual / straight","London","220","210","30300","31060"
"In post","2021","Enfield","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Undeclared","London","40","40","[c]","[c]"
"In post","2021","Enfield","Unknown","London","90","80","29920","31060"
"In post","2021","Essex Haven Gateway","Heterosexual / straight","East of England","830","780","32330","29290"
"In post","2021","Essex Haven Gateway","LGBO","East of England","40","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","Undeclared","East of England","140","130","33330","31070"
"In post","2021","Essex Haven Gateway","Unknown","East of England","130","130","30920","29290"
"In post","2021","Essex Thames Gateway","Heterosexual / straight","East of England","630","560","28060","29290"
"In post","2021","Essex Thames Gateway","LGBO","East of England","40","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Undeclared","East of England","70","60","26310","25110"
"In post","2021","Essex Thames Gateway","Unknown","East of England","210","180","27080","25110"
"In post","2021","Falkirk","Heterosexual / straight","Scotland","1000","880","27440","27570"
"In post","2021","Falkirk","LGBO","Scotland","50","50","27740","26700"
"In post","2021","Falkirk","Undeclared","Scotland","120","100","26400","22820"
"In post","2021","Falkirk","Unknown","Scotland","650","570","27990","27570"
"In post","2021","Fermanagh and Omagh","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Heterosexual / straight","Wales","1290","1230","28070","26120"
"In post","2021","Flintshire and Wrexham","LGBO","Wales","70","70","25590","24040"
"In post","2021","Flintshire and Wrexham","Undeclared","Wales","410","380","28580","27570"
"In post","2021","Flintshire and Wrexham","Unknown","Wales","390","350","26550","23970"
"In post","2021","Glasgow City","Heterosexual / straight","Scotland","7350","6860","32260","27570"
"In post","2021","Glasgow City","LGBO","Scotland","500","490","31060","27570"
"In post","2021","Glasgow City","Undeclared","Scotland","980","890","29790","26670"
"In post","2021","Glasgow City","Unknown","Scotland","2820","2620","31500","27570"
"In post","2021","Gloucestershire","Heterosexual / straight","South West (England)","890","810","29500","27570"
"In post","2021","Gloucestershire","LGBO","South West (England)","50","50","27740","27570"
"In post","2021","Gloucestershire","Undeclared","South West (England)","180","160","30310","27570"
"In post","2021","Gloucestershire","Unknown","South West (England)","280","250","28100","27130"
"In post","2021","Greater Manchester North East","Heterosexual / straight","North West (England)","790","750","28130","27570"
"In post","2021","Greater Manchester North East","LGBO","North West (England)","50","50","[c]","[c]"
"In post","2021","Greater Manchester North East","Undeclared","North West (England)","110","100","27140","27570"
"In post","2021","Greater Manchester North East","Unknown","North West (England)","250","220","25990","27570"
"In post","2021","Greater Manchester North West","Heterosexual / straight","North West (England)","1290","1160","25780","24920"
"In post","2021","Greater Manchester North West","LGBO","North West (England)","60","60","24710","22850"
"In post","2021","Greater Manchester North West","Undeclared","North West (England)","150","130","24410","23240"
"In post","2021","Greater Manchester North West","Unknown","North West (England)","490","430","24420","21280"
"In post","2021","Greater Manchester South East","Heterosexual / straight","North West (England)","930","860","25880","22920"
"In post","2021","Greater Manchester South East","LGBO","North West (England)","60","60","24830","21580"
"In post","2021","Greater Manchester South East","Undeclared","North West (England)","140","120","26030","23840"
"In post","2021","Greater Manchester South East","Unknown","North West (England)","260","230","24710","21010"
"In post","2021","Greater Manchester South West","Heterosexual / straight","North West (England)","3530","3330","31510","27570"
"In post","2021","Greater Manchester South West","LGBO","North West (England)","300","290","29580","25560"
"In post","2021","Greater Manchester South West","Undeclared","North West (England)","440","410","31540","28130"
"In post","2021","Greater Manchester South West","Unknown","North West (England)","1880","1760","28460","25560"
"In post","2021","Gwent Valleys","Heterosexual / straight","Wales","770","700","29130","27570"
"In post","2021","Gwent Valleys","LGBO","Wales","40","40","[c]","[c]"
"In post","2021","Gwent Valleys","Undeclared","Wales","80","70","29600","27570"
"In post","2021","Gwent Valleys","Unknown","Wales","200","170","24730","22920"
"In post","2021","Gwynedd","Heterosexual / straight","Wales","490","450","25670","23830"
"In post","2021","Gwynedd","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","Undeclared","Wales","70","70","25390","23830"
"In post","2021","Gwynedd","Unknown","Wales","160","140","23500","21010"
"In post","2021","Hackney and Newham","Heterosexual / straight","London","1780","1660","35280","31060"
"In post","2021","Hackney and Newham","LGBO","London","110","100","35530","31060"
"In post","2021","Hackney and Newham","Undeclared","London","270","250","34760","31060"
"In post","2021","Hackney and Newham","Unknown","London","890","810","33080","31060"
"In post","2021","Haringey and Islington","Heterosexual / straight","London","880","840","31810","31060"
"In post","2021","Haringey and Islington","LGBO","London","60","60","32780","31060"
"In post","2021","Haringey and Islington","Undeclared","London","120","110","30690","31060"
"In post","2021","Haringey and Islington","Unknown","London","450","430","29610","31060"
"In post","2021","Harrow and Hillingdon","Heterosexual / straight","London","2540","2300","30990","29080"
"In post","2021","Harrow and Hillingdon","LGBO","London","60","60","29660","29080"
"In post","2021","Harrow and Hillingdon","Undeclared","London","480","420","32600","30410"
"In post","2021","Harrow and Hillingdon","Unknown","London","330","310","30820","29570"
"In post","2021","Hartlepool and Stockton-on-Tees","Heterosexual / straight","North East (England)","1050","970","27410","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","LGBO","North East (England)","60","60","26850","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","North East (England)","120","110","28580","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","North East (England)","320","280","26250","26300"
"In post","2021","Heart of Essex","Heterosexual / straight","East of England","770","720","32020","29290"
"In post","2021","Heart of Essex","LGBO","East of England","50","50","[c]","[c]"
"In post","2021","Heart of Essex","Undeclared","East of England","90","80","30900","29290"
"In post","2021","Heart of Essex","Unknown","East of England","210","200","32100","29060"
"In post","2021","Herefordshire, County of","Heterosexual / straight","West Midlands (England)","320","300","27780","26670"
"In post","2021","Herefordshire, County of","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Undeclared","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","West Midlands (England)","80","80","26790","24610"
"In post","2021","Hertfordshire","Heterosexual / straight","East of England","1900","1790","34800","30880"
"In post","2021","Hertfordshire","LGBO","East of England","100","90","33500","30750"
"In post","2021","Hertfordshire","Undeclared","East of England","230","220","34900","31810"
"In post","2021","Hertfordshire","Unknown","East of England","500","460","34900","31810"
"In post","2021","Hounslow and Richmond upon Thames","Heterosexual / straight","London","1870","1770","32390","31060"
"In post","2021","Hounslow and Richmond upon Thames","LGBO","London","120","120","32810","31460"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","London","290","270","33080","31060"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","London","580","550","33100","31060"
