"Status","Year","Profession_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","Heterosexual / straight","Ministry of Defence (excl. agencies)","380","370","34820","33000"
"In post","2022","Communications","Heterosexual / straight","Ministry of Justice (excl. agencies)","70","70","45840","43210"
"In post","2022","Communications","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Health Security Agency","70","70","42830","38990"
"In post","2022","Communications","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Welsh Government (excl. agencies)","120","110","39350","38160"
"In post","2022","Communications","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Department of Health and Social Care (excl. agencies)","150","150","46240","41820"
"In post","2022","Communications","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Ministry of Defence (excl. agencies)","60","60","35030","32250"
"In post","2022","Communications","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Education (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Communications","Unknown","Home Office","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Ministry of Defence (excl. agencies)","60","60","39190","35000"
"In post","2022","Communications","Unknown","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Communications","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Companies House","110","100","25190","24500"
"In post","2022","Counter Fraud","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","3660","3290","27940","27570"
"In post","2022","Counter Fraud","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Food Standards Agency","50","50","38160","36540"
"In post","2022","Counter Fraud","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Home Office","160","150","27260","25310"
"In post","2022","Counter Fraud","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Serious Fraud Office","170","170","46440","40000"
"In post","2022","Counter Fraud","Heterosexual / straight","The Insolvency Service","140","130","39360","38510"
"In post","2022","Counter Fraud","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","LGBO","Department for Work and Pensions (excl. agencies)","190","180","27920","27570"
"In post","2022","Counter Fraud","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
