"Status","Year","Region_ITL2","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Lancashire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence (excl. agencies)","Heterosexual / straight","460","420","29100","26670"
"In post","2022","Lancashire","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence (excl. agencies)","Undeclared","40","40","[c]","[c]"
"In post","2022","Lancashire","Ministry of Defence (excl. agencies)","Unknown","60","60","28560","25000"
"In post","2022","Lancashire","Ministry of Justice (excl. agencies)","Heterosexual / straight","50","50","38690","39530"
"In post","2022","Lancashire","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Crime Agency","Heterosexual / straight","60","60","38090","36410"
"In post","2022","Lancashire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","UK Health Security Agency","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Lancashire","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Valuation Office Agency","Heterosexual / straight","50","50","36490","33810"
"In post","2022","Lancashire","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","Heterosexual / straight","120","110","40800","48080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","1170","1050","25690","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","LGBO","70","70","25310","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Undeclared","130","110","25200","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Unknown","310","260","25030","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","Heterosexual / straight","60","60","28170","26780"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","Heterosexual / straight","640","560","23870","20970"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","LGBO","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","Undeclared","120","100","24910","20970"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","Unknown","120","110","22560","20970"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Heterosexual / straight","190","170","30020","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Unknown","90","80","26500","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Heterosexual / straight","1410","1340","29280","26850"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","LGBO","90","90","29360","26470"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Undeclared","170","160","31110","28550"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Unknown","320","300","28690","26460"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","120","110","32500","28920"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Unknown","110","90","26210","22080"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Heterosexual / straight","170","150","28450","26160"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Undeclared","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Unknown","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Heterosexual / straight","160","150","26610","24470"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Undeclared","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Unknown","50","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","Heterosexual / straight","70","70","34180","30450"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","Heterosexual / straight","70","70","38480","38540"
"In post","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Vehicle Certification Agency","Heterosexual / straight","60","60","37010","34470"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Equipment and Support","Heterosexual / straight","170","160","36180","35630"
"In post","2022","Lincolnshire","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","390","340","26840","27570"
"In post","2022","Lincolnshire","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Department for Work and Pensions (excl. agencies)","Undeclared","60","50","24830","27570"
"In post","2022","Lincolnshire","Department for Work and Pensions (excl. agencies)","Unknown","100","80","25940","27570"
"In post","2022","Lincolnshire","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","HM Courts and Tribunals Service","Heterosexual / straight","80","80","26080","20970"
"In post","2022","Lincolnshire","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","HM Prison and Probation Service","Heterosexual / straight","720","680","28980","26730"
"In post","2022","Lincolnshire","HM Prison and Probation Service","LGBO","40","40","[c]","[c]"
"In post","2022","Lincolnshire","HM Prison and Probation Service","Undeclared","70","70","33500","31650"
"In post","2022","Lincolnshire","HM Prison and Probation Service","Unknown","110","100","25830","25210"
"In post","2022","Lincolnshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Defence (excl. agencies)","Heterosexual / straight","760","730","26250","21380"
"In post","2022","Lincolnshire","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Defence (excl. agencies)","Undeclared","110","110","28130","26350"
"In post","2022","Lincolnshire","Ministry of Defence (excl. agencies)","Unknown","50","50","28570","21830"
"In post","2022","Lincolnshire","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Cabinet Office (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Merseyside","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Cabinet Office (excl. agencies)","Unknown","60","60","55470","61710"
"In post","2022","Merseyside","Charity Commission","Heterosexual / straight","180","170","32790","29160"
"In post","2022","Merseyside","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Charity Commission","Unknown","140","140","30870","29160"
"In post","2022","Merseyside","Crown Commercial Service","Heterosexual / straight","300","290","38490","38330"
"In post","2022","Merseyside","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Crown Commercial Service","Unknown","70","70","35630","31250"
"In post","2022","Merseyside","Crown Prosecution Service","Heterosexual / straight","290","280","36670","30130"
"In post","2022","Merseyside","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Crown Prosecution Service","Unknown","80","70","40260","34480"
"In post","2022","Merseyside","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
