"Status","Year","Region_ITL1","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Wales","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Other","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Social Research","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department for Work and Pensions","230","220","28070","27570"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Department of Health and Social Care","200","180","37820","27900"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Home Office","50","50","25960","24890"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Ministry of Justice","230","230","25190","20970"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","Department of Health and Social Care","130","110","35570","35610"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Department of Health and Social Care","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Medicine","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department for Work and Pensions","180","170","28420","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Department of Health and Social Care","190","180","36590","32790"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Home Office","80","80","26630","24890"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","Ministry of Justice","110","110","31880","25120"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Planning","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Department of Health and Social Care","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","Department of Health and Social Care","110","100","39470","36510"
"Leaver Dept.","2022","Yorkshire and The Humber","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Cabinet Office","60","60","36100","33300"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
