"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Delivery","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Wales","No function","80","80","32150","27460"
"Leaver Dept.","2021","Operational Delivery","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Essex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Greater Manchester","No function","60","50","24530","21350"
"Leaver Dept.","2021","Operational Delivery","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Hampshire and Isle of Wight","No function","70","60","25890","22130"
"Leaver Dept.","2021","Operational Delivery","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","No function","90","80","41400","39670"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","No function","200","190","37640","30850"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Inner London - West","Unknown","70","70","41180","33960"
"Leaver Dept.","2021","Operational Delivery","Kent","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Leicestershire, Rutland and Northamptonshire","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Merseyside","Unknown","90","80","24180","24110"
"Leaver Dept.","2021","Operational Delivery","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outer London - South","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outer London - South","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Shropshire and Staffordshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","South Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","South Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Surrey, East and West Sussex","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Central Scotland","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Midlands","No function","130","130","22640","20480"
"Leaver Dept.","2021","Operational Delivery","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Wales and The Valleys","No function","70","70","22440","21380"
"Leaver Dept.","2021","Operational Delivery","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Yorkshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Inner London - West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","East Anglia","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Essex","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Inner London - West","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Lancashire","Unknown","[c]","[c]","[c]","[c]"
