"Status","Year","Sexual_orientation","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Internal Audit","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Legal","110","90","55030","57490"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","No function","2670","2630","48330","39770"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Project Delivery","1100","1070","52550","54450"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Property","310","310","41880","38670"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Security","450","440","38660","34600"
"In post","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","Unknown","160","160","50400","46410"
"In post","2022","Heterosexual / straight","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","Digital, Data & Technology","410","390","39240","38450"
"In post","2022","Heterosexual / straight","HM Land Registry","Finance","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","Human Resources","80","80","41200","38550"
"In post","2022","Heterosexual / straight","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Land Registry","Legal","180","160","50180","57000"
"In post","2022","Heterosexual / straight","HM Land Registry","No function","3060","2740","29230","27130"
"In post","2022","Heterosexual / straight","HM Land Registry","Project Delivery","130","130","40010","38550"
"In post","2022","Heterosexual / straight","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Analysis","560","530","47150","40520"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Commercial","90","90","38080","33880"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Communications","2630","2530","31140","26820"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Counter Fraud","5880","5550","35790","33370"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Debt","2280","2070","24880","21680"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Digital, Data & Technology","1810","1750","42510","40180"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Finance","1620","1480","36570","33370"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Human Resources","1180","1100","38650","33370"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Internal Audit","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Legal","790","750","43090","37930"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","No function","19260","17710","32010","28570"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Project Delivery","3310","3160","46540","40520"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Property","2240","2090","35930","31900"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Security","110","100","44020","40520"
"In post","2022","Heterosexual / straight","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Communications","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Finance","90","90","50240","52840"
"In post","2022","Heterosexual / straight","HM Treasury","Human Resources","90","90","42460","42140"
"In post","2022","Heterosexual / straight","HM Treasury","Internal Audit","300","290","48980","46780"
"In post","2022","Heterosexual / straight","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","No function","1420","1390","48620","52500"
"In post","2022","Heterosexual / straight","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Home Office","Unknown","27010","25200","32580","28650"
"In post","2022","Heterosexual / straight","Ministry of Defence","Analysis","340","330","39590","38070"
"In post","2022","Heterosexual / straight","Ministry of Defence","Commercial","1280","1240","38850","36000"
"In post","2022","Heterosexual / straight","Ministry of Defence","Communications","440","420","35510","33300"
"In post","2022","Heterosexual / straight","Ministry of Defence","Digital, Data & Technology","2400","2340","34370","33000"
"In post","2022","Heterosexual / straight","Ministry of Defence","Finance","1610","1550","38070","33300"
"In post","2022","Heterosexual / straight","Ministry of Defence","Human Resources","1700","1600","32640","26930"
"In post","2022","Heterosexual / straight","Ministry of Defence","Internal Audit","120","110","39250","34980"
"In post","2022","Heterosexual / straight","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Ministry of Defence","No function","1080","1040","36670","33290"
"In post","2022","Heterosexual / straight","Ministry of Defence","Project Delivery","10700","10370","38950","37400"
"In post","2022","Heterosexual / straight","Ministry of Defence","Property","1910","1860","31560","33000"
"In post","2022","Heterosexual / straight","Ministry of Defence","Security","5310","5190","30250","26670"
"In post","2022","Heterosexual / straight","Ministry of Defence","Unknown","13420","12880","30920","26670"
"In post","2022","Heterosexual / straight","Ministry of Justice","Analysis","370","350","47680","43030"
"In post","2022","Heterosexual / straight","Ministry of Justice","Commercial","190","190","36140","36050"
"In post","2022","Heterosexual / straight","Ministry of Justice","Communications","100","100","44640","41750"
"In post","2022","Heterosexual / straight","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Ministry of Justice","Digital, Data & Technology","850","840","45750","41750"
"In post","2022","Heterosexual / straight","Ministry of Justice","Finance","540","530","41900","41100"
"In post","2022","Heterosexual / straight","Ministry of Justice","Human Resources","910","880","41620","37470"
"In post","2022","Heterosexual / straight","Ministry of Justice","Internal Audit","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Ministry of Justice","No function","56540","52890","29770","27120"
"In post","2022","Heterosexual / straight","Ministry of Justice","Project Delivery","210","200","42660","41750"
"In post","2022","Heterosexual / straight","Ministry of Justice","Property","400","390","42990","39620"
"In post","2022","Heterosexual / straight","Ministry of Justice","Security","560","560","38370","36480"
"In post","2022","Heterosexual / straight","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","Digital, Data & Technology","200","200","42830","40170"
"In post","2022","Heterosexual / straight","National Crime Agency","Finance","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","Human Resources","140","130","40620","40070"
"In post","2022","Heterosexual / straight","National Crime Agency","Legal","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","No function","3670","3590","40470","37560"
"In post","2022","Heterosexual / straight","National Crime Agency","Project Delivery","80","70","44950","45480"
"In post","2022","Heterosexual / straight","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","National Crime Agency","Security","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","No function","70","70","47200","41750"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Analysis","100","100","41420","39460"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","60","60","47170","39850"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Human Resources","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","No function","1180","1140","53260","51360"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Project Delivery","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Analysis","110","110","43200","36500"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Legal","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","No function","450","440","38630","32480"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","No function","150","150","44290","38630"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Analysis","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","No function","140","140","54480","53180"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Commercial","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Communications","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Digital, Data & Technology","120","120","40020","37710"
"In post","2022","Heterosexual / straight","Scottish Government","Finance","70","70","37630","34800"
"In post","2022","Heterosexual / straight","Scottish Government","Human Resources","180","170","36960","35000"
"In post","2022","Heterosexual / straight","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Legal","610","580","53590","53490"
"In post","2022","Heterosexual / straight","Scottish Government","No function","3440","3220","31500","30840"
"In post","2022","Heterosexual / straight","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Property","90","90","34660","32530"
"In post","2022","Heterosexual / straight","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scottish Government","Unknown","9120","8780","41750","36130"
"In post","2022","Heterosexual / straight","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","Digital, Data & Technology","70","70","39400","36800"
"In post","2022","Heterosexual / straight","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","The National Archives","No function","130","120","35420","30360"
"In post","2022","Heterosexual / straight","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Commercial","180","180","52040","45980"
"In post","2022","Heterosexual / straight","UK Export Finance","Communications","50","50","57690","52500"
"In post","2022","Heterosexual / straight","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Finance","50","50","45390","37930"
"In post","2022","Heterosexual / straight","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Analysis","1320","1270","38530","36840"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Communications","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Digital, Data & Technology","410","400","42770","38400"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Finance","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Human Resources","110","100","39520","36840"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","No function","1770","1430","27250","23470"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Project Delivery","190","180","40750","36840"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Statistics Authority","Security","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","No function","70","60","53610","50920"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Welsh Government","Unknown","4800","4530","41770","38160"
"In post","2022","LGBO","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Legal","410","390","44700","48080"
"In post","2022","LGBO","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Commercial","30","30","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Digital, Data & Technology","120","120","48940","54700"
"In post","2022","LGBO","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Human Resources","80","80","38620","34550"
"In post","2022","LGBO","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","No function","210","210","45040","40600"
"In post","2022","LGBO","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Cabinet Office","Security","50","50","31410","29750"
"In post","2022","LGBO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","120","120","35120","34770"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","No function","590","580","42990","40050"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Project Delivery","50","50","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","No function","180","180","45200","44160"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Department for Education","Digital, Data & Technology","60","60","40540","36500"
