"Status","Year","Sex","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Warwickshire","AA/AO","290","250","20650","21010"
"In post","2021","Female","Warwickshire","EO","230","210","26440","27570"
"In post","2021","Female","Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Warwickshire","SEO/HEO","110","100","37100","34490"
"In post","2021","Female","Warwickshire","Unknown","90","80","27450","23840"
"In post","2021","Female","West Cumbria","AA/AO","360","300","21480","21050"
"In post","2021","Female","West Cumbria","EO","180","160","26700","27120"
"In post","2021","Female","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Cumbria","SEO/HEO","80","70","34180","32470"
"In post","2021","Female","West Cumbria","Unknown","60","60","34050","32140"
"In post","2021","Female","West Essex","AA/AO","40","30","[c]","[c]"
"In post","2021","Female","West Essex","EO","210","190","27890","27370"
"In post","2021","Female","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Essex","SEO/HEO","70","60","33920","31970"
"In post","2021","Female","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Kent","EO","50","40","[c]","[c]"
"In post","2021","Female","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Kent","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Lothian","AA/AO","110","100","21750","21070"
"In post","2021","Female","West Lothian","EO","100","90","27700","27570"
"In post","2021","Female","West Lothian","G6/G7","40","30","[c]","[c]"
"In post","2021","Female","West Lothian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Lothian","SEO/HEO","60","50","38850","38590"
"In post","2021","Female","West Northamptonshire","AA/AO","330","290","20730","20100"
"In post","2021","Female","West Northamptonshire","EO","170","150","26870","27570"
"In post","2021","Female","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Northamptonshire","SEO/HEO","70","60","35620","34230"
"In post","2021","Female","West Northamptonshire","Unknown","100","90","28890","28200"
"In post","2021","Female","West Surrey","AA/AO","420","390","24250","24370"
"In post","2021","Female","West Surrey","EO","330","300","29120","29290"
"In post","2021","Female","West Surrey","G6/G7","90","90","58880","54920"
"In post","2021","Female","West Surrey","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Surrey","SEO/HEO","270","250","37330","36840"
"In post","2021","Female","West Surrey","Unknown","100","90","28940","29200"
"In post","2021","Female","West Sussex (North East)","AA/AO","100","90","22170","22360"
"In post","2021","Female","West Sussex (North East)","EO","380","330","27600","27570"
"In post","2021","Female","West Sussex (North East)","G6/G7","30","30","[c]","[c]"
"In post","2021","Female","West Sussex (North East)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Sussex (North East)","SEO/HEO","110","100","36140","34420"
"In post","2021","Female","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Sussex (South West)","AA/AO","210","170","21030","21010"
"In post","2021","Female","West Sussex (South West)","EO","270","230","27250","27570"
"In post","2021","Female","West Sussex (South West)","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","West Sussex (South West)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Sussex (South West)","SEO/HEO","160","140","34670","32670"
"In post","2021","Female","West Sussex (South West)","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Westminster","AA/AO","1390","1290","24250","24120"
"In post","2021","Female","Westminster","EO","3980","3840","28960","28670"
"In post","2021","Female","Westminster","G6/G7","10890","10340","59480","57620"
"In post","2021","Female","Westminster","SCS","1850","1750","85990","78010"
"In post","2021","Female","Westminster","SEO/HEO","11440","11170","37540","36800"
"In post","2021","Female","Westminster","Unknown","70","70","43250","41060"
"In post","2021","Female","Wiltshire","AA/AO","690","640","21250","20920"
"In post","2021","Female","Wiltshire","EO","730","680","26280","26670"
"In post","2021","Female","Wiltshire","G6/G7","630","590","53700","51060"
"In post","2021","Female","Wiltshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wiltshire","SEO/HEO","1500","1410","34870","33630"
"In post","2021","Female","Wiltshire","Unknown","60","60","32400","31440"
"In post","2021","Female","Wirral","AA/AO","690","560","21000","21010"
"In post","2021","Female","Wirral","EO","520","440","27310","27570"
"In post","2021","Female","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wirral","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wirral","SEO/HEO","180","160","34610","33840"
"In post","2021","Female","Wirral","Unknown","50","50","28290","26500"
"In post","2021","Female","Wolverhampton","AA/AO","260","200","20280","20180"
"In post","2021","Female","Wolverhampton","EO","250","220","27140","27570"
"In post","2021","Female","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wolverhampton","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wolverhampton","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Female","Wolverhampton","Unknown","60","50","25630","22920"
"In post","2021","Female","Worcestershire","AA/AO","570","510","22380","21050"
"In post","2021","Female","Worcestershire","EO","270","240","27160","27570"
"In post","2021","Female","Worcestershire","G6/G7","40","30","[c]","[c]"
"In post","2021","Female","Worcestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Worcestershire","SEO/HEO","210","190","35070","33520"
"In post","2021","Female","Worcestershire","Unknown","120","110","30330","30550"
"In post","2021","Female","York","AA/AO","340","300","21490","21010"
"In post","2021","Female","York","EO","290","260","26520","26670"
"In post","2021","Female","York","G6/G7","320","290","58380","55610"
"In post","2021","Female","York","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","York","SEO/HEO","540","520","36070","35900"
"In post","2021","Female","York","Unknown","60","50","30600","30210"
"In post","2021","Male","Aberdeen City and Aberdeenshire","AA/AO","260","250","28160","25870"
"In post","2021","Male","Aberdeen City and Aberdeenshire","EO","280","270","30280","29190"
"In post","2021","Male","Aberdeen City and Aberdeenshire","G6/G7","70","70","69230","61850"
"In post","2021","Male","Aberdeen City and Aberdeenshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Aberdeen City and Aberdeenshire","SEO/HEO","320","310","50250","41090"
"In post","2021","Male","Angus and Dundee City","AA/AO","470","450","21050","21010"
"In post","2021","Male","Angus and Dundee City","EO","160","150","27410","27570"
"In post","2021","Male","Angus and Dundee City","G6/G7","30","30","[c]","[c]"
"In post","2021","Male","Angus and Dundee City","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Angus and Dundee City","SEO/HEO","80","80","36390","33950"
"In post","2021","Male","Antrim and Newtownabbey","AA/AO","110","110","20640","20310"
"In post","2021","Male","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ards and North Down","AA/AO","140","140","21110","20310"
"In post","2021","Male","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barking & Dagenham and Havering","EO","150","150","30970","31060"
"In post","2021","Male","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barnet","AA/AO","80","70","23320","23530"
"In post","2021","Male","Barnet","EO","150","140","29970","30780"
"In post","2021","Male","Barnet","G6/G7","140","140","60490","58870"
"In post","2021","Male","Barnet","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barnet","SEO/HEO","220","220","40270","40470"
"In post","2021","Male","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","AA/AO","640","610","25100","25300"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","EO","330","310","29720","27570"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","SEO/HEO","130","120","39220","37280"
"In post","2021","Male","Barnsley, Doncaster and Rotherham","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","320","310","23720","21130"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","1320","1300","24930","25750"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","1330","1310","57860","55500"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","110","110","101170","93990"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","3930","3860","37330","37970"
"In post","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","980","970","43630","40430"
"In post","2021","Male","Bedford","AA/AO","140","130","27430","28740"
"In post","2021","Male","Bedford","EO","120","120","28220","27570"
"In post","2021","Male","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedford","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bedford","SEO/HEO","90","90","38520","37360"
"In post","2021","Male","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Belfast","AA/AO","500","470","20560","20140"
"In post","2021","Male","Belfast","EO","390","380","26220","25560"
"In post","2021","Male","Belfast","G6/G7","110","110","55600","52580"
"In post","2021","Male","Belfast","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Belfast","SEO/HEO","370","360","34230","31810"
"In post","2021","Male","Berkshire","AA/AO","660","650","29840","26610"
"In post","2021","Male","Berkshire","EO","340","330","32830","29290"
"In post","2021","Male","Berkshire","G6/G7","160","160","57010","54380"
"In post","2021","Male","Berkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Berkshire","SEO/HEO","350","340","38690","37190"
"In post","2021","Male","Berkshire","Unknown","70","70","35210","38000"
"In post","2021","Male","Bexley and Greenwich","AA/AO","460","450","30110","31590"
"In post","2021","Male","Bexley and Greenwich","EO","210","210","33240","31880"
"In post","2021","Male","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bexley and Greenwich","SEO/HEO","120","120","42110","40960"
"In post","2021","Male","Bexley and Greenwich","Unknown","50","50","[c]","[c]"
"In post","2021","Male","Birmingham","AA/AO","1450","1390","21350","20140"
"In post","2021","Male","Birmingham","EO","1350","1310","26780","27370"
"In post","2021","Male","Birmingham","G6/G7","570","560","58470","55530"
"In post","2021","Male","Birmingham","SCS","60","50","98290","98230"
"In post","2021","Male","Birmingham","SEO/HEO","1460","1430","35980","34000"
"In post","2021","Male","Birmingham","Unknown","110","110","31350","28200"
"In post","2021","Male","Blackburn with Darwen","AA/AO","60","50","22010","21010"
"In post","2021","Male","Blackburn with Darwen","EO","100","100","27680","27570"
"In post","2021","Male","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Blackburn with Darwen","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Blackpool","AA/AO","650","620","20930","21010"
"In post","2021","Male","Blackpool","EO","660","640","27500","27570"
"In post","2021","Male","Blackpool","G6/G7","210","200","57610","56190"
"In post","2021","Male","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Blackpool","SEO/HEO","390","380","34660","34290"
"In post","2021","Male","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bournemouth and Poole","AA/AO","90","90","20670","20520"
"In post","2021","Male","Bournemouth and Poole","EO","140","130","27140","27570"
"In post","2021","Male","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bournemouth and Poole","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Male","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bradford","AA/AO","540","500","20520","20140"
"In post","2021","Male","Bradford","EO","360","340","26760","27570"
"In post","2021","Male","Bradford","G6/G7","90","80","54310","52580"
"In post","2021","Male","Bradford","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bradford","SEO/HEO","220","220","34640","32100"
"In post","2021","Male","Bradford","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Breckland and South Norfolk","AA/AO","190","180","24760","24120"
"In post","2021","Male","Breckland and South Norfolk","EO","70","70","30210","28860"
"In post","2021","Male","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Breckland and South Norfolk","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Breckland and South Norfolk","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Male","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brent","AA/AO","40","40","[c]","[c]"
"In post","2021","Male","Brent","EO","100","100","30620","31060"
"In post","2021","Male","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brent","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Male","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bridgend and Neath Port Talbot","AA/AO","90","80","20560","21010"
"In post","2021","Male","Bridgend and Neath Port Talbot","EO","80","80","29190","27570"
"In post","2021","Male","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bridgend and Neath Port Talbot","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Male","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brighton and Hove","AA/AO","60","60","20230","20590"
"In post","2021","Male","Brighton and Hove","EO","90","90","27810","27570"
"In post","2021","Male","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brighton and Hove","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bristol, City of","AA/AO","570","550","21980","21050"
"In post","2021","Male","Bristol, City of","EO","650","620","26900","27530"
"In post","2021","Male","Bristol, City of","G6/G7","790","750","57200","55610"
"In post","2021","Male","Bristol, City of","SCS","40","40","[c]","[c]"
"In post","2021","Male","Bristol, City of","SEO/HEO","1000","960","35600","34480"
"In post","2021","Male","Bristol, City of","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Bromley","AA/AO","40","40","[c]","[c]"
"In post","2021","Male","Bromley","EO","70","70","31170","31060"
"In post","2021","Male","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Buckinghamshire CC","AA/AO","240","240","27010","27850"
"In post","2021","Male","Buckinghamshire CC","EO","200","200","29470","28670"
"In post","2021","Male","Buckinghamshire CC","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","Buckinghamshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Buckinghamshire CC","SEO/HEO","200","190","39260","38160"
"In post","2021","Male","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Caithness and Sutherland and Ross and Cromarty","AA/AO","40","30","[c]","[c]"
"In post","2021","Male","Caithness and Sutherland and Ross and Cromarty","EO","40","40","[c]","[c]"
"In post","2021","Male","Caithness and Sutherland and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Calderdale and Kirklees","AA/AO","70","70","20770","21010"
"In post","2021","Male","Calderdale and Kirklees","EO","240","230","27400","27570"
"In post","2021","Male","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Calderdale and Kirklees","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cambridgeshire CC","AA/AO","630","600","27210","28400"
"In post","2021","Male","Cambridgeshire CC","EO","360","350","28800","27570"
"In post","2021","Male","Cambridgeshire CC","G6/G7","160","150","60110","56350"
"In post","2021","Male","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cambridgeshire CC","SEO/HEO","570","560","37350","36460"
"In post","2021","Male","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Camden and City of London","AA/AO","380","370","24080","23500"
"In post","2021","Male","Camden and City of London","EO","430","420","30010","29570"
"In post","2021","Male","Camden and City of London","G6/G7","370","360","69160","60400"
"In post","2021","Male","Camden and City of London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Camden and City of London","SEO/HEO","650","640","39290","38010"
"In post","2021","Male","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cardiff and Vale of Glamorgan","AA/AO","1510","1440","21510","20500"
"In post","2021","Male","Cardiff and Vale of Glamorgan","EO","1520","1470","27010","26670"
"In post","2021","Male","Cardiff and Vale of Glamorgan","G6/G7","660","650","60030","60830"
"In post","2021","Male","Cardiff and Vale of Glamorgan","SCS","110","110","92920","82870"
"In post","2021","Male","Cardiff and Vale of Glamorgan","SEO/HEO","1680","1640","36740","36460"
"In post","2021","Male","Cardiff and Vale of Glamorgan","Unknown","80","80","31000","30210"
"In post","2021","Male","Causeway Coast and Glens","AA/AO","60","60","20390","20310"
"In post","2021","Male","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Bedfordshire","AA/AO","70","70","20910","20620"
"In post","2021","Male","Central Bedfordshire","EO","60","60","28420","27570"
"In post","2021","Male","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Bedfordshire","SEO/HEO","100","100","37490","36350"
"In post","2021","Male","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Hampshire","AA/AO","410","410","24220","21010"
"In post","2021","Male","Central Hampshire","EO","310","310","27950","26670"
"In post","2021","Male","Central Hampshire","G6/G7","680","660","53480","54430"
"In post","2021","Male","Central Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Hampshire","SEO/HEO","880","860","35890","37280"
"In post","2021","Male","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Valleys","AA/AO","100","100","21930","21010"
"In post","2021","Male","Central Valleys","EO","180","170","27810","27570"
"In post","2021","Male","Central Valleys","G6/G7","90","90","62550","60830"
"In post","2021","Male","Central Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Central Valleys","SEO/HEO","180","170","41040","37810"
"In post","2021","Male","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire East","AA/AO","100","100","23960","21550"
"In post","2021","Male","Cheshire East","EO","100","90","27670","27570"
"In post","2021","Male","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire East","SEO/HEO","50","50","39300","38160"
"In post","2021","Male","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire West and Chester","AA/AO","70","70","20800","21010"
"In post","2021","Male","Cheshire West and Chester","EO","60","60","27250","27570"
"In post","2021","Male","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chorley and West Lancashire","AA/AO","420","400","26750","26300"
"In post","2021","Male","Chorley and West Lancashire","EO","160","140","30740","31610"
"In post","2021","Male","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chorley and West Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chorley and West Lancashire","SEO/HEO","100","90","40580","38160"
"In post","2021","Male","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","City of Edinburgh","AA/AO","1490","1450","22350","21440"
"In post","2021","Male","City of Edinburgh","EO","1290","1250","28920","28170"
"In post","2021","Male","City of Edinburgh","G6/G7","1050","1030","62050","61010"
"In post","2021","Male","City of Edinburgh","SCS","110","110","90910","83230"
"In post","2021","Male","City of Edinburgh","SEO/HEO","2110","2050","38940","38540"
"In post","2021","Male","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Clackmannanshire and Fife","AA/AO","190","180","23200","21010"
"In post","2021","Male","Clackmannanshire and Fife","EO","260","250","30500","33650"
"In post","2021","Male","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Clackmannanshire and Fife","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Clackmannanshire and Fife","SEO/HEO","180","170","38340","39500"
"In post","2021","Male","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Conwy and Denbighshire","AA/AO","50","40","[c]","[c]"
"In post","2021","Male","Conwy and Denbighshire","EO","60","60","27720","27570"
"In post","2021","Male","Conwy and Denbighshire","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","Conwy and Denbighshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Conwy and Denbighshire","SEO/HEO","70","70","40400","37410"
"In post","2021","Male","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","AA/AO","310","300","20970","21010"
"In post","2021","Male","Cornwall and Isles of Scilly","EO","270","260","27020","27570"
"In post","2021","Male","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cornwall and Isles of Scilly","SEO/HEO","120","110","36450","35480"
"In post","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Coventry","AA/AO","100","100","21060","21010"
"In post","2021","Male","Coventry","EO","220","210","27300","27130"
"In post","2021","Male","Coventry","G6/G7","240","240","55230","50890"
"In post","2021","Male","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Coventry","SEO/HEO","370","360","35550","36500"
"In post","2021","Male","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Croydon","AA/AO","640","620","24360","25630"
"In post","2021","Male","Croydon","EO","1040","1020","29680","29370"
"In post","2021","Male","Croydon","G6/G7","880","860","63900","61260"
"In post","2021","Male","Croydon","SCS","30","30","[c]","[c]"
"In post","2021","Male","Croydon","SEO/HEO","1660","1630","39590","38440"
"In post","2021","Male","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Darlington","AA/AO","30","30","[c]","[c]"
"In post","2021","Male","Darlington","EO","70","60","26530","26000"
"In post","2021","Male","Darlington","G6/G7","90","90","54650","50630"
"In post","2021","Male","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Darlington","SEO/HEO","170","170","34930","36500"
"In post","2021","Male","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derby","AA/AO","180","170","23160","21010"
"In post","2021","Male","Derby","EO","110","100","28420","27570"
"In post","2021","Male","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derby","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derby","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Derry City and Strabane","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Derry City and Strabane","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon CC","AA/AO","900","850","23240","21090"
"In post","2021","Male","Devon CC","EO","630","600","27010","27570"
"In post","2021","Male","Devon CC","G6/G7","430","420","54280","51960"
"In post","2021","Male","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Devon CC","SEO/HEO","870","850","37680","38160"
"In post","2021","Male","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset CC","AA/AO","560","540","24820","23860"
"In post","2021","Male","Dorset CC","EO","300","290","28820","27570"
"In post","2021","Male","Dorset CC","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","Dorset CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dorset CC","SEO/HEO","260","250","38120","38160"
"In post","2021","Male","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dudley","AA/AO","160","150","20980","21010"
"In post","2021","Male","Dudley","EO","150","140","27440","27570"
"In post","2021","Male","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dumfries and Galloway","AA/AO","130","130","24530","25870"
"In post","2021","Male","Dumfries and Galloway","EO","130","110","31370","33650"
"In post","2021","Male","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Dumfries and Galloway","SEO/HEO","50","50","39240","38980"
"In post","2021","Male","Durham CC","AA/AO","1500","1400","24550","22350"
"In post","2021","Male","Durham CC","EO","520","480","28510","27570"
"In post","2021","Male","Durham CC","G6/G7","50","50","59520","56730"
"In post","2021","Male","Durham CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Durham CC","SEO/HEO","340","320","38560","37450"
"In post","2021","Male","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ealing","EO","120","120","31110","31060"
"In post","2021","Male","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Ayrshire and North Ayrshire mainland","AA/AO","90","90","23160","21010"
"In post","2021","Male","East Ayrshire and North Ayrshire mainland","EO","240","230","24470","25460"
