"Status","Year","Profession_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","Plymouth","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Plymouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Plymouth","HM Land Registry","510","480","37820","38450"
"In post","2022","Digital, Data and Technology","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Plymouth","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Plymouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Portsmouth","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Portsmouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Portsmouth","Ministry of Defence","80","80","32370","33300"
"In post","2022","Digital, Data and Technology","Powys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Powys","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Redbridge and Waltham Forest","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Redbridge and Waltham Forest","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Redbridge and Waltham Forest","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Redbridge and Waltham Forest","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sandwell","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Scottish Borders","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sefton","Charity Commission","50","50","34430","29160"
"In post","2022","Digital, Data and Technology","Sefton","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sefton","Department for Work and Pensions","80","70","38950","31990"
"In post","2022","Digital, Data and Technology","Sefton","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sefton","HM Revenue and Customs","50","50","38580","38080"
"In post","2022","Digital, Data and Technology","Sefton","Home Office","90","90","39370","37450"
"In post","2022","Digital, Data and Technology","Sheffield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sheffield","Department for Education","210","200","38280","36500"
"In post","2022","Digital, Data and Technology","Sheffield","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sheffield","Department for Work and Pensions","200","190","43700","39520"
"In post","2022","Digital, Data and Technology","Sheffield","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sheffield","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sheffield","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sheffield","Home Office","130","120","50010","52070"
"In post","2022","Digital, Data and Technology","Sheffield","Ministry of Justice","100","100","51920","50430"
"In post","2022","Digital, Data and Technology","Shropshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Shropshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Solihull","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Somerset CC","Ministry of Defence","190","190","39610","40460"
"In post","2022","Digital, Data and Technology","Somerset CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South and West Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Hampshire","UK Statistics Authority","170","170","41150","37190"
"In post","2022","Digital, Data and Technology","South Lanarkshire","Foreign, Commonwealth and Development Office","170","170","42550","39190"
"In post","2022","Digital, Data and Technology","South Lanarkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Lanarkshire","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South Teesside","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","Department for Transport","80","80","38610","33350"
"In post","2022","Digital, Data and Technology","Southampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","HM Revenue and Customs","230","210","38330","35980"
"In post","2022","Digital, Data and Technology","Southend-on-Sea","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","Ministry of Defence","110","110","36420","33300"
"In post","2022","Digital, Data and Technology","Staffordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Staffordshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Stoke-on-Trent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Department for Environment, Food and Rural Affairs","60","50","31780","29990"
"In post","2022","Digital, Data and Technology","Suffolk CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Suffolk CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Sunderland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Department for Transport","890","870","39770","38650"
"In post","2022","Digital, Data and Technology","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swansea","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Swindon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","HM Revenue and Customs","230","220","47440","41540"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Telford and Wrekin","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Torbay","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Torbay","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Torbay","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Competition and Markets Authority","70","70","57770","58030"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Department of Health and Social Care","70","70","47560","43310"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","HM Revenue and Customs","60","60","53790","46530"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Ministry of Justice","180","180","50090","47590"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Office of Gas and Electricity Markets","70","70","51360","46130"
"In post","2022","Digital, Data and Technology","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Education","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Department for Work and Pensions","1360","1310","42150","37660"
"In post","2022","Digital, Data and Technology","Tyneside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","HM Revenue and Customs","450","440","44010","40520"
"In post","2022","Digital, Data and Technology","Tyneside","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Tyneside","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wakefield","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Walsall","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","Department for Environment, Food and Rural Affairs","80","80","46360","48370"
"In post","2022","Digital, Data and Technology","Warrington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warrington","National Crime Agency","60","50","38100","36740"
"In post","2022","Digital, Data and Technology","Warwickshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Warwickshire CC","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Lothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Surrey","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","HM Revenue and Customs","120","120","41170","40180"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Attorney General's Departments","90","90","44230","40170"
"In post","2022","Digital, Data and Technology","Westminster","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Department for Business, Energy and Industrial Strategy","140","140","46500","43730"
"In post","2022","Digital, Data and Technology","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Department for Education","190","180","47280","45250"
"In post","2022","Digital, Data and Technology","Westminster","Department for Environment, Food and Rural Affairs","100","90","47660","42350"
"In post","2022","Digital, Data and Technology","Westminster","Department for International Trade","150","150","48110","47000"
"In post","2022","Digital, Data and Technology","Westminster","Department for Levelling Up, Housing and Communities","70","70","52200","53130"
"In post","2022","Digital, Data and Technology","Westminster","Department for Transport","80","80","46890","43130"
"In post","2022","Digital, Data and Technology","Westminster","Department for Work and Pensions","200","200","50340","44350"
"In post","2022","Digital, Data and Technology","Westminster","Department of Health and Social Care","130","130","43900","40650"
"In post","2022","Digital, Data and Technology","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Home Office","210","210","59260","57680"
"In post","2022","Digital, Data and Technology","Westminster","Ministry of Defence","100","100","43470","37640"
"In post","2022","Digital, Data and Technology","Westminster","Ministry of Justice","410","410","52750","54270"
"In post","2022","Digital, Data and Technology","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","UK Export Finance","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wiltshire","Ministry of Defence","580","560","39400","38070"
"In post","2022","Digital, Data and Technology","Wiltshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wirral","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Wolverhampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Worcestershire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","Department for Environment, Food and Rural Affairs","70","70","44390","47550"
"In post","2022","Digital, Data and Technology","York","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","York","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Camden and City of London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Cardiff and Vale of Glamorgan","Welsh Government","40","30","[c]","[c]"
"In post","2022","Economics","Central Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Central Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Economics","City of Edinburgh","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Economics","City of Edinburgh","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Conwy and Denbighshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Croydon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Croydon","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Darlington","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Darlington","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Glasgow City","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Glasgow City","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Greater Manchester South West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Harrow and Hillingdon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Leeds","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Liverpool","HM Revenue and Customs","[c]","[c]","[c]","[c]"
