"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Declared non-disabled","80","80","30470","30040"
"Leaver CS","2022","EO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Government","Unknown","210","190","31790","32170"
"Leaver CS","2022","EO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","EO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Declared non-disabled","210","180","59310","56660"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Attorney General's Departments","Unknown","70","60","55260","55000"
"Leaver CS","2022","G6/G7","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Declared non-disabled","120","120","60470","58610"
"Leaver CS","2022","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cabinet Office","Unknown","150","150","65360","64500"
"Leaver CS","2022","G6/G7","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Declared non-disabled","130","130","56870","53600"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Declared non-disabled","80","70","57780","56100"
"Leaver CS","2022","G6/G7","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Declared non-disabled","80","80","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Declared non-disabled","60","60","58800","56200"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Declared non-disabled","80","80","62250","59240"
"Leaver CS","2022","G6/G7","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Declared non-disabled","180","160","59240","59590"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Declared non-disabled","420","370","57010","53620"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Department of Health and Social Care","Unknown","370","220","57950","53880"
"Leaver CS","2022","G6/G7","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Declared non-disabled","80","50","61670","60720"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Declared non-disabled","230","200","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Revenue and Customs","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Home Office","Declared non-disabled","120","120","62490","61880"
"Leaver CS","2022","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Home Office","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Declared non-disabled","270","250","59330","56210"
"Leaver CS","2022","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Defence","Unknown","50","40","62230","57830"
"Leaver CS","2022","G6/G7","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Justice","Declared non-disabled","120","110","61000","60270"
"Leaver CS","2022","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ministry of Justice","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","60","60","75890","75500"
"Leaver CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Declared non-disabled","60","60","60280","56270"
"Leaver CS","2022","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Scottish Government","Declared non-disabled","70","60","66800","65280"
"Leaver CS","2022","G6/G7","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Scottish Government","Unknown","70","60","64210","62170"
"Leaver CS","2022","G6/G7","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Welsh Government","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cabinet Office","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","SCS","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cabinet Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department of Health and Social Care","Declared non-disabled","100","80","97550","95140"
"Leaver CS","2022","SCS","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Department of Health and Social Care","Unknown","110","80","99920","94610"
"Leaver CS","2022","SCS","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Revenue and Customs","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","SCS","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Attorney General's Departments","Declared non-disabled","50","50","37330","37790"
"Leaver CS","2022","SEO/HEO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cabinet Office","Declared non-disabled","100","90","37360","37300"
"Leaver CS","2022","SEO/HEO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cabinet Office","Unknown","130","130","33310","33300"
"Leaver CS","2022","SEO/HEO","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
