"Status","Year","Disability","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","200","170","28460","27570"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","60","60","34870","30720"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","240","230","30110","30400"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","240","240","33270","33300"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Department for Work and Pensions (excl. agencies)","170","150","25430","27570"
"In post","2021","Declared disabled","Cheshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","HM Prison and Probation Service","110","90","29020","28200"
"In post","2021","Declared disabled","Cheshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","150","130","25690","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Rural Payments Agency","80","70","25190","21050"
"In post","2021","Declared disabled","Cumbria","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","450","400","26000","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","80","70","31750","29730"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HM Prison and Probation Service","310","290","29760","28200"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","290","270","32550","31810"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Office of the Public Guardian","70","70","22070","21170"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Declared disabled","Devon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Department for Work and Pensions (excl. agencies)","350","290","25170","27570"
"In post","2021","Declared disabled","Devon","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","HM Land Registry","80","70","31650","31740"
"In post","2021","Declared disabled","Devon","HM Prison and Probation Service","150","140","30780","28210"
"In post","2021","Declared disabled","Devon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Met Office","80","80","36070","33130"
"In post","2021","Declared disabled","Devon","Ministry of Defence (excl. agencies)","110","100","26480","21580"
"In post","2021","Declared disabled","Devon","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Rural Payments Agency","30","30","[c]","[c]"
"In post","2021","Declared disabled","Devon","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Valuation Office Agency","40","30","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","160","140","26340","27570"
"In post","2021","Declared disabled","Dorset and Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HM Prison and Probation Service","140","130","29390","28220"
"In post","2021","Declared disabled","Dorset and Somerset","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Ministry of Defence (excl. agencies)","100","90","28230","26670"
"In post","2021","Declared disabled","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","UK Hydrographic Office","70","60","34970","33290"
"In post","2021","Declared disabled","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Department for Work and Pensions (excl. agencies)","360","310","26680","27570"
"In post","2021","Declared disabled","East Anglia","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","HM Courts and Tribunals Service","70","60","23380","19570"
"In post","2021","Declared disabled","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","HM Prison and Probation Service","370","350","30450","30450"
"In post","2021","Declared disabled","East Anglia","HM Revenue and Customs (excl. agencies)","70","60","30810","28130"
"In post","2021","Declared disabled","East Anglia","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Home Office (incl. agencies)","80","70","22850","21430"
"In post","2021","Declared disabled","East Anglia","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Ministry of Defence (excl. agencies)","190","180","29680","26930"
"In post","2021","Declared disabled","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Companies House","70","60","32210","25100"
"In post","2021","Declared disabled","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Department for Work and Pensions (excl. agencies)","350","300","26240","27570"
"In post","2021","Declared disabled","East Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","HM Courts and Tribunals Service","60","60","21390","19830"
"In post","2021","Declared disabled","East Wales","HM Prison and Probation Service","170","160","29610","27260"
"In post","2021","Declared disabled","East Wales","HM Revenue and Customs (excl. agencies)","370","330","28680","25560"
"In post","2021","Declared disabled","East Wales","Home Office (incl. agencies)","50","50","26590","25150"
"In post","2021","Declared disabled","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
