"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Southern Scotland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","30-39","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Heterosexual / straight","140","140","33950","32000"
"Leaver Dept.","2021","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","290","290","31140","32000"
"Leaver Dept.","2021","Unknown","30-39","Heterosexual / straight","60","60","43680","32910"
"Leaver Dept.","2021","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Unknown","80","80","36590","32000"
"Leaver Dept.","2021","Unknown","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","20-29","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","30-39","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","30-39","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","40-49","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","20-29","Heterosexual / straight","60","50","23820","22570"
"Leaver Dept.","2021","West Midlands","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","West Midlands","30-39","Heterosexual / straight","80","80","27180","22570"
"Leaver Dept.","2021","West Midlands","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","30-39","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands","40-49","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","40-49","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","30-39","Heterosexual / straight","50","50","27350","26560"
"Leaver Dept.","2021","West Wales and The Valleys","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","20-29","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","30-39","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","30-39","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","40-49","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Heterosexual / straight","70","60","40350","38020"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Heterosexual / straight","70","70","43580","40560"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Heterosexual / straight","70","60","41200","37730"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","20-29","Heterosexual / straight","80","80","26470","25000"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","20-29","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","30-39","Heterosexual / straight","80","80","31640","27570"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","30-39","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","40-49","Heterosexual / straight","80","70","35690","29690"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","50-59","Heterosexual / straight","50","50","41130","32410"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","65+","LGBO","[c]","[c]","[c]","[c]"
