"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","No function","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","No function","90","80","34300","29040"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Public Guardian","No function","60","50","22200","20970"
"New entrant CS","2022","30-39","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Public Health England","No function","70","60","39930","36330"
"New entrant CS","2022","30-39","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Registers of Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Rural Payments Agency","Grants Management","120","110","21560","21300"
"New entrant CS","2022","30-39","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Courts and Tribunals Service","No function","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Government (excl. agencies)","Unknown","460","450","36310","31540"
"New entrant CS","2022","30-39","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Prison Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Prison Service","No function","110","100","22890","21640"
"New entrant CS","2022","30-39","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Security Scotland","Unknown","440","420","27890","27230"
"New entrant CS","2022","30-39","Standards and Testing Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Submarine Delivery Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Submarine Delivery Agency","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Debt Management Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Health Security Agency","No function","470","440","38980","36330"
"New entrant CS","2022","30-39","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Space Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Analysis","90","90","37100","36850"
"New entrant CS","2022","30-39","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","No function","80","60","26280","19860"
"New entrant CS","2022","30-39","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Valuation Office Agency","Property","100","100","25370","22010"
"New entrant CS","2022","30-39","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Welsh Government (excl. agencies)","Unknown","90","80","33580","31210"
"New entrant CS","2022","30-39","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Welsh Revenue Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","No function","80","80","27310","24920"
"New entrant CS","2022","40-49","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Commercial","70","70","73580","70180"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","No function","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Companies House","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","Legal","90","80","43920","48080"
"New entrant CS","2022","40-49","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Equipment and Support","Project Delivery","130","130","37220","36350"
"New entrant CS","2022","40-49","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","No function","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","70","60","43800","39310"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","No function","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","90","80","42620","40580"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","160","150","44000","40030"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","60","60","40070","33210"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","No function","50","40","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Counter Fraud","140","140","26010","27570"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Debt","50","50","21900","21260"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","80","80","43410","40670"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","No function","1200","1160","25870","27570"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Department for Work and Pensions (excl. agencies)","Unknown","200","200","30250","27570"
