"Status","Year","Parent_department","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Declared non-disabled","110","90","26570","23230"
"Leaver CS","2022","Scottish Government","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Unknown","380","320","30320","27020"
"Leaver CS","2022","Scottish Government","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Declared disabled","50","50","35110","32310"
"Leaver CS","2022","Scottish Government","Unknown","Declared non-disabled","390","350","40280","36130"
"Leaver CS","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","340","310","37070","31540"
"Leaver CS","2022","The National Archives","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Declared non-disabled","110","80","24200","20100"
"Leaver CS","2022","UK Statistics Authority","No function","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Unknown","110","70","21420","19610"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
