"Status","Year","Parent_department","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Declared non-disabled","280","270","46820","45540"
"In post","2022","Department for Transport","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Analysis","Unknown","70","70","41390","35980"
"In post","2022","Department for Transport","Commercial","Declared disabled","40","30","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Declared non-disabled","290","280","39710","34710"
"In post","2022","Department for Transport","Commercial","Undeclared","30","30","[c]","[c]"
"In post","2022","Department for Transport","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Transport","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Declared non-disabled","160","150","38050","33350"
"In post","2022","Department for Transport","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","Unknown","50","50","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data & Technology","Declared disabled","80","80","38160","35430"
"In post","2022","Department for Transport","Digital, Data & Technology","Declared non-disabled","900","890","39800","38650"
"In post","2022","Department for Transport","Digital, Data & Technology","Undeclared","120","120","41650","40140"
"In post","2022","Department for Transport","Digital, Data & Technology","Unknown","170","170","37460","33350"
"In post","2022","Department for Transport","Finance","Declared disabled","40","30","[c]","[c]"
"In post","2022","Department for Transport","Finance","Declared non-disabled","360","340","41060","38650"
"In post","2022","Department for Transport","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","Unknown","50","50","42110","42470"
"In post","2022","Department for Transport","Human Resources","Declared disabled","50","40","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Declared non-disabled","350","330","36430","32250"
"In post","2022","Department for Transport","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","Unknown","40","30","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","No function","Declared disabled","1070","920","27950","26350"
"In post","2022","Department for Transport","No function","Declared non-disabled","8180","7490","31420","26780"
"In post","2022","Department for Transport","No function","Undeclared","780","720","30840","26780"
"In post","2022","Department for Transport","No function","Unknown","2080","1960","28970","26350"
"In post","2022","Department for Transport","Project Delivery","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","Declared non-disabled","430","420","47410","42890"
"In post","2022","Department for Transport","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","Unknown","70","70","44590","42470"
"In post","2022","Department for Transport","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","Declared non-disabled","100","100","33340","30730"
"In post","2022","Department for Transport","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","Declared non-disabled","160","160","39130","37660"
"In post","2022","Department for Transport","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Analysis","Declared disabled","90","80","43230","37380"
"In post","2022","Department for Work and Pensions","Analysis","Declared non-disabled","530","500","43270","37380"
"In post","2022","Department for Work and Pensions","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Analysis","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Commercial","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","Declared non-disabled","150","140","42300","41020"
"In post","2022","Department for Work and Pensions","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Counter Fraud","Declared disabled","1060","940","27510","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","Declared non-disabled","4860","4330","27560","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","Undeclared","300","270","28100","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","Unknown","170","160","27420","27570"
"In post","2022","Department for Work and Pensions","Debt","Declared disabled","400","330","22520","21260"
"In post","2022","Department for Work and Pensions","Debt","Declared non-disabled","1890","1610","22690","21260"
"In post","2022","Department for Work and Pensions","Debt","Undeclared","140","120","22260","21260"
"In post","2022","Department for Work and Pensions","Debt","Unknown","80","70","21760","21260"
"In post","2022","Department for Work and Pensions","Digital, Data & Technology","Declared disabled","420","390","39210","33520"
"In post","2022","Department for Work and Pensions","Digital, Data & Technology","Declared non-disabled","3100","2970","42290","36970"
"In post","2022","Department for Work and Pensions","Digital, Data & Technology","Undeclared","220","210","42890","37710"
"In post","2022","Department for Work and Pensions","Digital, Data & Technology","Unknown","400","390","43390","39690"
"In post","2022","Department for Work and Pensions","Finance","Declared disabled","260","240","34860","31990"
"In post","2022","Department for Work and Pensions","Finance","Declared non-disabled","1530","1440","38670","35310"
"In post","2022","Department for Work and Pensions","Finance","Undeclared","110","100","37540","35310"
"In post","2022","Department for Work and Pensions","Finance","Unknown","60","50","41080","36320"
"In post","2022","Department for Work and Pensions","Human Resources","Declared disabled","290","270","33750","31060"
"In post","2022","Department for Work and Pensions","Human Resources","Declared non-disabled","1210","1130","34710","31880"
"In post","2022","Department for Work and Pensions","Human Resources","Undeclared","80","80","33910","29010"
"In post","2022","Department for Work and Pensions","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","Declared non-disabled","60","60","36020","27570"
"In post","2022","Department for Work and Pensions","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","No function","Declared disabled","12990","11380","26550","27570"
"In post","2022","Department for Work and Pensions","No function","Declared non-disabled","54300","48570","27120","27570"
"In post","2022","Department for Work and Pensions","No function","Undeclared","3270","3020","27020","27570"
"In post","2022","Department for Work and Pensions","No function","Unknown","2420","2310","26930","27570"
"In post","2022","Department for Work and Pensions","Project Delivery","Declared disabled","270","240","33770","31990"
"In post","2022","Department for Work and Pensions","Project Delivery","Declared non-disabled","1140","1020","35360","32660"
"In post","2022","Department for Work and Pensions","Project Delivery","Undeclared","60","60","35480","32820"
"In post","2022","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","Declared non-disabled","170","160","42240","37710"
"In post","2022","Department for Work and Pensions","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","Declared non-disabled","100","90","31440","31990"
"In post","2022","Department for Work and Pensions","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Declared disabled","260","250","38940","35310"
"In post","2022","Department for Work and Pensions","Unknown","Declared non-disabled","1290","1210","39010","35310"
"In post","2022","Department for Work and Pensions","Unknown","Undeclared","70","60","37120","34000"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","120","120","39580","36650"
"In post","2022","Department of Health and Social Care","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Analysis","Declared non-disabled","150","140","53540","53360"
"In post","2022","Department of Health and Social Care","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Analysis","Unknown","280","270","49910","53360"
"In post","2022","Department of Health and Social Care","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Commercial","Declared non-disabled","140","140","49710","49530"
"In post","2022","Department of Health and Social Care","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Commercial","Unknown","260","260","48200","49530"
"In post","2022","Department of Health and Social Care","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Communications","Declared non-disabled","160","150","45440","41010"
"In post","2022","Department of Health and Social Care","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Communications","Unknown","300","290","46240","44310"
"In post","2022","Department of Health and Social Care","Digital, Data & Technology","Declared disabled","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data & Technology","Declared non-disabled","190","180","44710","40450"
"In post","2022","Department of Health and Social Care","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data & Technology","Unknown","230","230","43740","40550"
"In post","2022","Department of Health and Social Care","Finance","Declared disabled","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Finance","Declared non-disabled","220","210","42920","40650"
"In post","2022","Department of Health and Social Care","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Finance","Unknown","390","390","42110","40650"
"In post","2022","Department of Health and Social Care","Human Resources","Declared disabled","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","Declared non-disabled","210","200","42480","36110"
"In post","2022","Department of Health and Social Care","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","Unknown","210","210","40730","36470"
"In post","2022","Department of Health and Social Care","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","No function","Declared disabled","400","380","41110","35280"
"In post","2022","Department of Health and Social Care","No function","Declared non-disabled","3980","3670","42050","36330"
"In post","2022","Department of Health and Social Care","No function","Undeclared","100","90","45310","40650"
"In post","2022","Department of Health and Social Care","No function","Unknown","4040","3850","48590","41990"
"In post","2022","Department of Health and Social Care","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","Unknown","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Declared non-disabled","80","70","51400","50620"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","140","140","46360","40650"
"In post","2022","Estyn","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","Declared non-disabled","80","80","65000","75480"
"In post","2022","Estyn","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data & Technology","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","No function","Declared disabled","80","80","35670","32350"
"In post","2022","Food Standards Agency","No function","Declared non-disabled","700","680","35980","30810"
"In post","2022","Food Standards Agency","No function","Undeclared","230","230","36490","32350"
"In post","2022","Food Standards Agency","No function","Unknown","50","50","34030","30350"
"In post","2022","Food Standards Agency","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Analysis","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","Declared non-disabled","120","110","42920","39630"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","Declared non-disabled","60","60","51360","50840"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","Unknown","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Declared disabled","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Declared non-disabled","190","190","44060","41610"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Unknown","100","100","41410","38500"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","Declared non-disabled","200","200","44650","40930"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","Unknown","80","80","42940","39410"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","Declared disabled","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","Declared non-disabled","250","240","47920","43160"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","Declared non-disabled","110","90","56570","57540"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","No function","Declared disabled","340","330","44800","37560"
"In post","2022","Foreign, Commonwealth and Development Office","No function","Declared non-disabled","2680","2650","48270","40120"
"In post","2022","Foreign, Commonwealth and Development Office","No function","Undeclared","170","170","51690","50940"
"In post","2022","Foreign, Commonwealth and Development Office","No function","Unknown","400","400","50260","49420"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Declared disabled","190","180","48590","51500"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Declared non-disabled","1020","990","53120","55060"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Undeclared","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","650","640","51600","53000"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Declared non-disabled","350","340","42790","40330"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Property","Unknown","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Declared disabled","60","60","37680","34640"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Declared non-disabled","470","450","39180","34770"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Undeclared","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Security","Unknown","50","50","43990","38080"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","160","160","50980","49430"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data & Technology","Declared disabled","50","50","36970","38450"
"In post","2022","HM Land Registry","Digital, Data & Technology","Declared non-disabled","420","400","39560","38450"
"In post","2022","HM Land Registry","Digital, Data & Technology","Undeclared","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Digital, Data & Technology","Unknown","190","190","34130","33840"
"In post","2022","HM Land Registry","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Finance","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","HM Land Registry","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","Declared non-disabled","80","70","40820","38550"
"In post","2022","HM Land Registry","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","Declared non-disabled","170","150","49730","56870"
"In post","2022","HM Land Registry","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Legal","Unknown","50","50","46740","45610"
"In post","2022","HM Land Registry","No function","Declared disabled","550","480","27990","27130"
"In post","2022","HM Land Registry","No function","Declared non-disabled","3270","2890","30130","27130"
"In post","2022","HM Land Registry","No function","Undeclared","220","190","29940","27130"
"In post","2022","HM Land Registry","No function","Unknown","1190","1130","24720","22600"
"In post","2022","HM Land Registry","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","Declared non-disabled","110","110","40760","38550"
"In post","2022","HM Land Registry","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Project Delivery","Unknown","50","50","35160","38550"
"In post","2022","HM Land Registry","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Analysis","Declared disabled","90","80","44090","40520"
