"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Defence Equipment and Support","20-29","South West (England)","330","320","24970","24750"
"New entrant CS","2022","Defence Equipment and Support","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","30-39","South West (England)","180","170","34400","33500"
"New entrant CS","2022","Defence Equipment and Support","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","South West (England)","120","120","36610","33000"
"New entrant CS","2022","Defence Equipment and Support","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","South West (England)","120","120","39320","39000"
"New entrant CS","2022","Defence Equipment and Support","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","20-29","South East (England)","150","150","26540","26030"
"New entrant CS","2022","Defence Science and Technology Laboratory","20-29","South West (England)","220","220","24820","25050"
"New entrant CS","2022","Defence Science and Technology Laboratory","30-39","South East (England)","40","30","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","30-39","South West (England)","70","70","35120","32630"
"New entrant CS","2022","Defence Science and Technology Laboratory","40-49","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","40-49","South West (England)","60","50","37270","37110"
"New entrant CS","2022","Defence Science and Technology Laboratory","50-59","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","50-59","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","60-64","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","London","320","310","34220","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","North West (England)","50","50","31750","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","London","120","110","42480","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","North West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","London","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","London","230","230","32980","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","London","70","70","39640","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","40-49","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","40-49","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","40-49","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","40-49","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","London","110","110","33570","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","North West (England)","80","80","27790","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
