"Status","Year","Organisation","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Courts and Tribunals Service","60-64","West Wales and The Valleys","50","50","24350","20970"
"In post","2022","HM Courts and Tribunals Service","60-64","West Yorkshire","70","50","22370","20970"
"In post","2022","HM Courts and Tribunals Service","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Devon","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Essex","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Greater Manchester","30","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Inner London - West","110","100","28310","24310"
"In post","2022","HM Courts and Tribunals Service","65+","Kent","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Devon","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","20-29","Derbyshire and Nottinghamshire","110","110","26380","27130"
"In post","2022","HM Land Registry","20-29","Devon","150","150","28000","27130"
"In post","2022","HM Land Registry","20-29","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","HM Land Registry","20-29","East Anglia","30","30","[c]","[c]"
"In post","2022","HM Land Registry","20-29","East Yorkshire and Northern Lincolnshire","70","70","25270","22600"
"In post","2022","HM Land Registry","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","25240","27130"
"In post","2022","HM Land Registry","20-29","Lancashire","70","70","25310","22600"
"In post","2022","HM Land Registry","20-29","Leicestershire, Rutland and Northamptonshire","60","60","24980","22600"
"In post","2022","HM Land Registry","20-29","Merseyside","80","80","24950","22600"
"In post","2022","HM Land Registry","20-29","Outer London - South","70","70","32970","30600"
"In post","2022","HM Land Registry","20-29","Shropshire and Staffordshire","70","70","25540","22600"
"In post","2022","HM Land Registry","20-29","Tees Valley and Durham","170","160","25150","22600"
"In post","2022","HM Land Registry","20-29","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","20-29","West Wales and The Valleys","130","130","25310","22600"
"In post","2022","HM Land Registry","30-39","Derbyshire and Nottinghamshire","80","70","30770","27130"
"In post","2022","HM Land Registry","30-39","Devon","160","160","33580","33840"
"In post","2022","HM Land Registry","30-39","Dorset and Somerset","50","50","[c]","[c]"
"In post","2022","HM Land Registry","30-39","East Anglia","40","30","[c]","[c]"
"In post","2022","HM Land Registry","30-39","East Yorkshire and Northern Lincolnshire","60","50","27590","22600"
"In post","2022","HM Land Registry","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","28580","27130"
"In post","2022","HM Land Registry","30-39","Lancashire","60","50","26300","22600"
"In post","2022","HM Land Registry","30-39","Leicestershire, Rutland and Northamptonshire","60","50","26980","24870"
"In post","2022","HM Land Registry","30-39","Merseyside","80","70","30180","27130"
"In post","2022","HM Land Registry","30-39","Outer London - South","70","60","40410","37290"
"In post","2022","HM Land Registry","30-39","Shropshire and Staffordshire","60","50","27280","27130"
"In post","2022","HM Land Registry","30-39","Tees Valley and Durham","110","110","27180","27130"
"In post","2022","HM Land Registry","30-39","West Midlands","30","30","[c]","[c]"
"In post","2022","HM Land Registry","30-39","West Wales and The Valleys","170","160","27960","27130"
"In post","2022","HM Land Registry","40-49","Derbyshire and Nottinghamshire","130","120","36040","33840"
"In post","2022","HM Land Registry","40-49","Devon","230","220","37890","38450"
"In post","2022","HM Land Registry","40-49","Dorset and Somerset","40","30","[c]","[c]"
"In post","2022","HM Land Registry","40-49","East Anglia","50","50","32830","27130"
"In post","2022","HM Land Registry","40-49","East Yorkshire and Northern Lincolnshire","50","50","30140","27130"
"In post","2022","HM Land Registry","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","32690","27130"
"In post","2022","HM Land Registry","40-49","Lancashire","110","100","31120","27130"
"In post","2022","HM Land Registry","40-49","Leicestershire, Rutland and Northamptonshire","60","50","30760","27130"
"In post","2022","HM Land Registry","40-49","Merseyside","100","90","31120","27130"
"In post","2022","HM Land Registry","40-49","Outer London - South","80","80","49660","42000"
"In post","2022","HM Land Registry","40-49","Shropshire and Staffordshire","60","60","31110","27130"
"In post","2022","HM Land Registry","40-49","Tees Valley and Durham","100","100","30030","27130"
"In post","2022","HM Land Registry","40-49","West Midlands","60","50","32590","27130"
"In post","2022","HM Land Registry","40-49","West Wales and The Valleys","130","120","31010","27130"
"In post","2022","HM Land Registry","50-59","Derbyshire and Nottinghamshire","240","220","32660","27130"
"In post","2022","HM Land Registry","50-59","Devon","290","260","36570","33840"
"In post","2022","HM Land Registry","50-59","Dorset and Somerset","140","120","31330","27130"
"In post","2022","HM Land Registry","50-59","East Anglia","140","130","31290","27130"
"In post","2022","HM Land Registry","50-59","East Yorkshire and Northern Lincolnshire","150","140","31270","27130"
"In post","2022","HM Land Registry","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","130","110","31450","27130"
"In post","2022","HM Land Registry","50-59","Lancashire","130","120","32350","27130"
"In post","2022","HM Land Registry","50-59","Leicestershire, Rutland and Northamptonshire","110","110","31350","27130"
"In post","2022","HM Land Registry","50-59","Merseyside","210","180","30640","27130"
"In post","2022","HM Land Registry","50-59","Outer London - South","160","150","42710","37290"
"In post","2022","HM Land Registry","50-59","Shropshire and Staffordshire","140","120","30920","27130"
"In post","2022","HM Land Registry","50-59","Tees Valley and Durham","270","250","31040","27130"
"In post","2022","HM Land Registry","50-59","West Midlands","120","110","32560","31740"
"In post","2022","HM Land Registry","50-59","West Wales and The Valleys","250","220","31140","27130"
"In post","2022","HM Land Registry","60-64","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Devon","70","50","36180","33840"
"In post","2022","HM Land Registry","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","40","20","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Lancashire","50","30","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Merseyside","50","40","32190","33840"
"In post","2022","HM Land Registry","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","Tees Valley and Durham","70","50","29650","27130"
"In post","2022","HM Land Registry","60-64","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","60-64","West Wales and The Valleys","90","60","31230","33840"
"In post","2022","HM Land Registry","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Devon","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Devon","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Essex","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Kent","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","20-29","Bedfordshire and Hertfordshire","280","280","27400","28140"
"In post","2022","HM Prison and Probation Service","20-29","Berkshire, Buckinghamshire and Oxfordshire","550","540","27390","28140"
"In post","2022","HM Prison and Probation Service","20-29","Cheshire","240","230","24290","24260"
"In post","2022","HM Prison and Probation Service","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","20-29","Cumbria","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","20-29","Derbyshire and Nottinghamshire","560","550","24980","24620"
"In post","2022","HM Prison and Probation Service","20-29","Devon","220","220","24310","23710"
"In post","2022","HM Prison and Probation Service","20-29","Dorset and Somerset","210","200","24930","24730"
"In post","2022","HM Prison and Probation Service","20-29","East Anglia","770","760","25710","25480"
"In post","2022","HM Prison and Probation Service","20-29","East Wales","460","450","24690","23170"
"In post","2022","HM Prison and Probation Service","20-29","East Yorkshire and Northern Lincolnshire","420","410","24310","24090"
"In post","2022","HM Prison and Probation Service","20-29","Essex","210","210","26010","24800"
"In post","2022","HM Prison and Probation Service","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","430","420","25250","24260"
"In post","2022","HM Prison and Probation Service","20-29","Greater Manchester","500","490","24740","23170"
"In post","2022","HM Prison and Probation Service","20-29","Hampshire and Isle of Wight","250","250","25880","25610"
"In post","2022","HM Prison and Probation Service","20-29","Herefordshire, Worcestershire and Warwickshire","280","280","24400","24090"
"In post","2022","HM Prison and Probation Service","20-29","Inner London - East","360","360","30080","30520"
"In post","2022","HM Prison and Probation Service","20-29","Inner London - West","400","400","33210","31850"
"In post","2022","HM Prison and Probation Service","20-29","Kent","510","510","27880","28140"
"In post","2022","HM Prison and Probation Service","20-29","Lancashire","420","410","24730","24260"
"In post","2022","HM Prison and Probation Service","20-29","Leicestershire, Rutland and Northamptonshire","400","400","24640","24260"
"In post","2022","HM Prison and Probation Service","20-29","Lincolnshire","170","170","24790","24260"
"In post","2022","HM Prison and Probation Service","20-29","Merseyside","200","200","24930","24260"
"In post","2022","HM Prison and Probation Service","20-29","North Yorkshire","60","60","24150","23170"
"In post","2022","HM Prison and Probation Service","20-29","Northumberland, and Tyne and Wear","110","110","24650","23170"
"In post","2022","HM Prison and Probation Service","20-29","Outer London - East and North East","320","310","29180","29020"
"In post","2022","HM Prison and Probation Service","20-29","Outer London - South","180","180","29300","27070"
"In post","2022","HM Prison and Probation Service","20-29","Outer London - West and North West","270","260","31070","31020"
"In post","2022","HM Prison and Probation Service","20-29","Shropshire and Staffordshire","560","550","25230","24620"
"In post","2022","HM Prison and Probation Service","20-29","South Yorkshire","380","370","24880","24260"
"In post","2022","HM Prison and Probation Service","20-29","Surrey, East and West Sussex","450","450","28210","28140"
"In post","2022","HM Prison and Probation Service","20-29","Tees Valley and Durham","540","530","24610","24260"
"In post","2022","HM Prison and Probation Service","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","20-29","West Midlands","340","330","24370","23170"
"In post","2022","HM Prison and Probation Service","20-29","West Wales and The Valleys","180","180","24130","23170"
"In post","2022","HM Prison and Probation Service","20-29","West Yorkshire","740","730","24870","24260"
"In post","2022","HM Prison and Probation Service","30-39","Bedfordshire and Hertfordshire","280","270","29720","30210"
"In post","2022","HM Prison and Probation Service","30-39","Berkshire, Buckinghamshire and Oxfordshire","620","590","30310","30700"
"In post","2022","HM Prison and Probation Service","30-39","Cheshire","260","250","27980","26210"
"In post","2022","HM Prison and Probation Service","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","30-39","Cumbria","70","60","28200","26990"
"In post","2022","HM Prison and Probation Service","30-39","Derbyshire and Nottinghamshire","670","620","28420","27120"
"In post","2022","HM Prison and Probation Service","30-39","Devon","320","310","27720","25700"
"In post","2022","HM Prison and Probation Service","30-39","Dorset and Somerset","250","240","28330","26830"
"In post","2022","HM Prison and Probation Service","30-39","East Anglia","970","920","28960","28700"
"In post","2022","HM Prison and Probation Service","30-39","East Wales","620","600","28230","26310"
"In post","2022","HM Prison and Probation Service","30-39","East Yorkshire and Northern Lincolnshire","440","420","27590","26610"
"In post","2022","HM Prison and Probation Service","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","30-39","Essex","210","200","29730","30210"
"In post","2022","HM Prison and Probation Service","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","460","430","28740","27260"
"In post","2022","HM Prison and Probation Service","30-39","Greater Manchester","580","550","28060","25700"
"In post","2022","HM Prison and Probation Service","30-39","Hampshire and Isle of Wight","310","300","28970","27120"
"In post","2022","HM Prison and Probation Service","30-39","Herefordshire, Worcestershire and Warwickshire","350","340","28310","26100"
"In post","2022","HM Prison and Probation Service","30-39","Inner London - East","480","470","33730","33550"
"In post","2022","HM Prison and Probation Service","30-39","Inner London - West","510","490","38890","33640"
"In post","2022","HM Prison and Probation Service","30-39","Kent","700","670","30360","30700"
"In post","2022","HM Prison and Probation Service","30-39","Lancashire","680","650","27970","26570"
"In post","2022","HM Prison and Probation Service","30-39","Leicestershire, Rutland and Northamptonshire","490","460","29140","27380"
"In post","2022","HM Prison and Probation Service","30-39","Lincolnshire","220","220","27960","26950"
"In post","2022","HM Prison and Probation Service","30-39","Merseyside","330","320","27730","25700"
"In post","2022","HM Prison and Probation Service","30-39","North Yorkshire","70","60","30810","30210"
"In post","2022","HM Prison and Probation Service","30-39","Northumberland, and Tyne and Wear","120","120","27800","26070"
"In post","2022","HM Prison and Probation Service","30-39","Outer London - East and North East","380","370","32770","33490"
"In post","2022","HM Prison and Probation Service","30-39","Outer London - South","200","190","35240","32350"
"In post","2022","HM Prison and Probation Service","30-39","Outer London - West and North West","280","270","33390","33890"
"In post","2022","HM Prison and Probation Service","30-39","Shropshire and Staffordshire","670","650","28410","27120"
"In post","2022","HM Prison and Probation Service","30-39","South Yorkshire","410","390","28810","27120"
"In post","2022","HM Prison and Probation Service","30-39","Surrey, East and West Sussex","570","540","31330","31020"
"In post","2022","HM Prison and Probation Service","30-39","Tees Valley and Durham","740","710","28020","27120"
"In post","2022","HM Prison and Probation Service","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","30-39","West Midlands","390","370","27510","24800"
"In post","2022","HM Prison and Probation Service","30-39","West Wales and The Valleys","290","280","28030","26610"
"In post","2022","HM Prison and Probation Service","30-39","West Yorkshire","830","780","29180","27120"
"In post","2022","HM Prison and Probation Service","40-49","Bedfordshire and Hertfordshire","240","220","32080","30700"
"In post","2022","HM Prison and Probation Service","40-49","Berkshire, Buckinghamshire and Oxfordshire","500","480","33420","32120"
"In post","2022","HM Prison and Probation Service","40-49","Cheshire","260","250","32030","31650"
"In post","2022","HM Prison and Probation Service","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","40-49","Cumbria","80","70","30110","28200"
"In post","2022","HM Prison and Probation Service","40-49","Derbyshire and Nottinghamshire","580","540","31620","28550"
"In post","2022","HM Prison and Probation Service","40-49","Devon","250","240","29840","27470"
"In post","2022","HM Prison and Probation Service","40-49","Dorset and Somerset","270","260","30670","29260"
"In post","2022","HM Prison and Probation Service","40-49","East Anglia","880","830","31740","31090"
"In post","2022","HM Prison and Probation Service","40-49","East Wales","410","400","33100","30450"
"In post","2022","HM Prison and Probation Service","40-49","East Yorkshire and Northern Lincolnshire","430","410","30940","30210"
"In post","2022","HM Prison and Probation Service","40-49","Essex","200","190","32620","29950"
"In post","2022","HM Prison and Probation Service","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","400","370","31360","30120"
"In post","2022","HM Prison and Probation Service","40-49","Greater Manchester","580","550","32000","30210"
"In post","2022","HM Prison and Probation Service","40-49","Hampshire and Isle of Wight","280","260","30550","28200"
"In post","2022","HM Prison and Probation Service","40-49","Herefordshire, Worcestershire and Warwickshire","350","330","32200","31650"
"In post","2022","HM Prison and Probation Service","40-49","Inner London - East","400","390","36970","35900"
"In post","2022","HM Prison and Probation Service","40-49","Inner London - West","450","440","43610","37040"
"In post","2022","HM Prison and Probation Service","40-49","Kent","470","450","32200","31650"
"In post","2022","HM Prison and Probation Service","40-49","Lancashire","580","560","32140","31610"
"In post","2022","HM Prison and Probation Service","40-49","Leicestershire, Rutland and Northamptonshire","450","420","31530","30140"
"In post","2022","HM Prison and Probation Service","40-49","Lincolnshire","180","170","30900","28010"
"In post","2022","HM Prison and Probation Service","40-49","Merseyside","330","320","31950","30730"
"In post","2022","HM Prison and Probation Service","40-49","North Yorkshire","70","60","32190","32690"
"In post","2022","HM Prison and Probation Service","40-49","Northumberland, and Tyne and Wear","150","130","31640","31420"
"In post","2022","HM Prison and Probation Service","40-49","Outer London - East and North East","250","250","33880","33490"
"In post","2022","HM Prison and Probation Service","40-49","Outer London - South","210","200","40110","35310"
"In post","2022","HM Prison and Probation Service","40-49","Outer London - West and North West","230","220","35290","35310"
"In post","2022","HM Prison and Probation Service","40-49","Shropshire and Staffordshire","550","520","31610","31300"
"In post","2022","HM Prison and Probation Service","40-49","South Yorkshire","330","310","31340","28200"
"In post","2022","HM Prison and Probation Service","40-49","Surrey, East and West Sussex","510","480","33940","32280"
"In post","2022","HM Prison and Probation Service","40-49","Tees Valley and Durham","730","700","31350","31030"
"In post","2022","HM Prison and Probation Service","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","40-49","West Midlands","410","380","31490","28580"
"In post","2022","HM Prison and Probation Service","40-49","West Wales and The Valleys","280","260","31090","28550"
"In post","2022","HM Prison and Probation Service","40-49","West Yorkshire","710","680","32030","31610"
"In post","2022","HM Prison and Probation Service","50-59","Bedfordshire and Hertfordshire","230","220","32360","30700"
"In post","2022","HM Prison and Probation Service","50-59","Berkshire, Buckinghamshire and Oxfordshire","560","540","33290","32740"
"In post","2022","HM Prison and Probation Service","50-59","Cheshire","330","310","31000","31650"
"In post","2022","HM Prison and Probation Service","50-59","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2022","HM Prison and Probation Service","50-59","Cumbria","130","120","30800","28690"
"In post","2022","HM Prison and Probation Service","50-59","Derbyshire and Nottinghamshire","670","620","30670","28200"
"In post","2022","HM Prison and Probation Service","50-59","Devon","370","350","32750","31650"
"In post","2022","HM Prison and Probation Service","50-59","Dorset and Somerset","340","320","30840","28200"
"In post","2022","HM Prison and Probation Service","50-59","East Anglia","1020","970","31110","31250"
"In post","2022","HM Prison and Probation Service","50-59","East Wales","440","410","32340","31180"
"In post","2022","HM Prison and Probation Service","50-59","East Yorkshire and Northern Lincolnshire","570","540","30970","31650"
"In post","2022","HM Prison and Probation Service","50-59","Essex","160","160","32330","29720"
"In post","2022","HM Prison and Probation Service","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","450","430","32260","31180"
"In post","2022","HM Prison and Probation Service","50-59","Greater Manchester","680","650","32000","31650"
"In post","2022","HM Prison and Probation Service","50-59","Hampshire and Isle of Wight","410","380","31000","31420"
"In post","2022","HM Prison and Probation Service","50-59","Herefordshire, Worcestershire and Warwickshire","430","410","31530","31650"
"In post","2022","HM Prison and Probation Service","50-59","Inner London - East","450","440","37740","35900"
"In post","2022","HM Prison and Probation Service","50-59","Inner London - West","480","460","42080","35900"
"In post","2022","HM Prison and Probation Service","50-59","Kent","690","660","31770","31650"
"In post","2022","HM Prison and Probation Service","50-59","Lancashire","740","680","32200","31650"
"In post","2022","HM Prison and Probation Service","50-59","Leicestershire, Rutland and Northamptonshire","470","450","32190","31650"
"In post","2022","HM Prison and Probation Service","50-59","Lincolnshire","260","240","30990","30140"
"In post","2022","HM Prison and Probation Service","50-59","Merseyside","340","320","30790","28640"
"In post","2022","HM Prison and Probation Service","50-59","North Yorkshire","100","90","33460","31540"
"In post","2022","HM Prison and Probation Service","50-59","Northumberland, and Tyne and Wear","160","150","32380","28200"
"In post","2022","HM Prison and Probation Service","50-59","Outer London - East and North East","330","320","34650","34750"
"In post","2022","HM Prison and Probation Service","50-59","Outer London - South","290","280","38990","33700"
"In post","2022","HM Prison and Probation Service","50-59","Outer London - West and North West","230","220","35330","34100"
"In post","2022","HM Prison and Probation Service","50-59","Shropshire and Staffordshire","750","710","32220","31650"
"In post","2022","HM Prison and Probation Service","50-59","South Yorkshire","460","430","32340","31650"
