"Status","Year","Ethnicity","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Nottingham","East Midlands (England)","480","450","30720","27570"
"In post","2021","Asian","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","150","150","46340","41410"
"In post","2021","Asian","Oxfordshire","South East (England)","90","80","32960","27570"
"In post","2021","Asian","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Peterborough","East of England","230","180","23580","21430"
"In post","2021","Asian","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Portsmouth","South East (England)","60","60","28510","26930"
"In post","2021","Asian","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Redbridge and Waltham Forest","London","390","340","28870","30780"
"In post","2021","Asian","Sandwell","West Midlands (England)","90","90","26350","27570"
"In post","2021","Asian","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Sefton","North West (England)","60","50","33430","27570"
"In post","2021","Asian","Sheffield","Yorkshire and The Humber","390","360","28040","24890"
"In post","2021","Asian","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Solihull","West Midlands (England)","270","250","26770","25310"
"In post","2021","Asian","Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Hampshire","South East (England)","80","70","28740","23780"
"In post","2021","Asian","South Lanarkshire","Scotland","50","40","[c]","[c]"
"In post","2021","Asian","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southampton","South East (England)","60","50","34670","27570"
"In post","2021","Asian","Southend-on-Sea","East of England","40","40","[c]","[c]"
"In post","2021","Asian","Staffordshire CC","West Midlands (England)","150","140","32080","27570"
"In post","2021","Asian","Stoke-on-Trent","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Asian","Suffolk","East of England","50","40","[c]","[c]"
"In post","2021","Asian","Sunderland","North East (England)","40","30","[c]","[c]"
"In post","2021","Asian","Swansea","Wales","70","60","28870","21590"
"In post","2021","Asian","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Telford and Wrekin","West Midlands (England)","90","90","35200","27570"
"In post","2021","Asian","Thurrock","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tower Hamlets","London","1140","1090","40940","35940"
"In post","2021","Asian","Tyneside","North East (England)","250","230","28730","25190"
"In post","2021","Asian","Unknown","Unknown","170","150","29630","27570"
"In post","2021","Asian","Wakefield","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Asian","Walsall","West Midlands (England)","110","100","24580","21010"
"In post","2021","Asian","Wandsworth","London","90","80","30230","31060"
"In post","2021","Asian","Warrington","North West (England)","40","40","[c]","[c]"
"In post","2021","Asian","Warwickshire","West Midlands (England)","140","120","25720","23840"
"In post","2021","Asian","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Essex","East of England","70","60","37820","29290"
"In post","2021","Asian","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Northamptonshire","East Midlands (England)","70","60","26570","24440"
"In post","2021","Asian","West Surrey","South East (England)","150","140","30640","29290"
"In post","2021","Asian","West Sussex (North East)","South East (England)","80","70","28030","27390"
"In post","2021","Asian","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Westminster","London","5220","5060","42570","38160"
"In post","2021","Asian","Wiltshire","South West (England)","120","110","36220","33000"
"In post","2021","Asian","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wolverhampton","West Midlands (England)","160","150","24590","23970"
"In post","2021","Asian","Worcestershire","West Midlands (England)","60","50","27980","25790"
"In post","2021","Asian","York","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Black","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Angus and Dundee City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Barking & Dagenham and Havering","London","100","90","31020","31060"
"In post","2021","Black","Barnet","London","210","200","34320","31060"
"In post","2021","Black","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","270","260","33950","33000"
"In post","2021","Black","Bedford","East of England","30","30","[c]","[c]"
"In post","2021","Black","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire","South East (England)","90","80","32390","29290"
"In post","2021","Black","Bexley and Greenwich","London","260","260","31000","31060"
"In post","2021","Black","Birmingham","West Midlands (England)","760","710","28440","26120"
"In post","2021","Black","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bradford","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Black","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brent","London","130","130","29690","31060"
"In post","2021","Black","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bristol, City of","South West (England)","130","120","30580","27570"
"In post","2021","Black","Bromley","London","100","100","29760","31060"
"In post","2021","Black","Buckinghamshire CC","South East (England)","50","50","29180","27570"
"In post","2021","Black","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cambridgeshire CC","East of England","50","40","[c]","[c]"
"In post","2021","Black","Camden and City of London","London","460","440","30330","28780"
"In post","2021","Black","Cardiff and Vale of Glamorgan","Wales","100","100","27870","25560"
"In post","2021","Black","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Central Hampshire","South East (England)","50","50","[c]","[c]"
"In post","2021","Black","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","City of Edinburgh","Scotland","70","70","35030","31230"
"In post","2021","Black","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Coventry","West Midlands (England)","80","70","33420","30200"
"In post","2021","Black","Croydon","London","1390","1320","33390","29630"
"In post","2021","Black","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derby","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Black","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dudley","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Black","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ealing","London","90","90","31230","31060"
"In post","2021","Black","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Kent","South East (England)","40","40","[c]","[c]"
"In post","2021","Black","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Surrey","South East (England)","90","90","32120","33570"
"In post","2021","Black","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Enfield","London","100","100","30350","31060"
"In post","2021","Black","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex Thames Gateway","East of England","70","70","26680","24180"
"In post","2021","Black","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Glasgow City","Scotland","90","90","29140","27570"
"In post","2021","Black","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester North East","North West (England)","40","30","[c]","[c]"
"In post","2021","Black","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester South East","North West (England)","30","30","[c]","[c]"
"In post","2021","Black","Greater Manchester South West","North West (England)","170","160","27300","25560"
"In post","2021","Black","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hackney and Newham","London","570","540","30180","31060"
"In post","2021","Black","Haringey and Islington","London","390","370","30650","31060"
"In post","2021","Black","Harrow and Hillingdon","London","270","250","30100","29170"
"In post","2021","Black","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heart of Essex","East of England","40","40","[c]","[c]"
"In post","2021","Black","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hertfordshire","East of England","150","140","32870","29700"
"In post","2021","Black","Hounslow and Richmond upon Thames","London","170","170","31040","31060"
"In post","2021","Black","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kensington & Chelsea and Hammersmith & Fulham","London","210","200","31130","31060"
"In post","2021","Black","Kent Thames Gateway","South East (England)","60","60","30400","29290"
"In post","2021","Black","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lambeth","London","570","550","35810","31880"
"In post","2021","Black","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leeds","Yorkshire and The Humber","250","240","28890","27570"
"In post","2021","Black","Leicester","East Midlands (England)","80","70","26330","22850"
"In post","2021","Black","Leicestershire CC and Rutland","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Black","Lewisham and Southwark","London","410","400","30990","31060"
"In post","2021","Black","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Liverpool","North West (England)","70","70","28670","24890"
"In post","2021","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Luton","East of England","50","40","[c]","[c]"
"In post","2021","Black","Manchester","North West (England)","270","250","30140","27570"
"In post","2021","Black","Medway","South East (England)","50","50","31470","29290"
"In post","2021","Black","Merton, Kingston upon Thames and Sutton","London","90","90","30780","31060"
"In post","2021","Black","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Mid Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Milton Keynes","South East (England)","90","90","29200","27570"
"In post","2021","Black","Monmouthshire and Newport","Wales","50","40","[c]","[c]"
"In post","2021","Black","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Nottingham","East Midlands (England)","240","220","27240","25560"
"In post","2021","Black","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","70","70","41950","37500"
"In post","2021","Black","Oxfordshire","South East (England)","50","50","30390","27570"
"In post","2021","Black","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Peterborough","East of England","30","30","[c]","[c]"
"In post","2021","Black","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Redbridge and Waltham Forest","London","180","170","30340","31060"
"In post","2021","Black","Sandwell","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Black","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sefton","North West (England)","30","30","[c]","[c]"
"In post","2021","Black","Sheffield","Yorkshire and The Humber","130","130","27410","25000"
"In post","2021","Black","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Solihull","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Black","Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Hampshire","South East (England)","50","40","25950","23520"
"In post","2021","Black","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southend-on-Sea","East of England","30","30","[c]","[c]"
"In post","2021","Black","Staffordshire CC","West Midlands (England)","60","60","29250","27570"
"In post","2021","Black","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Suffolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Sunderland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swansea","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Thurrock","East of England","30","30","[c]","[c]"
"In post","2021","Black","Torbay","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tower Hamlets","London","590","580","38000","34430"
"In post","2021","Black","Tyneside","North East (England)","100","100","27650","25560"
"In post","2021","Black","Unknown","Unknown","60","60","30280","29870"
"In post","2021","Black","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wandsworth","London","230","220","31250","31060"
