"Status","Year","Ethnicity","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Scotland","40","40","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","140","130","30720","31060"
"In post","2021","Asian","Barnet","London","400","380","37740","32090"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","360","350","35790","33190"
"In post","2021","Asian","Bedford","East of England","80","70","27780","27570"
"In post","2021","Asian","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","South East (England)","300","280","30340","29290"
"In post","2021","Asian","Bexley and Greenwich","London","110","100","30500","31060"
"In post","2021","Asian","Birmingham","West Midlands (England)","2440","2260","27080","25560"
"In post","2021","Asian","Blackburn with Darwen","North West (England)","130","110","25510","27570"
"In post","2021","Asian","Blackpool","North West (England)","90","80","29550","27570"
"In post","2021","Asian","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","Yorkshire and The Humber","680","610","25130","21440"
"In post","2021","Asian","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","London","140","130","29920","31060"
"In post","2021","Asian","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","South West (England)","160","150","33640","27620"
"In post","2021","Asian","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","South East (England)","90","90","30820","27570"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Yorkshire and The Humber","140","130","26460","27570"
"In post","2021","Asian","Cambridgeshire CC","East of England","80","80","35750","29510"
"In post","2021","Asian","Camden and City of London","London","580","540","33280","29570"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Wales","240","220","29530","25560"
"In post","2021","Asian","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","South East (England)","50","50","33840","29670"
"In post","2021","Asian","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Scotland","130","120","34410","30650"
"In post","2021","Asian","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","West Midlands (England)","420","400","33600","29730"
"In post","2021","Asian","Croydon","London","1610","1500","34290","29570"
"In post","2021","Asian","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","East Midlands (England)","110","90","25500","22570"
"In post","2021","Asian","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","South West (England)","30","30","[c]","[c]"
"In post","2021","Asian","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","West Midlands (England)","90","80","24040","21010"
"In post","2021","Asian","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","North East (England)","50","40","25090","21430"
"In post","2021","Asian","Ealing","London","190","180","31380","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","South East (England)","40","40","[c]","[c]"
"In post","2021","Asian","East Lancashire","North West (England)","70","60","24680","27570"
"In post","2021","Asian","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","South East (England)","40","40","[c]","[c]"
"In post","2021","Asian","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","London","70","60","30170","31060"
"In post","2021","Asian","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","East of England","40","40","[c]","[c]"
"In post","2021","Asian","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","Scotland","200","180","28810","25390"
"In post","2021","Asian","Gloucestershire","South West (England)","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","North West (England)","120","110","27460","27570"
"In post","2021","Asian","Greater Manchester North West","North West (England)","80","70","24510","24700"
"In post","2021","Asian","Greater Manchester South East","North West (England)","90","80","24280","21130"
"In post","2021","Asian","Greater Manchester South West","North West (England)","460","430","28540","25560"
"In post","2021","Asian","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","London","690","620","31410","31060"
"In post","2021","Asian","Haringey and Islington","London","160","140","29000","31060"
"In post","2021","Asian","Harrow and Hillingdon","London","1240","1130","29850","29080"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","East of England","30","30","[c]","[c]"
"In post","2021","Asian","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hertfordshire","East of England","340","320","33550","30090"
"In post","2021","Asian","Hounslow and Richmond upon Thames","London","660","600","29820","29080"
"In post","2021","Asian","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","110","110","33010","31060"
"In post","2021","Asian","Kent Thames Gateway","South East (England)","50","40","[c]","[c]"
"In post","2021","Asian","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lambeth","London","380","360","41070","34950"
"In post","2021","Asian","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leeds","Yorkshire and The Humber","940","880","29860","27570"
"In post","2021","Asian","Leicester","East Midlands (England)","820","730","24850","21440"
"In post","2021","Asian","Leicestershire CC and Rutland","East Midlands (England)","120","110","26330","24890"
"In post","2021","Asian","Lewisham and Southwark","London","150","140","31980","30890"
"In post","2021","Asian","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Liverpool","North West (England)","90","90","35400","25040"
"In post","2021","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Luton","East of England","120","100","25330","25260"
"In post","2021","Asian","Manchester","North West (England)","630","600","30570","27570"
"In post","2021","Asian","Medway","South East (England)","40","40","[c]","[c]"
"In post","2021","Asian","Merton, Kingston upon Thames and Sutton","London","80","70","30150","31060"
"In post","2021","Asian","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Mid Lancashire","North West (England)","650","580","23710","21010"
"In post","2021","Asian","Milton Keynes","South East (England)","120","110","29690","27290"
"In post","2021","Asian","Monmouthshire and Newport","Wales","90","80","33520","29890"
"In post","2021","Asian","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Hampshire","South East (England)","50","50","25970","24090"
"In post","2021","Asian","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
