"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","South West (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Department for Work and Pensions","100","80","25000","26360"
"Leaver CS","2022","South West (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Ministry of Defence","180","160","35090","33050"
"Leaver CS","2022","South West (England)","Declared disabled","Ministry of Justice","80","70","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","120","110","35020","35640"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","80","70","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department for Work and Pensions","370","320","25980","27570"
"Leaver CS","2022","South West (England)","Declared non-disabled","Department of Health and Social Care","170","160","32810","28590"
"Leaver CS","2022","South West (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","HM Land Registry","70","50","35050","33840"
"Leaver CS","2022","South West (England)","Declared non-disabled","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Ministry of Defence","1200","1140","34880","33000"
"Leaver CS","2022","South West (England)","Declared non-disabled","Ministry of Justice","480","430","24180","20970"
"Leaver CS","2022","South West (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Ministry of Defence","110","100","34370","33400"
"Leaver CS","2022","South West (England)","Undeclared","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Department for Work and Pensions","60","50","24460","26840"
"Leaver CS","2022","South West (England)","Unknown","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Ministry of Defence","280","270","30670","28680"
"Leaver CS","2022","South West (England)","Unknown","Ministry of Justice","150","140","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Transport","260","210","25000","21840"
"Leaver CS","2022","Unknown","Declared non-disabled","Department for Work and Pensions","60","60","30290","27570"
"Leaver CS","2022","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Transport","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Cabinet Office","60","60","52930","49700"
"Leaver CS","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department for Transport","90","80","22640","21590"
"Leaver CS","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Ministry of Defence","240","240","35970","33420"
"Leaver CS","2022","Unknown","Unknown","Ministry of Justice","180","160","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Department for Work and Pensions","90","70","26570","27570"
"Leaver CS","2022","Wales","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
