"Status","Year","Region_ITL3","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","60","60","36240","35970"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","50","50","27670","26330"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Operational Delivery","1500","1380","28350","26800"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Other","90","80","24390","21830"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Property","80","70","24980","19010"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Psychology","50","50","33910","30810"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Operational Delivery","1200","1150","32840","31060"
"In post","2022","Lewisham and Southwark","Inner London - East","Other","60","60","30660","31060"
"In post","2022","Lewisham and Southwark","Inner London - East","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Digital, Data and Technology","50","50","29360","26670"
"In post","2022","Lincolnshire CC","Lincolnshire","Finance","110","110","29810","26670"
"In post","2022","Lincolnshire CC","Lincolnshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Human Resources","40","40","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Medicine","50","50","46980","39030"
"In post","2022","Lincolnshire CC","Lincolnshire","Operational Delivery","1630","1510","27810","27520"
"In post","2022","Lincolnshire CC","Lincolnshire","Other","550","530","24270","21170"
"In post","2022","Lincolnshire CC","Lincolnshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Project Delivery","50","40","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Property","60","60","29970","26670"
"In post","2022","Lincolnshire CC","Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Science and Engineering","180","180","35020","33740"
"In post","2022","Lincolnshire CC","Lincolnshire","Security","70","70","22390","20370"
"In post","2022","Lincolnshire CC","Lincolnshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","Lincolnshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Operational Delivery","110","100","27620","25260"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Other","150","140","23530","22580"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Property","40","40","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Security","70","70","23360","20560"
"In post","2022","Lisburn and Castlereagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Commercial","190","190","35750","33910"
"In post","2022","Liverpool","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Counter Fraud","130","120","28310","27570"
"In post","2022","Liverpool","Merseyside","Digital, Data and Technology","240","240","38660","33980"
"In post","2022","Liverpool","Merseyside","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Finance","200","190","35650","33000"
"In post","2022","Liverpool","Merseyside","Human Resources","190","180","37100","31470"
"In post","2022","Liverpool","Merseyside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Intelligence Analysis","90","80","28060","26160"
"In post","2022","Liverpool","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Legal","210","200","47610","48080"
"In post","2022","Liverpool","Merseyside","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Operational Delivery","8060","7390","26300","24890"
"In post","2022","Liverpool","Merseyside","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Other","350","330","28050","25310"
"In post","2022","Liverpool","Merseyside","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Policy","160","150","41660","37450"
"In post","2022","Liverpool","Merseyside","Project Delivery","510","500","43540","40520"
"In post","2022","Liverpool","Merseyside","Property","40","40","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Security","50","50","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Statistics","40","40","[c]","[c]"
"In post","2022","Liverpool","Merseyside","Tax","1440","1370","31800","26820"
"In post","2022","Liverpool","Merseyside","Unknown","450","440","34800","33080"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Operational Delivery","70","60","27090","27570"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","Unknown","250","230","30410","28980"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Operational Delivery","520","470","27160","27370"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Luton","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Commercial","150","150","38890","36500"
"In post","2022","Manchester","Greater Manchester","Communications","90","90","34440","30370"
"In post","2022","Manchester","Greater Manchester","Counter Fraud","110","100","34350","34050"
"In post","2022","Manchester","Greater Manchester","Digital, Data and Technology","880","860","44050","39000"
"In post","2022","Manchester","Greater Manchester","Economics","50","50","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Finance","350","330","40630","36500"
"In post","2022","Manchester","Greater Manchester","Human Resources","210","200","39670","34830"
"In post","2022","Manchester","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Intelligence Analysis","180","180","28450","26120"
"In post","2022","Manchester","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","International Trade","40","40","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Legal","330","300","46130","48080"
"In post","2022","Manchester","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Operational Delivery","4660","4370","28730","26820"
"In post","2022","Manchester","Greater Manchester","Operational Research","60","50","44590","40520"
"In post","2022","Manchester","Greater Manchester","Other","200","200","28980","27570"
"In post","2022","Manchester","Greater Manchester","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Policy","630","620","40400","36500"
"In post","2022","Manchester","Greater Manchester","Project Delivery","240","230","43110","40180"
"In post","2022","Manchester","Greater Manchester","Property","240","240","38970","34000"
"In post","2022","Manchester","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Science and Engineering","140","130","35040","32310"
"In post","2022","Manchester","Greater Manchester","Security","60","60","44120","37290"
"In post","2022","Manchester","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Greater Manchester","Statistics","100","90","38440","33370"
"In post","2022","Manchester","Greater Manchester","Tax","690","670","35360","33370"
"In post","2022","Manchester","Greater Manchester","Unknown","390","390","38530","33370"
"In post","2022","Manchester","Greater Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Operational Delivery","1210","1150","30840","29290"
"In post","2022","Medway","Kent","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Other","70","70","26120","23290"
"In post","2022","Medway","Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Operational Delivery","580","550","32220","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Other","30","30","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Property","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Operational Delivery","810","760","29850","29290"
"In post","2022","Mid Kent","Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Counter Fraud","60","60","27810","27570"
"In post","2022","Mid Lancashire","Lancashire","Digital, Data and Technology","60","60","37320","33370"
"In post","2022","Mid Lancashire","Lancashire","Finance","50","50","35910","33370"
"In post","2022","Mid Lancashire","Lancashire","Human Resources","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Legal","130","120","49590","51470"
"In post","2022","Mid Lancashire","Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Operational Delivery","4350","3880","26340","23840"
"In post","2022","Mid Lancashire","Lancashire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Other","170","160","26940","21830"
"In post","2022","Mid Lancashire","Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Policy","60","60","43870","40520"
"In post","2022","Mid Lancashire","Lancashire","Project Delivery","230","220","42460","40520"
"In post","2022","Mid Lancashire","Lancashire","Property","70","70","36020","32890"
"In post","2022","Mid Lancashire","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Security","40","40","[c]","[c]"
"In post","2022","Mid Lancashire","Lancashire","Tax","130","110","30050","21250"
"In post","2022","Mid Lancashire","Lancashire","Unknown","120","110","26050","21250"
"In post","2022","Mid Lancashire","Lancashire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Commercial","70","70","43590","41580"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","110","110","44180","41610"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Finance","70","70","39790","33260"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","50","50","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Legal","60","40","47730","53430"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","1180","1120","28500","27570"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Other","30","30","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","60","60","36310","31450"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Property","190","190","36630","34140"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Security","220","210","34770","33390"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Unknown","130","120","32560","26820"
"In post","2022","Monmouthshire and Newport","East Wales","Commercial","100","100","36730","31470"
"In post","2022","Monmouthshire and Newport","East Wales","Communications","70","70","37840","36840"
"In post","2022","Monmouthshire and Newport","East Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","East Wales","Digital, Data and Technology","690","670","43030","40140"
"In post","2022","Monmouthshire and Newport","East Wales","Economics","130","130","33890","30710"
"In post","2022","Monmouthshire and Newport","East Wales","Finance","80","70","37530","30820"
"In post","2022","Monmouthshire and Newport","East Wales","Geography","[c]","[c]","[c]","[c]"
