"Status","Year","Ethnicity","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","London","180","170","35770","34320"
"New entrant CS","2021","Mixed","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","London","80","80","30310","31060"
"New entrant CS","2021","Other ethnicity","EO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","London","50","50","36350","35470"
"New entrant CS","2021","Other ethnicity","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","London","90","90","21220","19340"
"New entrant CS","2021","Undeclared","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","North West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","London","110","110","29520","31060"
"New entrant CS","2021","Undeclared","EO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","South West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","London","50","50","58960","57000"
"New entrant CS","2021","Undeclared","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","London","110","110","35750","34550"
"New entrant CS","2021","Undeclared","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","East Midlands (England)","330","310","20500","20140"
"New entrant CS","2021","Unknown","AA/AO","East of England","340","330","22340","21430"
"New entrant CS","2021","Unknown","AA/AO","London","920","910","24280","22680"
"New entrant CS","2021","Unknown","AA/AO","North East (England)","610","590","20500","20140"
"New entrant CS","2021","Unknown","AA/AO","North West (England)","950","930","20680","20140"
"New entrant CS","2021","Unknown","AA/AO","Northern Ireland","120","110","20200","20140"
"New entrant CS","2021","Unknown","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Scotland","980","950","20840","20140"
"New entrant CS","2021","Unknown","AA/AO","South East (England)","700","670","22970","21430"
"New entrant CS","2021","Unknown","AA/AO","South West (England)","350","340","21200","20920"
"New entrant CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Wales","570","530","20440","20140"
"New entrant CS","2021","Unknown","AA/AO","West Midlands (England)","470","460","20560","20140"
"New entrant CS","2021","Unknown","AA/AO","Yorkshire and The Humber","740","720","20980","20600"
"New entrant CS","2021","Unknown","EO","East Midlands (England)","210","200","25960","25560"
"New entrant CS","2021","Unknown","EO","East of England","170","170","26830","27570"
"New entrant CS","2021","Unknown","EO","London","1100","1090","28720","28650"
"New entrant CS","2021","Unknown","EO","North East (England)","290","290","25760","25560"
"New entrant CS","2021","Unknown","EO","North West (England)","440","430","25950","25560"
"New entrant CS","2021","Unknown","EO","Northern Ireland","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Scotland","290","280","25940","26160"
"New entrant CS","2021","Unknown","EO","South East (England)","360","350","26680","27570"
"New entrant CS","2021","Unknown","EO","South West (England)","280","270","24790","26940"
"New entrant CS","2021","Unknown","EO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Wales","200","200","24980","23320"
"New entrant CS","2021","Unknown","EO","West Midlands (England)","200","190","25680","25560"
"New entrant CS","2021","Unknown","EO","Yorkshire and The Humber","330","320","25750","25560"
"New entrant CS","2021","Unknown","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","London","610","600","60250","57430"
"New entrant CS","2021","Unknown","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","North West (England)","80","70","56290","52790"
"New entrant CS","2021","Unknown","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Scotland","140","140","55670","48930"
"New entrant CS","2021","Unknown","G6/G7","South East (England)","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","South West (England)","60","50","60030","55000"
"New entrant CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Wales","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Yorkshire and The Humber","120","120","54730","49860"
"New entrant CS","2021","Unknown","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","London","180","170","88260","74000"
"New entrant CS","2021","Unknown","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","East Midlands (England)","70","70","33170","31810"
"New entrant CS","2021","Unknown","SEO/HEO","East of England","60","50","32910","31810"
"New entrant CS","2021","Unknown","SEO/HEO","London","1730","1710","34530","33570"
"New entrant CS","2021","Unknown","SEO/HEO","North East (England)","90","90","33120","31810"
"New entrant CS","2021","Unknown","SEO/HEO","North West (England)","240","240","33280","31810"
"New entrant CS","2021","Unknown","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Scotland","320","310","34710","32140"
"New entrant CS","2021","Unknown","SEO/HEO","South East (England)","130","120","33100","32000"
"New entrant CS","2021","Unknown","SEO/HEO","South West (England)","200","190","35000","35340"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","110","110","29700","28000"
"New entrant CS","2021","Unknown","SEO/HEO","Wales","150","150","33080","30950"
"New entrant CS","2021","Unknown","SEO/HEO","West Midlands (England)","140","130","34590","31920"
"New entrant CS","2021","Unknown","SEO/HEO","Yorkshire and The Humber","270","260","32280","30990"
"New entrant CS","2021","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","East of England","60","50","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","70","70","25550","26810"
"New entrant CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North West (England)","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South East (England)","60","50","22900","22920"
"New entrant CS","2021","Unknown","Unknown","South West (England)","60","60","24630","22920"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","320","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","West Midlands (England)","30","20","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Yorkshire and The Humber","40","30","[c]","[c]"
"New entrant CS","2021","White","AA/AO","East Midlands (England)","550","540","21090","21010"
"New entrant CS","2021","White","AA/AO","East of England","710","700","22550","21500"
"New entrant CS","2021","White","AA/AO","London","700","690","24180","24220"
"New entrant CS","2021","White","AA/AO","North East (England)","1160","1150","20970","21010"
"New entrant CS","2021","White","AA/AO","North West (England)","1640","1620","20940","21010"
"New entrant CS","2021","White","AA/AO","Northern Ireland","100","90","20220","20140"
"New entrant CS","2021","White","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Scotland","1140","1110","20760","20760"
"New entrant CS","2021","White","AA/AO","South East (England)","1270","1240","22880","21010"
"New entrant CS","2021","White","AA/AO","South West (England)","1150","1110","21010","21010"
"New entrant CS","2021","White","AA/AO","Unknown","60","60","21370","21010"
"New entrant CS","2021","White","AA/AO","Wales","870","840","20640","21010"
"New entrant CS","2021","White","AA/AO","West Midlands (England)","630","610","21200","21010"
"New entrant CS","2021","White","AA/AO","Yorkshire and The Humber","830","810","21090","21010"
"New entrant CS","2021","White","EO","East Midlands (England)","540","530","27110","27570"
"New entrant CS","2021","White","EO","East of England","770","750","27940","27570"
"New entrant CS","2021","White","EO","London","1680","1640","29230","29570"
"New entrant CS","2021","White","EO","North East (England)","540","530","26580","27570"
"New entrant CS","2021","White","EO","North West (England)","1170","1150","27280","27570"
"New entrant CS","2021","White","EO","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2021","White","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","EO","Scotland","780","770","26820","27570"
"New entrant CS","2021","White","EO","South East (England)","1500","1460","27820","27570"
"New entrant CS","2021","White","EO","South West (England)","1150","1110","26400","27570"
"New entrant CS","2021","White","EO","Unknown","130","130","27530","27570"
"New entrant CS","2021","White","EO","Wales","450","450","26580","27570"
"New entrant CS","2021","White","EO","West Midlands (England)","660","640","27120","27570"
"New entrant CS","2021","White","EO","Yorkshire and The Humber","890","870","27000","27570"
"New entrant CS","2021","White","G6/G7","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","White","G6/G7","East of England","40","40","[c]","[c]"
"New entrant CS","2021","White","G6/G7","London","890","860","57940","54890"
"New entrant CS","2021","White","G6/G7","North East (England)","60","60","53410","50750"
"New entrant CS","2021","White","G6/G7","North West (England)","180","170","55690","54370"
"New entrant CS","2021","White","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Scotland","120","120","56150","54180"
"New entrant CS","2021","White","G6/G7","South East (England)","120","110","56690","53500"
"New entrant CS","2021","White","G6/G7","South West (England)","190","190","56120","54000"
"New entrant CS","2021","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Wales","80","80","55040","51880"
"New entrant CS","2021","White","G6/G7","West Midlands (England)","100","90","57020","53410"
"New entrant CS","2021","White","G6/G7","Yorkshire and The Humber","140","140","57020","54000"
"New entrant CS","2021","White","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","London","120","110","96050","89920"
"New entrant CS","2021","White","SCS","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","East Midlands (England)","170","170","34950","33000"
"New entrant CS","2021","White","SEO/HEO","East of England","180","170","34330","33000"
"New entrant CS","2021","White","SEO/HEO","London","2410","2360","35870","34550"
"New entrant CS","2021","White","SEO/HEO","North East (England)","200","190","33850","31990"
"New entrant CS","2021","White","SEO/HEO","North West (England)","450","430","34200","33000"
"New entrant CS","2021","White","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
