"Status","Year","Organisation","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Water Services Regulation Authority","White","EO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","White","G6/G7","60","60","81780","76990"
"In post","2022","Water Services Regulation Authority","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","White","SEO/HEO","100","90","47990","46850"
"In post","2022","Welsh Government (excl. agencies)","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Asian","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","EO","50","40","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","G6/G7","50","50","62650","61440"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Undeclared","SEO/HEO","110","110","42290","41980"
"In post","2022","Welsh Government (excl. agencies)","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Unknown","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","White","AA/AO","770","710","24280","24630"
"In post","2022","Welsh Government (excl. agencies)","White","EO","980","920","28870","29430"
"In post","2022","Welsh Government (excl. agencies)","White","G6/G7","990","940","62490","61440"
"In post","2022","Welsh Government (excl. agencies)","White","SCS","170","170","86980","78730"
"In post","2022","Welsh Government (excl. agencies)","White","SEO/HEO","2440","2310","41440","38160"
"In post","2022","Welsh Revenue Authority","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Welsh Revenue Authority","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","White","EO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","EO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Accountant in Bankruptcy","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Advisory, Conciliation and Arbitration Service","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","AA/AO","70","60","22290","21050"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Animal and Plant Health Agency","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Office","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","50","50","64410","60640"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","70","60","32500","32430"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","White","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
