"Status","Year","Region_ITL3","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Antrim and Newtownabbey","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Heterosexual / straight","Northern Ireland","200","190","27440","21920"
"In post","2022","Ards and North Down","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Unknown","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Heterosexual / straight","Outer London - East and North East","500","460","31950","31060"
"In post","2022","Barking & Dagenham and Havering","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Undeclared","Outer London - East and North East","40","40","[c]","[c]"
"In post","2022","Barking & Dagenham and Havering","Unknown","Outer London - East and North East","130","120","31070","31060"
"In post","2022","Barnet","Heterosexual / straight","Outer London - West and North West","1220","1140","37840","32330"
"In post","2022","Barnet","LGBO","Outer London - West and North West","70","70","39530","32330"
"In post","2022","Barnet","Undeclared","Outer London - West and North West","170","150","40280","33110"
"In post","2022","Barnet","Unknown","Outer London - West and North West","340","320","45800","38930"
"In post","2022","Barnsley, Doncaster and Rotherham","Heterosexual / straight","South Yorkshire","2200","1970","27940","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","LGBO","South Yorkshire","130","120","28760","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Undeclared","South Yorkshire","250","220","28920","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","Unknown","South Yorkshire","550","490","26390","25700"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","10710","10280","38260","35190"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","470","460","33560","31600"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","1440","1360","40410","39650"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1120","1070","35230","32370"
"In post","2022","Bedford","Heterosexual / straight","Bedfordshire and Hertfordshire","590","560","30850","28140"
"In post","2022","Bedford","LGBO","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2022","Bedford","Undeclared","Bedfordshire and Hertfordshire","80","80","32700","29530"
"In post","2022","Bedford","Unknown","Bedfordshire and Hertfordshire","150","130","29210","28140"
"In post","2022","Belfast","Heterosexual / straight","Northern Ireland","2000","1880","31870","28880"
"In post","2022","Belfast","LGBO","Northern Ireland","110","100","28930","26590"
"In post","2022","Belfast","Undeclared","Northern Ireland","150","140","31790","28920"
"In post","2022","Belfast","Unknown","Northern Ireland","880","830","27820","26590"
"In post","2022","Berkshire","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","1960","1870","34680","31020"
"In post","2022","Berkshire","LGBO","Berkshire, Buckinghamshire and Oxfordshire","100","100","33730","29290"
"In post","2022","Berkshire","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","270","260","35160","33330"
"In post","2022","Berkshire","Unknown","Berkshire, Buckinghamshire and Oxfordshire","600","560","33470","29290"
"In post","2022","Bexley and Greenwich","Heterosexual / straight","Outer London - East and North East","1190","1140","32620","31170"
"In post","2022","Bexley and Greenwich","LGBO","Outer London - East and North East","70","60","32550","31890"
"In post","2022","Bexley and Greenwich","Undeclared","Outer London - East and North East","140","130","33410","31880"
"In post","2022","Bexley and Greenwich","Unknown","Outer London - East and North East","400","380","30570","30460"
"In post","2022","Birmingham","Heterosexual / straight","West Midlands","8520","8020","32210","27570"
"In post","2022","Birmingham","LGBO","West Midlands","450","440","32100","27570"
"In post","2022","Birmingham","Undeclared","West Midlands","970","890","31940","27570"
"In post","2022","Birmingham","Unknown","West Midlands","3090","2870","30100","26820"
"In post","2022","Blackburn with Darwen","Heterosexual / straight","Lancashire","340","310","27620","27570"
"In post","2022","Blackburn with Darwen","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","Lancashire","100","90","25890","27570"
"In post","2022","Blackpool","Heterosexual / straight","Lancashire","3760","3480","30090","27570"
"In post","2022","Blackpool","LGBO","Lancashire","230","220","27570","27570"
"In post","2022","Blackpool","Undeclared","Lancashire","400","370","30170","27570"
"In post","2022","Blackpool","Unknown","Lancashire","1160","1050","29830","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","Dorset and Somerset","560","510","28130","27570"
"In post","2022","Bournemouth, Christchurch and Poole","LGBO","Dorset and Somerset","40","40","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Undeclared","Dorset and Somerset","80","70","27730","27470"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","Dorset and Somerset","110","90","27480","27570"
"In post","2022","Bradford","Heterosexual / straight","West Yorkshire","1680","1500","26750","25860"
"In post","2022","Bradford","LGBO","West Yorkshire","90","80","25550","23050"
"In post","2022","Bradford","Undeclared","West Yorkshire","200","170","26130","22080"
"In post","2022","Bradford","Unknown","West Yorkshire","800","690","24610","21680"
"In post","2022","Breckland and South Norfolk","Heterosexual / straight","East Anglia","390","360","29480","27120"
"In post","2022","Breckland and South Norfolk","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Undeclared","East Anglia","30","30","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Unknown","East Anglia","80","70","28280","26750"
"In post","2022","Brent","Heterosexual / straight","Outer London - West and North West","380","360","32240","31060"
"In post","2022","Brent","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Undeclared","Outer London - West and North West","70","70","34410","31060"
"In post","2022","Brent","Unknown","Outer London - West and North West","150","130","31970","30600"
"In post","2022","Bridgend and Neath Port Talbot","Heterosexual / straight","West Wales and The Valleys","580","520","28190","27570"
"In post","2022","Bridgend and Neath Port Talbot","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Undeclared","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","West Wales and The Valleys","140","120","26530","27570"
"In post","2022","Brighton and Hove","Heterosexual / straight","Surrey, East and West Sussex","450","410","33650","27570"
"In post","2022","Brighton and Hove","LGBO","Surrey, East and West Sussex","100","90","31950","27570"
"In post","2022","Brighton and Hove","Undeclared","Surrey, East and West Sussex","70","60","29940","27570"
"In post","2022","Brighton and Hove","Unknown","Surrey, East and West Sussex","110","100","31420","27570"
"In post","2022","Bristol, City of","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","4530","4240","35790","32010"
"In post","2022","Bristol, City of","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","370","360","34860","31860"
"In post","2022","Bristol, City of","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","600","560","35520","32180"
"In post","2022","Bristol, City of","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1240","1140","33270","27720"
"In post","2022","Bromley","Heterosexual / straight","Outer London - South","410","380","31760","31060"
"In post","2022","Bromley","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Bromley","Undeclared","Outer London - South","50","50","33410","31060"
"In post","2022","Bromley","Unknown","Outer London - South","80","70","32360","31060"
"In post","2022","Buckinghamshire","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","1280","1210","33510","30450"
"In post","2022","Buckinghamshire","LGBO","Berkshire, Buckinghamshire and Oxfordshire","70","70","31260","28140"
"In post","2022","Buckinghamshire","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","160","150","32460","32280"
"In post","2022","Buckinghamshire","Unknown","Berkshire, Buckinghamshire and Oxfordshire","190","170","32560","29530"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","Highlands and Islands","120","110","30400","27570"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","Highlands and Islands","70","60","29600","27570"
"In post","2022","Calderdale and Kirklees","Heterosexual / straight","West Yorkshire","750","680","28600","27570"
"In post","2022","Calderdale and Kirklees","LGBO","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Calderdale and Kirklees","Undeclared","West Yorkshire","100","90","27520","27570"
"In post","2022","Calderdale and Kirklees","Unknown","West Yorkshire","180","160","27650","27570"
"In post","2022","Cambridgeshire CC","Heterosexual / straight","East Anglia","2470","2350","33710","31550"
"In post","2022","Cambridgeshire CC","LGBO","East Anglia","120","110","30480","27570"
"In post","2022","Cambridgeshire CC","Undeclared","East Anglia","390","380","35070","33100"
"In post","2022","Cambridgeshire CC","Unknown","East Anglia","510","480","32050","29120"
"In post","2022","Camden and City of London","Heterosexual / straight","Inner London - West","1350","1290","38900","30320"
"In post","2022","Camden and City of London","LGBO","Inner London - West","90","80","41890","37510"
"In post","2022","Camden and City of London","Undeclared","Inner London - West","240","220","38090","31070"
"In post","2022","Camden and City of London","Unknown","Inner London - West","420","410","40150","31060"
"In post","2022","Cardiff and Vale of Glamorgan","Heterosexual / straight","East Wales","8230","7740","35610","30980"
"In post","2022","Cardiff and Vale of Glamorgan","LGBO","East Wales","620","610","33100","27570"
"In post","2022","Cardiff and Vale of Glamorgan","Undeclared","East Wales","970","900","37130","33080"
"In post","2022","Cardiff and Vale of Glamorgan","Unknown","East Wales","2120","1970","29380","26820"
"In post","2022","Causeway Coast and Glens","Heterosexual / straight","Northern Ireland","60","60","22590","20560"
"In post","2022","Causeway Coast and Glens","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Heterosexual / straight","Bedfordshire and Hertfordshire","340","330","31760","27640"
"In post","2022","Central Bedfordshire","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","Undeclared","Bedfordshire and Hertfordshire","60","50","32660","32280"
"In post","2022","Central Bedfordshire","Unknown","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2022","Central Hampshire","Heterosexual / straight","Hampshire and Isle of Wight","2450","2360","35090","33300"
"In post","2022","Central Hampshire","LGBO","Hampshire and Isle of Wight","130","130","32860","31350"
"In post","2022","Central Hampshire","Undeclared","Hampshire and Isle of Wight","340","330","34950","33300"
"In post","2022","Central Hampshire","Unknown","Hampshire and Isle of Wight","1420","1360","41410","38110"
"In post","2022","Central Valleys","Heterosexual / straight","West Wales and The Valleys","1920","1790","32580","27570"
"In post","2022","Central Valleys","LGBO","West Wales and The Valleys","120","120","30700","27570"
"In post","2022","Central Valleys","Undeclared","West Wales and The Valleys","220","200","32750","27570"
"In post","2022","Central Valleys","Unknown","West Wales and The Valleys","430","390","29100","27570"
"In post","2022","Cheshire East","Heterosexual / straight","Cheshire","810","760","30950","27570"
"In post","2022","Cheshire East","LGBO","Cheshire","80","70","31110","27570"
"In post","2022","Cheshire East","Undeclared","Cheshire","130","120","30520","27570"
"In post","2022","Cheshire East","Unknown","Cheshire","210","190","26990","25190"
"In post","2022","Cheshire West and Chester","Heterosexual / straight","Cheshire","370","340","28620","27570"
"In post","2022","Cheshire West and Chester","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","Undeclared","Cheshire","40","40","[c]","[c]"
"In post","2022","Cheshire West and Chester","Unknown","Cheshire","70","60","29630","27020"
"In post","2022","Chorley and West Lancashire","Heterosexual / straight","Lancashire","1000","920","30770","27570"
"In post","2022","Chorley and West Lancashire","LGBO","Lancashire","60","60","29230","27120"
"In post","2022","Chorley and West Lancashire","Undeclared","Lancashire","80","70","31670","27570"
"In post","2022","Chorley and West Lancashire","Unknown","Lancashire","290","270","28150","27120"
"In post","2022","City of Edinburgh","Heterosexual / straight","Eastern Scotland","8030","7700","40490","36130"
"In post","2022","City of Edinburgh","LGBO","Eastern Scotland","750","740","37220","33070"
"In post","2022","City of Edinburgh","Undeclared","Eastern Scotland","680","640","39610","35000"
"In post","2022","City of Edinburgh","Unknown","Eastern Scotland","4240","4010","36060","31540"
"In post","2022","Clackmannanshire and Fife","Heterosexual / straight","Eastern Scotland","800","740","31110","27570"
"In post","2022","Clackmannanshire and Fife","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Undeclared","Eastern Scotland","90","80","33730","32710"
"In post","2022","Clackmannanshire and Fife","Unknown","Eastern Scotland","420","380","29450","27230"
"In post","2022","Conwy and Denbighshire","Heterosexual / straight","West Wales and The Valleys","580","550","35380","29430"
"In post","2022","Conwy and Denbighshire","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Undeclared","West Wales and The Valleys","70","60","39940","38160"
"In post","2022","Conwy and Denbighshire","Unknown","West Wales and The Valleys","60","50","29220","27570"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","Cornwall and Isles of Scilly","1250","1150","28050","26840"
"In post","2022","Cornwall and Isles of Scilly","LGBO","Cornwall and Isles of Scilly","60","60","27430","27570"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","Cornwall and Isles of Scilly","180","160","28120","26930"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Cornwall and Isles of Scilly","280","250","26470","24090"
"In post","2022","Coventry","Heterosexual / straight","West Midlands","1730","1650","37170","33730"
"In post","2022","Coventry","LGBO","West Midlands","90","90","36030","31200"
"In post","2022","Coventry","Undeclared","West Midlands","180","170","35630","33840"
"In post","2022","Coventry","Unknown","West Midlands","560","520","37050","33840"
"In post","2022","Croydon","Heterosexual / straight","Outer London - South","7280","6930","39770","35200"
"In post","2022","Croydon","LGBO","Outer London - South","300","290","42360","37540"
"In post","2022","Croydon","Undeclared","Outer London - South","1070","1000","39540","35200"
"In post","2022","Croydon","Unknown","Outer London - South","1900","1840","38780","35050"
"In post","2022","Darlington","Heterosexual / straight","Tees Valley and Durham","1010","960","36900","32980"
"In post","2022","Darlington","LGBO","Tees Valley and Durham","70","70","35980","34550"
"In post","2022","Darlington","Undeclared","Tees Valley and Durham","100","90","38120","36500"
"In post","2022","Darlington","Unknown","Tees Valley and Durham","140","130","35940","30200"
"In post","2022","Derby","Heterosexual / straight","Derbyshire and Nottinghamshire","720","650","27690","26310"
"In post","2022","Derby","LGBO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Derby","Undeclared","Derbyshire and Nottinghamshire","100","80","28180","21440"
"In post","2022","Derby","Unknown","Derbyshire and Nottinghamshire","260","230","25670","23540"
"In post","2022","Derry City and Strabane","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Heterosexual / straight","Devon","4070","3750","33350","28980"
"In post","2022","Devon CC","LGBO","Devon","260","240","30500","27570"
"In post","2022","Devon CC","Undeclared","Devon","670","610","34940","32800"
"In post","2022","Devon CC","Unknown","Devon","690","600","26870","25000"
"In post","2022","Dorset","Heterosexual / straight","Dorset and Somerset","1550","1460","29990","27380"
"In post","2022","Dorset","LGBO","Dorset and Somerset","80","70","29690","27570"
"In post","2022","Dorset","Undeclared","Dorset and Somerset","210","190","30630","28010"
"In post","2022","Dorset","Unknown","Dorset and Somerset","370","340","28870","27130"
"In post","2022","Dudley","Heterosexual / straight","West Midlands","730","640","26110","27570"
"In post","2022","Dudley","LGBO","West Midlands","30","30","[c]","[c]"
"In post","2022","Dudley","Undeclared","West Midlands","100","90","25120","21260"
"In post","2022","Dudley","Unknown","West Midlands","240","200","24940","26120"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","Southern Scotland","280","260","30710","27570"
"In post","2022","Dumfries and Galloway","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","Southern Scotland","240","220","29880","27360"
"In post","2022","Durham","Heterosexual / straight","Tees Valley and Durham","3940","3560","28160","26120"
"In post","2022","Durham","LGBO","Tees Valley and Durham","200","190","28290","25700"
"In post","2022","Durham","Undeclared","Tees Valley and Durham","400","360","28420","26940"
"In post","2022","Durham","Unknown","Tees Valley and Durham","1170","1060","26720","24730"
"In post","2022","Ealing","Heterosexual / straight","Outer London - West and North West","320","300","33210","31060"
"In post","2022","Ealing","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","Outer London - West and North West","50","50","34380","31060"
"In post","2022","Ealing","Unknown","Outer London - West and North West","110","100","32000","31060"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","Southern Scotland","770","710","27440","27230"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","Southern Scotland","70","70","28490","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","Southern Scotland","170","150","25770","23780"
"In post","2022","East Cumbria","Heterosexual / straight","Cumbria","710","650","28790","25640"
"In post","2022","East Cumbria","LGBO","Cumbria","40","40","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","Cumbria","90","80","29090","25100"
"In post","2022","East Cumbria","Unknown","Cumbria","170","160","27820","24920"
"In post","2022","East Derbyshire","Heterosexual / straight","Derbyshire and Nottinghamshire","300","260","28380","27570"
"In post","2022","East Derbyshire","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","Derbyshire and Nottinghamshire","70","60","28400","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","West Central Scotland","1620","1540","31380","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","West Central Scotland","50","50","29610","27070"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","West Central Scotland","160","160","33060","31160"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","West Central Scotland","600","570","29650","27230"
"In post","2022","East Kent","Heterosexual / straight","Kent","3090","2880","28710","26840"
"In post","2022","East Kent","LGBO","Kent","160","150","28690","26840"
"In post","2022","East Kent","Undeclared","Kent","540","500","29470","27370"
"In post","2022","East Kent","Unknown","Kent","660","610","27890","24880"
"In post","2022","East Lancashire","Heterosexual / straight","Lancashire","370","340","27410","27570"
"In post","2022","East Lancashire","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","Lancashire","40","40","[c]","[c]"
"In post","2022","East Lancashire","Unknown","Lancashire","110","100","26780","27570"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","Eastern Scotland","80","80","30490","27570"
"In post","2022","East Lothian and Midlothian","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Heterosexual / straight","Merseyside","800","720","29130","27570"
"In post","2022","East Merseyside","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","Merseyside","90","80","29650","27570"
"In post","2022","East Merseyside","Unknown","Merseyside","230","200","26990","27570"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","1450","1370","29440","26930"
"In post","2022","East Riding of Yorkshire","LGBO","East Yorkshire and Northern Lincolnshire","70","60","27610","26930"
"In post","2022","East Riding of Yorkshire","Undeclared","East Yorkshire and Northern Lincolnshire","200","180","29660","27570"
"In post","2022","East Riding of Yorkshire","Unknown","East Yorkshire and Northern Lincolnshire","280","260","28690","26670"
"In post","2022","East Surrey","Heterosexual / straight","Surrey, East and West Sussex","720","680","34010","32950"
"In post","2022","East Surrey","LGBO","Surrey, East and West Sussex","60","60","33770","33840"
"In post","2022","East Surrey","Undeclared","Surrey, East and West Sussex","90","90","35290","34340"
"In post","2022","East Surrey","Unknown","Surrey, East and West Sussex","190","170","31700","31020"
"In post","2022","East Sussex CC","Heterosexual / straight","Surrey, East and West Sussex","1400","1270","27700","27570"
"In post","2022","East Sussex CC","LGBO","Surrey, East and West Sussex","110","110","26600","26730"
"In post","2022","East Sussex CC","Undeclared","Surrey, East and West Sussex","200","180","29290","27570"
"In post","2022","East Sussex CC","Unknown","Surrey, East and West Sussex","310","270","26390","26140"
"In post","2022","Enfield","Heterosexual / straight","Outer London - East and North East","220","200","32570","31060"
"In post","2022","Enfield","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Undeclared","Outer London - East and North East","40","40","[c]","[c]"
"In post","2022","Enfield","Unknown","Outer London - East and North East","80","70","30730","31060"
"In post","2022","Essex Haven Gateway","Heterosexual / straight","Essex","680","640","31830","29290"
"In post","2022","Essex Haven Gateway","LGBO","Essex","30","30","[c]","[c]"
"In post","2022","Essex Haven Gateway","Undeclared","Essex","100","90","32810","29290"
"In post","2022","Essex Haven Gateway","Unknown","Essex","140","130","30010","28200"
"In post","2022","Essex Thames Gateway","Heterosexual / straight","Essex","670","610","28270","29140"
"In post","2022","Essex Thames Gateway","LGBO","Essex","40","40","[c]","[c]"
"In post","2022","Essex Thames Gateway","Undeclared","Essex","70","60","26620","25110"
"In post","2022","Essex Thames Gateway","Unknown","Essex","190","160","27270","25110"
"In post","2022","Falkirk","Heterosexual / straight","Eastern Scotland","1060","930","28170","27570"
"In post","2022","Falkirk","LGBO","Eastern Scotland","60","50","27790","27570"
"In post","2022","Falkirk","Undeclared","Eastern Scotland","80","70","28830","27570"
"In post","2022","Falkirk","Unknown","Eastern Scotland","690","610","28770","27570"
"In post","2022","Fermanagh and Omagh","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Heterosexual / straight","East Wales","1410","1340","28660","26750"
"In post","2022","Flintshire and Wrexham","LGBO","East Wales","100","90","26790","24730"
"In post","2022","Flintshire and Wrexham","Undeclared","East Wales","410","390","29600","28430"
"In post","2022","Flintshire and Wrexham","Unknown","East Wales","340","310","27190","24900"
"In post","2022","Glasgow City","Heterosexual / straight","West Central Scotland","8520","8020","33720","28990"
"In post","2022","Glasgow City","LGBO","West Central Scotland","690","670","31910","27570"
"In post","2022","Glasgow City","Undeclared","West Central Scotland","900","830","31990","27570"
"In post","2022","Glasgow City","Unknown","West Central Scotland","3410","3190","32220","27570"
"In post","2022","Gloucestershire CC","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","1020","930","31110","27570"
"In post","2022","Gloucestershire CC","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","28700","27570"
"In post","2022","Gloucestershire CC","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","170","150","31180","27570"
"In post","2022","Gloucestershire CC","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","280","240","29310","27130"
"In post","2022","Greater Manchester North East","Heterosexual / straight","Greater Manchester","830","780","28850","27570"
"In post","2022","Greater Manchester North East","LGBO","Greater Manchester","60","60","29880","27570"
"In post","2022","Greater Manchester North East","Undeclared","Greater Manchester","120","110","27820","27570"
"In post","2022","Greater Manchester North East","Unknown","Greater Manchester","240","210","26590","26760"
"In post","2022","Greater Manchester North West","Heterosexual / straight","Greater Manchester","1450","1320","26480","25700"
"In post","2022","Greater Manchester North West","LGBO","Greater Manchester","80","70","25780","23170"
"In post","2022","Greater Manchester North West","Undeclared","Greater Manchester","150","130","25350","24340"
"In post","2022","Greater Manchester North West","Unknown","Greater Manchester","470","410","24900","23170"
"In post","2022","Greater Manchester South East","Heterosexual / straight","Greater Manchester","700","640","26470","25060"
"In post","2022","Greater Manchester South East","LGBO","Greater Manchester","50","40","[c]","[c]"
"In post","2022","Greater Manchester South East","Undeclared","Greater Manchester","100","90","25370","24800"
"In post","2022","Greater Manchester South East","Unknown","Greater Manchester","220","200","25150","23170"
"In post","2022","Greater Manchester South West","Heterosexual / straight","Greater Manchester","4300","4070","33190","30360"
"In post","2022","Greater Manchester South West","LGBO","Greater Manchester","370","360","31580","27570"
"In post","2022","Greater Manchester South West","Undeclared","Greater Manchester","490","460","32970","30360"
"In post","2022","Greater Manchester South West","Unknown","Greater Manchester","2100","2000","31020","26820"
"In post","2022","Gwent Valleys","Heterosexual / straight","West Wales and The Valleys","740","680","30500","27570"
"In post","2022","Gwent Valleys","LGBO","West Wales and The Valleys","50","50","29550","27570"
"In post","2022","Gwent Valleys","Undeclared","West Wales and The Valleys","80","70","30180","27570"
"In post","2022","Gwent Valleys","Unknown","West Wales and The Valleys","140","120","25620","26120"
"In post","2022","Gwynedd","Heterosexual / straight","West Wales and The Valleys","530","490","27030","24630"
"In post","2022","Gwynedd","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","Undeclared","West Wales and The Valleys","80","70","25910","22080"
"In post","2022","Gwynedd","Unknown","West Wales and The Valleys","150","130","23650","21260"
"In post","2022","Hackney and Newham","Heterosexual / straight","Inner London - East","3810","3620","40530","37610"
"In post","2022","Hackney and Newham","LGBO","Inner London - East","240","240","43400","37930"
"In post","2022","Hackney and Newham","Undeclared","Inner London - East","560","530","40330","37610"
"In post","2022","Hackney and Newham","Unknown","Inner London - East","1950","1830","38330","33440"
"In post","2022","Haringey and Islington","Heterosexual / straight","Inner London - East","980","950","32600","31060"
"In post","2022","Haringey and Islington","LGBO","Inner London - East","80","80","35370","32220"
"In post","2022","Haringey and Islington","Undeclared","Inner London - East","110","110","32170","31060"
"In post","2022","Haringey and Islington","Unknown","Inner London - East","420","390","31110","31060"
"In post","2022","Harrow and Hillingdon","Heterosexual / straight","Outer London - West and North West","2420","2230","31540","29170"
"In post","2022","Harrow and Hillingdon","LGBO","Outer London - West and North West","70","60","29560","29080"
