"Status","Year","Responsibility_level","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Female","Mixed","100","90","36690","35480"
"Leaver CS","2022","SEO/HEO","Female","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Female","Undeclared","170","150","36750","36530"
"Leaver CS","2022","SEO/HEO","Female","Unknown","720","590","36290","35640"
"Leaver CS","2022","SEO/HEO","Female","White","2850","2510","37100","36540"
"Leaver CS","2022","SEO/HEO","Male","Asian","250","230","37160","36710"
"Leaver CS","2022","SEO/HEO","Male","Black","120","110","37880","36440"
"Leaver CS","2022","SEO/HEO","Male","Mixed","70","70","37840","37340"
"Leaver CS","2022","SEO/HEO","Male","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Male","Undeclared","310","280","38420","37460"
"Leaver CS","2022","SEO/HEO","Male","Unknown","840","710","37460","36550"
"Leaver CS","2022","SEO/HEO","Male","White","2930","2700","38060","37200"
"Leaver CS","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Black","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","530","420","[c]","[c]"
"Leaver CS","2022","Unknown","Female","White","770","680","36120","28200"
"Leaver CS","2022","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","410","360","36510","33570"
"Leaver CS","2022","Unknown","Male","White","350","320","37850","39000"
"Leaver Dept.","2021","AA/AO","Female","Asian","120","110","21390","20920"
"Leaver Dept.","2021","AA/AO","Female","Black","60","60","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Female","Unknown","320","300","20970","20960"
"Leaver Dept.","2021","AA/AO","Female","White","670","610","20850","21010"
"Leaver Dept.","2021","AA/AO","Male","Asian","110","110","21430","20970"
"Leaver Dept.","2021","AA/AO","Male","Black","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Male","Unknown","250","240","21140","20920"
"Leaver Dept.","2021","AA/AO","Male","White","470","450","21000","21010"
"Leaver Dept.","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Asian","150","140","27410","27570"
"Leaver Dept.","2021","EO","Female","Black","90","80","27660","27570"
"Leaver Dept.","2021","EO","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Female","Unknown","250","230","27490","27570"
"Leaver Dept.","2021","EO","Female","White","820","770","26520","27370"
"Leaver Dept.","2021","EO","Male","Asian","110","100","27770","27570"
"Leaver Dept.","2021","EO","Male","Black","60","50","27270","27570"
"Leaver Dept.","2021","EO","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Male","Unknown","220","200","26770","27200"
"Leaver Dept.","2021","EO","Male","White","560","540","26510","27520"
"Leaver Dept.","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Asian","70","60","58560","57440"
"Leaver Dept.","2021","G6/G7","Female","Black","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Female","Unknown","320","270","56280","54540"
"Leaver Dept.","2021","G6/G7","Female","White","700","650","57200","55500"
"Leaver Dept.","2021","G6/G7","Male","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Male","Undeclared","70","60","58810","56960"
"Leaver Dept.","2021","G6/G7","Male","Unknown","310","270","56150","54280"
"Leaver Dept.","2021","G6/G7","Male","White","610","580","57510","55650"
"Leaver Dept.","2021","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","Unknown","50","30","[c]","[c]"
"Leaver Dept.","2021","SCS","Female","White","140","130","89400","80380"
"Leaver Dept.","2021","SCS","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Male","White","90","90","89560","81370"
"Leaver Dept.","2021","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Asian","180","170","35860","34560"
"Leaver Dept.","2021","SEO/HEO","Female","Black","120","110","36470","35850"
"Leaver Dept.","2021","SEO/HEO","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Mixed","70","70","35280","33640"
"Leaver Dept.","2021","SEO/HEO","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Female","Undeclared","70","70","36870","36780"
"Leaver Dept.","2021","SEO/HEO","Female","Unknown","720","650","34180","32820"
"Leaver Dept.","2021","SEO/HEO","Female","White","1280","1210","35210","34140"
"Leaver Dept.","2021","SEO/HEO","Male","Asian","160","150","36360","35570"
"Leaver Dept.","2021","SEO/HEO","Male","Black","70","60","36160","34700"
"Leaver Dept.","2021","SEO/HEO","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Male","Undeclared","100","100","36250","36730"
"Leaver Dept.","2021","SEO/HEO","Male","Unknown","640","590","34260","32970"
"Leaver Dept.","2021","SEO/HEO","Male","White","1060","1010","35490","34240"
"Leaver Dept.","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","White","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","White","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Asian","230","210","21930","21420"
"Leaver Dept.","2022","AA/AO","Female","Black","110","100","22030","21260"
"Leaver Dept.","2022","AA/AO","Female","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Female","Undeclared","60","50","21400","21590"
"Leaver Dept.","2022","AA/AO","Female","Unknown","340","320","21680","21260"
"Leaver Dept.","2022","AA/AO","Female","White","1230","1120","21270","21260"
"Leaver Dept.","2022","AA/AO","Male","Asian","190","170","21620","21260"
"Leaver Dept.","2022","AA/AO","Male","Black","60","60","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Male","Undeclared","70","60","22020","21260"
"Leaver Dept.","2022","AA/AO","Male","Unknown","250","240","21350","21130"
"Leaver Dept.","2022","AA/AO","Male","White","720","710","21460","21260"
"Leaver Dept.","2022","EO","Female","Asian","450","420","27470","27570"
"Leaver Dept.","2022","EO","Female","Black","290","270","27950","27570"
"Leaver Dept.","2022","EO","Female","Mixed","110","110","27420","27570"
"Leaver Dept.","2022","EO","Female","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Female","Undeclared","90","80","27220","27570"
"Leaver Dept.","2022","EO","Female","Unknown","430","310","27390","27570"
"Leaver Dept.","2022","EO","Female","White","1830","1730","26690","27570"
"Leaver Dept.","2022","EO","Male","Asian","330","320","27760","27570"
"Leaver Dept.","2022","EO","Male","Black","100","100","27750","27570"
"Leaver Dept.","2022","EO","Male","Mixed","60","50","27630","27570"
"Leaver Dept.","2022","EO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Male","Undeclared","80","80","26650","27570"
"Leaver Dept.","2022","EO","Male","Unknown","280","230","27560","27570"
"Leaver Dept.","2022","EO","Male","White","1160","1130","26750","27570"
"Leaver Dept.","2022","G6/G7","Female","Asian","180","160","57260","54700"
"Leaver Dept.","2022","G6/G7","Female","Black","100","100","57060","53860"
"Leaver Dept.","2022","G6/G7","Female","Mixed","70","60","56320","54700"
"Leaver Dept.","2022","G6/G7","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Female","Undeclared","150","140","57520","54880"
"Leaver Dept.","2022","G6/G7","Female","Unknown","430","240","58090","54700"
"Leaver Dept.","2022","G6/G7","Female","White","1700","1550","57650","54700"
"Leaver Dept.","2022","G6/G7","Male","Asian","150","140","59190","54800"
"Leaver Dept.","2022","G6/G7","Male","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Male","Undeclared","130","130","58690","55330"
"Leaver Dept.","2022","G6/G7","Male","Unknown","430","250","58980","55270"
"Leaver Dept.","2022","G6/G7","Male","White","1310","1220","58430","56080"
"Leaver Dept.","2022","SCS","Female","Asian","60","50","102440","99720"
"Leaver Dept.","2022","SCS","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","SCS","Female","White","280","230","97830","93740"
"Leaver Dept.","2022","SCS","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","SCS","Male","White","260","230","98400","95000"
"Leaver Dept.","2022","SEO/HEO","Female","Asian","470","440","35940","35070"
"Leaver Dept.","2022","SEO/HEO","Female","Black","340","310","36630","36650"
"Leaver Dept.","2022","SEO/HEO","Female","Mixed","160","150","36450","35880"
"Leaver Dept.","2022","SEO/HEO","Female","Other ethnicity","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Female","Undeclared","230","220","36200","36330"
"Leaver Dept.","2022","SEO/HEO","Female","Unknown","990","720","34120","32000"
"Leaver Dept.","2022","SEO/HEO","Female","White","3130","2880","35760","35440"
"Leaver Dept.","2022","SEO/HEO","Male","Asian","340","320","36740","36420"
"Leaver Dept.","2022","SEO/HEO","Male","Black","150","140","36060","35140"
"Leaver Dept.","2022","SEO/HEO","Male","Mixed","100","100","35780","36200"
"Leaver Dept.","2022","SEO/HEO","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Male","Undeclared","220","210","36630","36330"
"Leaver Dept.","2022","SEO/HEO","Male","Unknown","870","670","34650","33020"
"Leaver Dept.","2022","SEO/HEO","Male","White","1990","1900","36200","35890"
"Leaver Dept.","2022","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","White","100","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","White","60","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Female","Asian","570","540","21590","21010"
"New entrant CS","2021","AA/AO","Female","Black","390","390","23070","22680"
"New entrant CS","2021","AA/AO","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Female","Mixed","290","280","22230","21010"
"New entrant CS","2021","AA/AO","Female","Other ethnicity","60","60","21970","21010"
"New entrant CS","2021","AA/AO","Female","Undeclared","130","120","20590","20140"
"New entrant CS","2021","AA/AO","Female","Unknown","3690","3540","21120","20600"
"New entrant CS","2021","AA/AO","Female","White","5890","5700","21210","21010"
"New entrant CS","2021","AA/AO","Male","Asian","560","550","22040","21010"
"New entrant CS","2021","AA/AO","Male","Black","250","250","23290","22850"
"New entrant CS","2021","AA/AO","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Mixed","180","180","22470","21010"
"New entrant CS","2021","AA/AO","Male","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Male","Undeclared","170","160","21550","21010"
"New entrant CS","2021","AA/AO","Male","Unknown","3410","3350","21830","20810"
"New entrant CS","2021","AA/AO","Male","White","4920","4880","21800","21010"
"New entrant CS","2021","AA/AO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Asian","1040","1010","28760","27850"
"New entrant CS","2021","EO","Female","Black","950","930","29430","31060"
"New entrant CS","2021","EO","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Female","Mixed","410","400","28500","27570"
"New entrant CS","2021","EO","Female","Other ethnicity","90","90","28930","29290"
"New entrant CS","2021","EO","Female","Undeclared","170","160","28230","27570"
"New entrant CS","2021","EO","Female","Unknown","2110","2050","26870","27570"
"New entrant CS","2021","EO","Female","White","6120","5930","27470","27570"
"New entrant CS","2021","EO","Male","Asian","870","860","28580","27570"
"New entrant CS","2021","EO","Male","Black","390","390","28980","29290"
"New entrant CS","2021","EO","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Male","Mixed","220","210","28300","27570"
"New entrant CS","2021","EO","Male","Other ethnicity","60","60","28850","29280"
"New entrant CS","2021","EO","Male","Undeclared","180","180","27400","27570"
"New entrant CS","2021","EO","Male","Unknown","1840","1820","26430","26160"
"New entrant CS","2021","EO","Male","White","4180","4150","27520","27570"
"New entrant CS","2021","EO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Asian","100","100","55260","53420"
"New entrant CS","2021","G6/G7","Female","Black","60","50","54200","52640"
"New entrant CS","2021","G6/G7","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Mixed","60","60","55330","53530"
"New entrant CS","2021","G6/G7","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Female","Unknown","580","560","58250","55000"
"New entrant CS","2021","G6/G7","Female","White","950","900","56620","53830"
"New entrant CS","2021","G6/G7","Male","Asian","150","140","59500","57000"
"New entrant CS","2021","G6/G7","Male","Black","50","50","55320","53420"
"New entrant CS","2021","G6/G7","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Male","Undeclared","70","70","58860","56880"
"New entrant CS","2021","G6/G7","Male","Unknown","620","610","59500","56570"
"New entrant CS","2021","G6/G7","Male","White","1030","1010","57250","54760"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Female","Unknown","110","110","85200","74000"
"New entrant CS","2021","SCS","Female","White","80","70","94430","89850"
"New entrant CS","2021","SCS","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Male","Unknown","160","150","91480","74090"
"New entrant CS","2021","SCS","Male","White","120","100","98100","93000"
"New entrant CS","2021","SCS","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Asian","380","370","35160","34020"
"New entrant CS","2021","SEO/HEO","Female","Black","290","280","35430","34170"
"New entrant CS","2021","SEO/HEO","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Mixed","170","160","34500","32980"
"New entrant CS","2021","SEO/HEO","Female","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Female","Undeclared","110","100","35230","35220"
"New entrant CS","2021","SEO/HEO","Female","Unknown","1880","1840","33650","32790"
"New entrant CS","2021","SEO/HEO","Female","White","3390","3240","34850","33880"
"New entrant CS","2021","SEO/HEO","Male","Asian","350","350","35630","34710"
"New entrant CS","2021","SEO/HEO","Male","Black","160","160","35610","34020"
"New entrant CS","2021","SEO/HEO","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Mixed","130","130","35490","34060"
"New entrant CS","2021","SEO/HEO","Male","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Male","Undeclared","120","110","35550","33950"
"New entrant CS","2021","SEO/HEO","Male","Unknown","1640","1620","34310","32940"
"New entrant CS","2021","SEO/HEO","Male","White","2870","2840","35340","34020"
"New entrant CS","2021","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Black","80","70","24540","24020"
"New entrant CS","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Mixed","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","520","480","23070","22920"
"New entrant CS","2021","Unknown","Female","White","730","680","23650","22920"
"New entrant CS","2021","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Unknown","250","230","24380","22350"
"New entrant CS","2021","Unknown","Male","White","270","260","30610","24020"
"New entrant CS","2022","AA/AO","Female","Asian","870","820","21820","21260"
"New entrant CS","2022","AA/AO","Female","Black","420","400","22800","21260"
"New entrant CS","2022","AA/AO","Female","Mixed","290","280","22320","21260"
"New entrant CS","2022","AA/AO","Female","Other ethnicity","80","80","22440","21260"
"New entrant CS","2022","AA/AO","Female","Undeclared","130","120","21540","21260"
"New entrant CS","2022","AA/AO","Female","Unknown","4430","4230","21920","21260"
"New entrant CS","2022","AA/AO","Female","White","7340","7060","21750","21260"
"New entrant CS","2022","AA/AO","Male","Asian","780","760","22060","21260"
"New entrant CS","2022","AA/AO","Male","Black","270","260","23680","21470"
"New entrant CS","2022","AA/AO","Male","Mixed","190","190","22810","21280"
"New entrant CS","2022","AA/AO","Male","Other ethnicity","60","60","24300","22240"
"New entrant CS","2022","AA/AO","Male","Undeclared","130","130","22180","21260"
"New entrant CS","2022","AA/AO","Male","Unknown","3630","3570","22270","21260"
"New entrant CS","2022","AA/AO","Male","White","5520","5450","22200","21260"
"New entrant CS","2022","EO","Female","Asian","910","880","27670","27570"
"New entrant CS","2022","EO","Female","Black","580","560","28470","27680"
"New entrant CS","2022","EO","Female","Mixed","270","260","27230","27570"
"New entrant CS","2022","EO","Female","Other ethnicity","70","70","27710","27570"
"New entrant CS","2022","EO","Female","Undeclared","90","90","27390","27570"
"New entrant CS","2022","EO","Female","Unknown","2360","2230","26970","27230"
"New entrant CS","2022","EO","Female","White","4670","4520","26910","27230"
"New entrant CS","2022","EO","Male","Asian","810","810","27800","27570"
"New entrant CS","2022","EO","Male","Black","290","290","27830","27570"
"New entrant CS","2022","EO","Male","Mixed","190","180","27480","27500"
