"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Bristol, City of","Department for Education (excl. agencies)","130","120","43560","37100"
"In post","2022","No function","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","550","530","38870","35900"
"In post","2022","No function","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Department for Levelling Up, Housing and Communities (excl. agencies)","80","70","42020","40720"
"In post","2022","No function","Bristol, City of","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Department for Work and Pensions (excl. agencies)","800","690","25780","27570"
"In post","2022","No function","Bristol, City of","Department of Health and Social Care (excl. agencies)","50","40","[c]","[c]"
"In post","2022","No function","Bristol, City of","Driver and Vehicle Standards Agency","110","100","33210","26780"
"In post","2022","No function","Bristol, City of","Education and Skills Funding Agency","60","60","39670","36500"
"In post","2022","No function","Bristol, City of","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Health and Safety Executive","60","50","45130","45900"
"In post","2022","No function","Bristol, City of","HM Courts and Tribunals Service","200","190","24390","21370"
"In post","2022","No function","Bristol, City of","HM Prison and Probation Service","600","570","28150","25700"
"In post","2022","No function","Bristol, City of","HM Revenue and Customs (excl. agencies)","720","680","36270","33370"
"In post","2022","No function","Bristol, City of","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Legal Aid Agency","60","50","26710","25120"
"In post","2022","No function","Bristol, City of","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Office for Standards in Education, Children's Services and Skills","90","80","32820","25880"
"In post","2022","No function","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","Planning Inspectorate","340","310","29750","26050"
"In post","2022","No function","Bristol, City of","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bristol, City of","UK Health Security Agency","250","230","38330","32130"
"In post","2022","No function","Bristol, City of","Vehicle Certification Agency","90","80","32530","27620"
"In post","2022","No function","Bromley","Department for Work and Pensions (excl. agencies)","180","170","30680","31060"
"In post","2022","No function","Bromley","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","HM Courts and Tribunals Service","120","110","27800","23720"
"In post","2022","No function","Bromley","HM Prison and Probation Service","130","120","33050","30220"
"In post","2022","No function","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","No function","Bromley","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Department for Work and Pensions (excl. agencies)","160","150","27620","27570"
"In post","2022","No function","Buckinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2022","No function","Buckinghamshire","HM Prison and Probation Service","670","630","31400","30700"
"In post","2022","No function","Buckinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","No function","Buckinghamshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Caithness and Sutherland, and Ross and Cromarty","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Caithness and Sutherland, and Ross and Cromarty","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2022","No function","Caithness and Sutherland, and Ross and Cromarty","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Caithness and Sutherland, and Ross and Cromarty","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Department for Work and Pensions (excl. agencies)","680","610","26700","27570"
"In post","2022","No function","Calderdale and Kirklees","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","HM Courts and Tribunals Service","50","40","25710","20970"
"In post","2022","No function","Calderdale and Kirklees","HM Prison and Probation Service","180","160","28810","28200"
"In post","2022","No function","Calderdale and Kirklees","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Calderdale and Kirklees","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","180","170","28120","27570"
"In post","2022","No function","Cambridgeshire CC","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","HM Courts and Tribunals Service","50","50","25540","20970"
"In post","2022","No function","Cambridgeshire CC","HM Prison and Probation Service","1250","1180","29660","29430"
"In post","2022","No function","Cambridgeshire CC","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cambridgeshire CC","UK Health Security Agency","180","170","38790","30460"
"In post","2022","No function","Camden and City of London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Camden and City of London","Department for Work and Pensions (excl. agencies)","100","90","31170","31060"
"In post","2022","No function","Camden and City of London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Camden and City of London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","No function","Camden and City of London","HM Courts and Tribunals Service","830","790","27710","24310"
"In post","2022","No function","Camden and City of London","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2022","No function","Camden and City of London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Camden and City of London","Ministry of Justice (excl. agencies)","120","120","40280","34730"
"In post","2022","No function","Camden and City of London","National Infrastructure Commission","50","40","[c]","[c]"
"In post","2022","No function","Camden and City of London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Camden and City of London","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","70","60","29490","30950"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","90","80","27190","21300"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Companies House","480","430","27290","22740"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","[c]","[c]"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
