"Status","Year","Sexual_orientation","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","20-29","80","80","30680","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","30-39","70","60","35210","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","40-49","70","60","39000","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","50-59","80","70","38450","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","60-64","70","70","37040","31020"
"Leaver CS","2022","Heterosexual / straight","Outer London - South","65+","80","60","30920","28870"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","20-29","150","140","28330","29250"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","30-39","120","110","32360","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","40-49","70","60","33440","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","50-59","80","70","33440","31060"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","60-64","70","60","34890","31690"
"Leaver CS","2022","Heterosexual / straight","Outer London - West and North West","65+","60","40","31710","29630"
"Leaver CS","2022","Heterosexual / straight","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","20-29","90","90","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","30-39","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","40-49","70","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","50-59","90","80","33340","27570"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","60-64","80","70","30430","27570"
"Leaver CS","2022","Heterosexual / straight","Shropshire and Staffordshire","65+","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","20-29","100","100","23880","21260"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","30-39","100","90","34070","27570"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","50-59","100","90","32960","27570"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","60-64","80","70","30430","27570"
"Leaver CS","2022","Heterosexual / straight","South Yorkshire","65+","60","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Southern Scotland","65+","30","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","20-29","140","130","24880","24370"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","30-39","100","90","31560","27570"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","40-49","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","50-59","130","120","31560","27570"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","60-64","60","50","34880","27640"
"Leaver CS","2022","Heterosexual / straight","Surrey, East and West Sussex","65+","70","50","29400","27570"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","30-39","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","50-59","90","80","31100","27570"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","60-64","100","70","29570","26390"
"Leaver CS","2022","Heterosexual / straight","Tees Valley and Durham","65+","70","50","26200","21680"
"Leaver CS","2022","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","20-29","80","80","22950","21840"
"Leaver CS","2022","Heterosexual / straight","Unknown","30-39","100","80","30710","26470"
"Leaver CS","2022","Heterosexual / straight","Unknown","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","65+","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","20-29","90","90","25820","24320"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","30-39","70","70","29290","26900"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","40-49","80","70","34750","27570"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","50-59","130","120","33660","33000"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","60-64","100","90","34140","27570"
"Leaver CS","2022","Heterosexual / straight","West Central Scotland","65+","90","70","27470","25050"
"Leaver CS","2022","Heterosexual / straight","West Midlands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Midlands","20-29","170","170","25590","23880"
"Leaver CS","2022","Heterosexual / straight","West Midlands","30-39","150","140","32710","28490"
"Leaver CS","2022","Heterosexual / straight","West Midlands","40-49","120","100","37310","30000"
"Leaver CS","2022","Heterosexual / straight","West Midlands","50-59","140","130","38290","27570"
"Leaver CS","2022","Heterosexual / straight","West Midlands","60-64","100","80","33450","27570"
"Leaver CS","2022","Heterosexual / straight","West Midlands","65+","70","50","30700","26060"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","20-29","80","70","22820","21260"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","30-39","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","50-59","70","60","31010","27570"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","60-64","90","70","36150","27570"
"Leaver CS","2022","Heterosexual / straight","West Wales and The Valleys","65+","80","50","28650","26120"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","20-29","200","190","24600","22200"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","30-39","170","150","30800","27570"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","40-49","120","100","34170","27570"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","50-59","200","170","34050","27570"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","60-64","110","90","33320","27570"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","65+","90","60","27620","27160"
"Leaver CS","2022","Heterosexual / straight","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","20-29","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","30-39","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","20-29","150","140","33240","30950"
"Leaver CS","2022","LGBO","Inner London - West","30-39","80","70","44030","40050"
"Leaver CS","2022","LGBO","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
