"Status","Year","Sex","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Department for Work and Pensions (excl. agencies)","110","90","26800","27570"
"Leaver CS","2022","Male","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","Department for Work and Pensions (excl. agencies)","90","80","22450","21260"
"Leaver CS","2022","Male","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Debt","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Cabinet Office (excl. agencies)","80","70","51930","54700"
"Leaver CS","2022","Male","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for Education (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","150","150","47590","46920"
"Leaver CS","2022","Male","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","HM Land Registry","50","50","36710","38450"
"Leaver CS","2022","Male","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Met Office","60","60","34920","35640"
"Leaver CS","2022","Male","Digital, Data & Technology","Ministry of Defence (excl. agencies)","120","120","35580","33300"
"Leaver CS","2022","Male","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Statistics Authority","70","70","35790","33960"
"Leaver CS","2022","Male","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Grants Management","Rural Payments Agency","80","70","23780","21300"
"Leaver CS","2022","Male","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Crown Prosecution Service","140","130","44980","49960"
"Leaver CS","2022","Male","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Government Legal Department","70","60","53050","51250"
"Leaver CS","2022","Male","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
