"Status","Year","Function_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","London","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Defence Equipment and Support","70","70","28920","25000"
"New entrant CS","2021","Finance","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","50","50","33350","28970"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Wales","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Yorkshire and The Humber","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Cabinet Office (excl. agencies)","50","50","33240","28000"
"New entrant CS","2021","Human Resources","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
