"Status","Year","Function_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Barnet","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Barnsley, Doncaster and Rotherham","70","60","[c]","[c]"
"Leaver CS","2021","No function","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bedford","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bexley and Greenwich","50","50","[c]","[c]"
"Leaver CS","2021","No function","Male","Birmingham","110","100","37070","23330"
"Leaver CS","2021","No function","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Breckland and South Norfolk","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Bristol, City of","100","90","40410","32780"
"Leaver CS","2021","No function","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Buckinghamshire CC","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Cambridgeshire CC","60","60","[c]","[c]"
"Leaver CS","2021","No function","Male","Camden and City of London","50","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Cardiff and Vale of Glamorgan","70","70","[c]","[c]"
"Leaver CS","2021","No function","Male","Central Hampshire","50","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Chorley and West Lancashire","50","50","[c]","[c]"
"Leaver CS","2021","No function","Male","City of Edinburgh","50","40","34950","33650"
"Leaver CS","2021","No function","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Devon CC","80","70","[c]","[c]"
"Leaver CS","2021","No function","Male","Dorset CC","60","60","[c]","[c]"
"Leaver CS","2021","No function","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Durham CC","100","80","[c]","[c]"
"Leaver CS","2021","No function","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","East Riding of Yorkshire","80","70","[c]","[c]"
"Leaver CS","2021","No function","Male","East Surrey","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Flintshire and Wrexham","60","60","[c]","[c]"
"Leaver CS","2021","No function","Male","Glasgow City","60","50","31890","32320"
"Leaver CS","2021","No function","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Haringey and Islington","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Hertfordshire","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Hounslow and Richmond upon Thames","40","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Kent Thames Gateway","50","50","[c]","[c]"
"Leaver CS","2021","No function","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Lambeth","80","80","49780","40470"
"Leaver CS","2021","No function","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Leeds","100","90","[c]","[c]"
"Leaver CS","2021","No function","Male","Leicester","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Leicestershire CC and Rutland","70","70","[c]","[c]"
"Leaver CS","2021","No function","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2021","No function","Male","Liverpool","40","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Manchester","100","90","31370","24250"
"Leaver CS","2021","No function","Male","Medway","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Mid Lancashire","40","30","[c]","[c]"
"Leaver CS","2021","No function","Male","Milton Keynes","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Monmouthshire and Newport","50","40","[c]","[c]"
"Leaver CS","2021","No function","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Norwich and East Norfolk","50","50","[c]","[c]"
"Leaver CS","2021","No function","Male","Nottingham","70","70","[c]","[c]"
"Leaver CS","2021","No function","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Oxfordshire","50","50","[c]","[c]"
"Leaver CS","2021","No function","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Somerset","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","South Hampshire","80","60","23160","19520"
"Leaver CS","2021","No function","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Staffordshire CC","100","100","[c]","[c]"
"Leaver CS","2021","No function","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Suffolk","80","80","[c]","[c]"
"Leaver CS","2021","No function","Male","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Swansea","120","100","21940","21590"
"Leaver CS","2021","No function","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Tower Hamlets","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Tyneside","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Wakefield","50","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Wandsworth","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Warrington","40","40","[c]","[c]"
"Leaver CS","2021","No function","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2021","No function","Male","West Surrey","50","40","[c]","[c]"
"Leaver CS","2021","No function","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Westminster","390","380","46270","37980"
"Leaver CS","2021","No function","Male","Wiltshire","100","100","30640","27240"
"Leaver CS","2021","No function","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Male","Worcestershire","70","70","[c]","[c]"
"Leaver CS","2021","No function","Male","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","90","90","32950","30190"
"Leaver CS","2021","Project Delivery","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Westminster","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","210","200","38910","37400"
"Leaver CS","2021","Project Delivery","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Westminster","40","40","[c]","[c]"
