"Status","Year","Profession_of_post","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Communications","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Development","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Development","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
