"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","30-39","Inner London - East","340","340","39180","31730"
"New entrant CS","2021","Male","30-39","Inner London - West","800","800","44070","40050"
"New entrant CS","2021","Male","30-39","Kent","120","120","26590","27850"
"New entrant CS","2021","Male","30-39","Lancashire","140","140","24100","21010"
"New entrant CS","2021","Male","30-39","Leicestershire, Rutland and Northamptonshire","100","100","25760","24880"
"New entrant CS","2021","Male","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Merseyside","130","130","27770","25560"
"New entrant CS","2021","Male","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","North Yorkshire","50","50","31720","27570"
"New entrant CS","2021","Male","30-39","Northern Ireland","60","60","24080","20140"
"New entrant CS","2021","Male","30-39","Northumberland and Tyne and Wear","280","270","26550","25560"
"New entrant CS","2021","Male","30-39","Outer London - East and North East","90","90","29410","31060"
"New entrant CS","2021","Male","30-39","Outer London - South","110","110","36350","31060"
"New entrant CS","2021","Male","30-39","Outer London - West and North West","150","150","31330","31060"
"New entrant CS","2021","Male","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Shropshire and Staffordshire","110","110","26230","24620"
"New entrant CS","2021","Male","30-39","South Yorkshire","110","110","29350","27570"
"New entrant CS","2021","Male","30-39","Southern Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Male","30-39","Surrey, East and West Sussex","120","120","27810","27570"
"New entrant CS","2021","Male","30-39","Tees Valley and Durham","90","90","25270","22850"
"New entrant CS","2021","Male","30-39","Unknown","80","80","32560","27570"
"New entrant CS","2021","Male","30-39","West Central Scotland","200","200","27440","24570"
"New entrant CS","2021","Male","30-39","West Midlands","230","230","30440","27570"
"New entrant CS","2021","Male","30-39","West Wales and The Valleys","100","90","27290","26130"
"New entrant CS","2021","Male","30-39","West Yorkshire","270","270","28510","27570"
"New entrant CS","2021","Male","40-49","Bedfordshire and Hertfordshire","70","60","29540","29290"
"New entrant CS","2021","Male","40-49","Berkshire, Buckinghamshire and Oxfordshire","110","100","34750","29290"
"New entrant CS","2021","Male","40-49","Cheshire","50","50","[c]","[c]"
"New entrant CS","2021","Male","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Derbyshire and Nottinghamshire","100","100","31580","27570"
"New entrant CS","2021","Male","40-49","Devon","90","90","30950","27570"
"New entrant CS","2021","Male","40-49","Dorset and Somerset","60","50","29310","27570"
"New entrant CS","2021","Male","40-49","East Anglia","130","120","29150","27570"
"New entrant CS","2021","Male","40-49","East Wales","110","110","32200","27570"
"New entrant CS","2021","Male","40-49","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Eastern Scotland","190","190","31230","27570"
"New entrant CS","2021","Male","40-49","Essex","60","60","30600","29290"
"New entrant CS","2021","Male","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","280","280","37400","33000"
"New entrant CS","2021","Male","40-49","Greater Manchester","230","230","33220","27570"
"New entrant CS","2021","Male","40-49","Hampshire and Isle of Wight","170","160","33080","28650"
"New entrant CS","2021","Male","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Inner London - East","230","230","42150","33960"
"New entrant CS","2021","Male","40-49","Inner London - West","410","400","54270","50520"
"New entrant CS","2021","Male","40-49","Kent","90","90","28270","29290"
"New entrant CS","2021","Male","40-49","Lancashire","110","110","24280","21010"
"New entrant CS","2021","Male","40-49","Leicestershire, Rutland and Northamptonshire","60","50","28290","27570"
"New entrant CS","2021","Male","40-49","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Merseyside","90","90","33580","27570"
"New entrant CS","2021","Male","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","North Yorkshire","50","50","36130","29950"
"New entrant CS","2021","Male","40-49","Northern Ireland","40","30","[c]","[c]"
"New entrant CS","2021","Male","40-49","Northumberland and Tyne and Wear","210","200","27210","24240"
"New entrant CS","2021","Male","40-49","Outer London - East and North East","50","50","29330","31060"
"New entrant CS","2021","Male","40-49","Outer London - South","60","60","42360","31060"
"New entrant CS","2021","Male","40-49","Outer London - West and North West","90","90","31760","31060"
"New entrant CS","2021","Male","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","40-49","Shropshire and Staffordshire","80","80","27420","26350"
"New entrant CS","2021","Male","40-49","South Yorkshire","80","80","33640","27570"
"New entrant CS","2021","Male","40-49","Southern Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Surrey, East and West Sussex","100","100","28420","27570"
"New entrant CS","2021","Male","40-49","Tees Valley and Durham","40","40","[c]","[c]"
"New entrant CS","2021","Male","40-49","Unknown","60","60","[c]","[c]"
"New entrant CS","2021","Male","40-49","West Central Scotland","130","130","31400","26550"
"New entrant CS","2021","Male","40-49","West Midlands","150","150","33890","27570"
"New entrant CS","2021","Male","40-49","West Wales and The Valleys","80","80","28610","26240"
"New entrant CS","2021","Male","40-49","West Yorkshire","180","170","32720","27570"
"New entrant CS","2021","Male","50-59","Bedfordshire and Hertfordshire","60","60","28310","27850"
"New entrant CS","2021","Male","50-59","Berkshire, Buckinghamshire and Oxfordshire","110","110","32450","27850"
"New entrant CS","2021","Male","50-59","Cheshire","60","60","32420","28200"
"New entrant CS","2021","Male","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Derbyshire and Nottinghamshire","100","90","30400","27570"
"New entrant CS","2021","Male","50-59","Devon","100","100","28810","27570"
"New entrant CS","2021","Male","50-59","Dorset and Somerset","40","40","[c]","[c]"
"New entrant CS","2021","Male","50-59","East Anglia","140","140","30150","27570"
"New entrant CS","2021","Male","50-59","East Wales","100","100","29410","24880"
"New entrant CS","2021","Male","50-59","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","50-59","Eastern Scotland","160","160","33050","27570"
"New entrant CS","2021","Male","50-59","Essex","50","50","27530","27470"
"New entrant CS","2021","Male","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","210","200","40400","38190"
"New entrant CS","2021","Male","50-59","Greater Manchester","150","140","31780","27570"
"New entrant CS","2021","Male","50-59","Hampshire and Isle of Wight","200","200","32100","27570"
"New entrant CS","2021","Male","50-59","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Inner London - East","160","150","45720","39840"
"New entrant CS","2021","Male","50-59","Inner London - West","290","290","52520","50500"
"New entrant CS","2021","Male","50-59","Kent","90","90","29180","29290"
"New entrant CS","2021","Male","50-59","Lancashire","90","90","25060","21010"
"New entrant CS","2021","Male","50-59","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","50-59","Lincolnshire","50","50","[c]","[c]"
"New entrant CS","2021","Male","50-59","Merseyside","70","60","30270","25560"
"New entrant CS","2021","Male","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","North Yorkshire","50","50","29000","27570"
"New entrant CS","2021","Male","50-59","Northern Ireland","30","30","[c]","[c]"
"New entrant CS","2021","Male","50-59","Northumberland and Tyne and Wear","160","150","26490","21010"
"New entrant CS","2021","Male","50-59","Outer London - East and North East","40","30","[c]","[c]"
"New entrant CS","2021","Male","50-59","Outer London - South","70","70","39490","31060"
"New entrant CS","2021","Male","50-59","Outer London - West and North West","80","80","32950","31060"
"New entrant CS","2021","Male","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","50-59","Shropshire and Staffordshire","90","90","29430","27570"
"New entrant CS","2021","Male","50-59","South Yorkshire","70","70","30480","24880"
"New entrant CS","2021","Male","50-59","Southern Scotland","40","30","[c]","[c]"
"New entrant CS","2021","Male","50-59","Surrey, East and West Sussex","120","110","29780","27570"
"New entrant CS","2021","Male","50-59","Tees Valley and Durham","40","40","[c]","[c]"
"New entrant CS","2021","Male","50-59","Unknown","70","70","[c]","[c]"
"New entrant CS","2021","Male","50-59","West Central Scotland","100","100","31810","25980"
"New entrant CS","2021","Male","50-59","West Midlands","110","110","37530","30820"
"New entrant CS","2021","Male","50-59","West Wales and The Valleys","50","50","27950","22350"
"New entrant CS","2021","Male","50-59","West Yorkshire","120","110","35260","27570"
"New entrant CS","2021","Male","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","37990","33000"
"New entrant CS","2021","Male","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Hampshire and Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Male","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2021","Male","60-64","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Lancashire","40","30","[c]","[c]"
"New entrant CS","2021","Male","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"New entrant CS","2021","Male","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","65+","Inner London - West","[c]","[c]","[c]","[c]"
