"Status","Year","Function_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Heterosexual / straight","Essex","2140","1970","30530","29290"
"In post","2022","No function","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","6170","5740","33070","28760"
"In post","2022","No function","Heterosexual / straight","Greater Manchester","8200","7660","29710","27570"
"In post","2022","No function","Heterosexual / straight","Hampshire and Isle of Wight","4180","3640","29920","27290"
"In post","2022","No function","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","1930","1810","29750","27570"
"In post","2022","No function","Heterosexual / straight","Highlands and Islands","450","410","28720","27570"
"In post","2022","No function","Heterosexual / straight","Inner London - East","6510","6250","38650","33550"
"In post","2022","No function","Heterosexual / straight","Inner London - West","19630","19110","46860","41750"
"In post","2022","No function","Heterosexual / straight","Kent","3520","3330","30570","29290"
"In post","2022","No function","Heterosexual / straight","Lancashire","7280","6610","27060","26820"
"In post","2022","No function","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","3470","3200","27860","26700"
"In post","2022","No function","Heterosexual / straight","Lincolnshire","1250","1170","28840","27570"
"In post","2022","No function","Heterosexual / straight","Merseyside","6960","6380","29360","27570"
"In post","2022","No function","Heterosexual / straight","North Eastern Scotland","560","520","39230","27570"
"In post","2022","No function","Heterosexual / straight","North Yorkshire","1300","1210","34380","29760"
"In post","2022","No function","Heterosexual / straight","Northern Ireland","1230","1160","32910","31460"
"In post","2022","No function","Heterosexual / straight","Northumberland, and Tyne and Wear","8370","7410","27230","24800"
"In post","2022","No function","Heterosexual / straight","Outer London - East and North East","2210","2090","31990","31060"
"In post","2022","No function","Heterosexual / straight","Outer London - South","2560","2440","36550","31740"
"In post","2022","No function","Heterosexual / straight","Outer London - West and North West","3060","2880","34010","31060"
"In post","2022","No function","Heterosexual / straight","Overseas","1270","1270","53210","53470"
"In post","2022","No function","Heterosexual / straight","Shropshire and Staffordshire","4050","3740","28650","27130"
"In post","2022","No function","Heterosexual / straight","South Yorkshire","3550","3210","30980","27570"
"In post","2022","No function","Heterosexual / straight","Southern Scotland","1770","1570","27830","27570"
"In post","2022","No function","Heterosexual / straight","Surrey, East and West Sussex","4030","3710","30400","27570"
"In post","2022","No function","Heterosexual / straight","Tees Valley and Durham","5110","4690","28940","27380"
"In post","2022","No function","Heterosexual / straight","Unknown","430","400","31800","29180"
"In post","2022","No function","Heterosexual / straight","West Central Scotland","5010","4570","29020","27570"
"In post","2022","No function","Heterosexual / straight","West Midlands","8920","8260","30460","27570"
"In post","2022","No function","Heterosexual / straight","West Wales and The Valleys","7330","6600","25840","23170"
"In post","2022","No function","Heterosexual / straight","West Yorkshire","6980","6480","30960","27570"
"In post","2022","No function","LGBO","Bedfordshire and Hertfordshire","130","120","30430","29290"
"In post","2022","No function","LGBO","Berkshire, Buckinghamshire and Oxfordshire","230","220","31390","29290"
"In post","2022","No function","LGBO","Cheshire","180","170","30880","28010"
"In post","2022","No function","LGBO","Cornwall and Isles of Scilly","50","50","26300","24920"
"In post","2022","No function","LGBO","Cumbria","50","40","[c]","[c]"
"In post","2022","No function","LGBO","Derbyshire and Nottinghamshire","420","400","30100","27570"
"In post","2022","No function","LGBO","Devon","190","180","27260","26950"
"In post","2022","No function","LGBO","Dorset and Somerset","140","140","29190","27570"
"In post","2022","No function","LGBO","East Anglia","300","290","28880","27570"
"In post","2022","No function","LGBO","East Wales","510","490","28880","26570"
"In post","2022","No function","LGBO","East Yorkshire and Northern Lincolnshire","150","140","27210","26950"
"In post","2022","No function","LGBO","Eastern Scotland","330","320","28360","27560"
"In post","2022","No function","LGBO","Essex","130","130","30060","29290"
"In post","2022","No function","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","480","460","31350","28550"
"In post","2022","No function","LGBO","Greater Manchester","730","710","29310","27570"
"In post","2022","No function","LGBO","Hampshire and Isle of Wight","280","260","28940","27570"
"In post","2022","No function","LGBO","Herefordshire, Worcestershire and Warwickshire","130","120","28560","25700"
"In post","2022","No function","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Inner London - East","480","470","38790","34240"
"In post","2022","No function","LGBO","Inner London - West","2190","2170","46490","41060"
"In post","2022","No function","LGBO","Kent","240","240","31960","29290"
"In post","2022","No function","LGBO","Lancashire","430","410","26870","26470"
"In post","2022","No function","LGBO","Leicestershire, Rutland and Northamptonshire","210","200","27540","26610"
"In post","2022","No function","LGBO","Lincolnshire","70","70","27470","27570"
"In post","2022","No function","LGBO","Merseyside","430","410","28150","26820"
"In post","2022","No function","LGBO","North Eastern Scotland","50","40","[c]","[c]"
"In post","2022","No function","LGBO","North Yorkshire","120","120","31710","28200"
"In post","2022","No function","LGBO","Northern Ireland","80","80","28220","26590"
"In post","2022","No function","LGBO","Northumberland, and Tyne and Wear","490","460","27150","22080"
"In post","2022","No function","LGBO","Outer London - East and North East","110","110","32350","31060"
"In post","2022","No function","LGBO","Outer London - South","130","120","36840","31060"
"In post","2022","No function","LGBO","Outer London - West and North West","210","200","34240","31060"
"In post","2022","No function","LGBO","Overseas","110","110","52660","53470"
"In post","2022","No function","LGBO","Shropshire and Staffordshire","260","250","27270","25860"
"In post","2022","No function","LGBO","South Yorkshire","210","200","31260","27570"
"In post","2022","No function","LGBO","Southern Scotland","80","70","26490","26820"
"In post","2022","No function","LGBO","Surrey, East and West Sussex","390","370","30110","27570"
"In post","2022","No function","LGBO","Tees Valley and Durham","290","280","29010","27570"
"In post","2022","No function","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","No function","LGBO","West Central Scotland","360","350","28200","26820"
"In post","2022","No function","LGBO","West Midlands","480","460","30600","27570"
"In post","2022","No function","LGBO","West Wales and The Valleys","420","400","25410","23170"
"In post","2022","No function","LGBO","West Yorkshire","480","470","30910","27570"
"In post","2022","No function","Undeclared","Bedfordshire and Hertfordshire","240","220","33800","30580"
"In post","2022","No function","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","430","400","32810","30450"
"In post","2022","No function","Undeclared","Cheshire","280","260","31510","30640"
"In post","2022","No function","Undeclared","Cornwall and Isles of Scilly","100","90","28400","27570"
"In post","2022","No function","Undeclared","Cumbria","100","90","30490","26830"
"In post","2022","No function","Undeclared","Derbyshire and Nottinghamshire","800","730","32070","27570"
"In post","2022","No function","Undeclared","Devon","360","320","29680","27570"
"In post","2022","No function","Undeclared","Dorset and Somerset","270","250","29600","27570"
"In post","2022","No function","Undeclared","East Anglia","670","620","31170","27570"
"In post","2022","No function","Undeclared","East Wales","840","780","30550","28150"
"In post","2022","No function","Undeclared","East Yorkshire and Northern Lincolnshire","370","330","28670","27570"
"In post","2022","No function","Undeclared","Eastern Scotland","420","380","30010","27570"
"In post","2022","No function","Undeclared","Essex","250","220","29990","28920"
"In post","2022","No function","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","850","770","33470","28870"
"In post","2022","No function","Undeclared","Greater Manchester","980","900","29210","27570"
"In post","2022","No function","Undeclared","Hampshire and Isle of Wight","500","440","31770","27570"
"In post","2022","No function","Undeclared","Herefordshire, Worcestershire and Warwickshire","230","220","29850","27570"
"In post","2022","No function","Undeclared","Highlands and Islands","50","50","29710","27570"
"In post","2022","No function","Undeclared","Inner London - East","850","810","39840","33460"
"In post","2022","No function","Undeclared","Inner London - West","2760","2690","46420","41310"
"In post","2022","No function","Undeclared","Kent","370","350","31870","29550"
"In post","2022","No function","Undeclared","Lancashire","800","710","27000","27120"
"In post","2022","No function","Undeclared","Leicestershire, Rutland and Northamptonshire","450","410","28410","26970"
"In post","2022","No function","Undeclared","Lincolnshire","150","140","29870","27570"
"In post","2022","No function","Undeclared","Merseyside","770","690","30240","27570"
"In post","2022","No function","Undeclared","North Eastern Scotland","70","60","43970","27570"
"In post","2022","No function","Undeclared","North Yorkshire","190","170","34530","30240"
"In post","2022","No function","Undeclared","Northern Ireland","90","90","33010","33080"
"In post","2022","No function","Undeclared","Northumberland, and Tyne and Wear","900","780","27150","22080"
"In post","2022","No function","Undeclared","Outer London - East and North East","260","240","31230","31060"
"In post","2022","No function","Undeclared","Outer London - South","330","310","36770","33540"
"In post","2022","No function","Undeclared","Outer London - West and North West","420","390","35660","31460"
"In post","2022","No function","Undeclared","Overseas","180","180","51080","53470"
"In post","2022","No function","Undeclared","Shropshire and Staffordshire","460","420","29010","27570"
"In post","2022","No function","Undeclared","South Yorkshire","410","370","31060","27570"
"In post","2022","No function","Undeclared","Southern Scotland","150","120","27050","26780"
"In post","2022","No function","Undeclared","Surrey, East and West Sussex","560","510","32070","28700"
"In post","2022","No function","Undeclared","Tees Valley and Durham","540","480","29530","27570"
"In post","2022","No function","Undeclared","Unknown","70","60","31480","27570"
"In post","2022","No function","Undeclared","West Central Scotland","630","560","27810","26640"
"In post","2022","No function","Undeclared","West Midlands","1010","920","30020","27570"
"In post","2022","No function","Undeclared","West Wales and The Valleys","1570","1300","24080","21840"
"In post","2022","No function","Undeclared","West Yorkshire","840","760","31780","27570"
"In post","2022","No function","Unknown","Bedfordshire and Hertfordshire","520","480","32640","29290"
"In post","2022","No function","Unknown","Berkshire, Buckinghamshire and Oxfordshire","910","850","31200","28140"
"In post","2022","No function","Unknown","Cheshire","540","490","28890","27570"
"In post","2022","No function","Unknown","Cornwall and Isles of Scilly","210","190","24760","21260"
"In post","2022","No function","Unknown","Cumbria","160","140","27130","27570"
"In post","2022","No function","Unknown","Derbyshire and Nottinghamshire","1860","1690","28310","26920"
"In post","2022","No function","Unknown","Devon","750","650","26090","24090"
"In post","2022","No function","Unknown","Dorset and Somerset","570","510","27870","27130"
"In post","2022","No function","Unknown","East Anglia","1230","1090","28470","27520"
"In post","2022","No function","Unknown","East Wales","2350","2140","28240","24260"
"In post","2022","No function","Unknown","East Yorkshire and Northern Lincolnshire","640","580","26870","26890"
"In post","2022","No function","Unknown","Eastern Scotland","3140","2880","28980","27020"
"In post","2022","No function","Unknown","Essex","620","560","28410","26820"
"In post","2022","No function","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2870","2690","35510","31420"
"In post","2022","No function","Unknown","Greater Manchester","2970","2730","27210","25650"
"In post","2022","No function","Unknown","Hampshire and Isle of Wight","1660","1470","32910","28570"
"In post","2022","No function","Unknown","Herefordshire, Worcestershire and Warwickshire","400","370","28190","26850"
"In post","2022","No function","Unknown","Highlands and Islands","170","150","28330","27570"
"In post","2022","No function","Unknown","Inner London - East","2410","2270","38420","33390"
"In post","2022","No function","Unknown","Inner London - West","6220","6090","42000","34710"
"In post","2022","No function","Unknown","Kent","970","900","30350","29260"
"In post","2022","No function","Unknown","Lancashire","2440","2170","25460","24430"
"In post","2022","No function","Unknown","Leicestershire, Rutland and Northamptonshire","920","820","26510","25210"
"In post","2022","No function","Unknown","Lincolnshire","220","200","26740","26800"
"In post","2022","No function","Unknown","Merseyside","2970","2640","26430","24440"
"In post","2022","No function","Unknown","North Eastern Scotland","300","280","30490","27400"
"In post","2022","No function","Unknown","North Yorkshire","230","210","31410","27570"
"In post","2022","No function","Unknown","Northern Ireland","640","600","26230","22080"
"In post","2022","No function","Unknown","Northumberland, and Tyne and Wear","3270","2780","24900","22080"
"In post","2022","No function","Unknown","Outer London - East and North East","700","640","30480","31060"
"In post","2022","No function","Unknown","Outer London - South","830","780","34690","31060"
"In post","2022","No function","Unknown","Outer London - West and North West","1050","980","35880","31060"
"In post","2022","No function","Unknown","Overseas","200","190","54140","54240"
"In post","2022","No function","Unknown","Shropshire and Staffordshire","970","870","26750","26120"
"In post","2022","No function","Unknown","South Yorkshire","790","700","28300","27570"
"In post","2022","No function","Unknown","Southern Scotland","1070","940","25580","22480"
"In post","2022","No function","Unknown","Surrey, East and West Sussex","930","840","29050","27570"
"In post","2022","No function","Unknown","Tees Valley and Durham","1400","1250","26900","26610"
"In post","2022","No function","Unknown","Unknown","360","350","31340","29250"
"In post","2022","No function","Unknown","West Central Scotland","2670","2440","28390","26900"
"In post","2022","No function","Unknown","West Midlands","2980","2680","28130","26820"
"In post","2022","No function","Unknown","West Wales and The Valleys","2000","1760","24900","21840"
"In post","2022","No function","Unknown","West Yorkshire","2570","2370","28860","27100"
"In post","2022","Project Delivery","Heterosexual / straight","Bedfordshire and Hertfordshire","130","120","43200","41500"
"In post","2022","Project Delivery","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","300","280","39620","37150"
"In post","2022","Project Delivery","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Cumbria","220","220","36190","33000"
"In post","2022","Project Delivery","Heterosexual / straight","Derbyshire and Nottinghamshire","250","240","41590","39870"
"In post","2022","Project Delivery","Heterosexual / straight","Devon","490","470","38720","39100"
"In post","2022","Project Delivery","Heterosexual / straight","Dorset and Somerset","300","280","34940","33760"
"In post","2022","Project Delivery","Heterosexual / straight","East Anglia","270","260","38700","36460"
"In post","2022","Project Delivery","Heterosexual / straight","East Wales","310","290","45150","40180"
"In post","2022","Project Delivery","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Eastern Scotland","230","220","41890","37010"
"In post","2022","Project Delivery","Heterosexual / straight","Essex","80","70","44350","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","7460","7210","39580","37730"
"In post","2022","Project Delivery","Heterosexual / straight","Greater Manchester","340","320","44580","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Hampshire and Isle of Wight","1000","960","37270","33660"
"In post","2022","Project Delivery","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","130","130","26290","24470"
"In post","2022","Project Delivery","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Inner London - East","830","780","52750","44740"
"In post","2022","Project Delivery","Heterosexual / straight","Inner London - West","1780","1730","54950","54110"
"In post","2022","Project Delivery","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Lancashire","510","470","37600","35310"
"In post","2022","Project Delivery","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Lincolnshire","180","170","36200","35780"
"In post","2022","Project Delivery","Heterosexual / straight","Merseyside","440","420","42870","40520"
"In post","2022","Project Delivery","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","North Yorkshire","70","70","39320","38180"
"In post","2022","Project Delivery","Heterosexual / straight","Northern Ireland","60","60","42320","40180"
"In post","2022","Project Delivery","Heterosexual / straight","Northumberland, and Tyne and Wear","840","800","42280","40520"
"In post","2022","Project Delivery","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Outer London - South","190","180","54150","55380"
"In post","2022","Project Delivery","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Overseas","360","360","55770","55620"
"In post","2022","Project Delivery","Heterosexual / straight","Shropshire and Staffordshire","240","230","40860","40000"
"In post","2022","Project Delivery","Heterosexual / straight","South Yorkshire","100","90","39600","35310"
"In post","2022","Project Delivery","Heterosexual / straight","Southern Scotland","500","480","37480","33930"
"In post","2022","Project Delivery","Heterosexual / straight","Surrey, East and West Sussex","70","70","41260","39670"
"In post","2022","Project Delivery","Heterosexual / straight","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","West Central Scotland","340","330","38510","37290"
"In post","2022","Project Delivery","Heterosexual / straight","West Midlands","280","270","41290","38650"
"In post","2022","Project Delivery","Heterosexual / straight","West Wales and The Valleys","160","150","41660","33600"
"In post","2022","Project Delivery","Heterosexual / straight","West Yorkshire","310","300","42190","38650"
"In post","2022","Project Delivery","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","300","300","35040","33000"
"In post","2022","Project Delivery","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Inner London - East","60","60","52190","46000"
"In post","2022","Project Delivery","LGBO","Inner London - West","150","150","52700","53000"
"In post","2022","Project Delivery","LGBO","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Merseyside","40","30","[c]","[c]"
"In post","2022","Project Delivery","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Northumberland, and Tyne and Wear","50","40","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Overseas","30","30","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Cumbria","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Devon","90","90","39260","38990"
"In post","2022","Project Delivery","Undeclared","Dorset and Somerset","60","60","36020","34770"
"In post","2022","Project Delivery","Undeclared","East Anglia","60","50","37750","35980"
"In post","2022","Project Delivery","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Eastern Scotland","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","960","920","42630","40710"
"In post","2022","Project Delivery","Undeclared","Greater Manchester","50","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Hampshire and Isle of Wight","130","120","34880","33300"
"In post","2022","Project Delivery","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Inner London - East","90","80","52780","44260"
"In post","2022","Project Delivery","Undeclared","Inner London - West","190","180","57010","54700"
"In post","2022","Project Delivery","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Lancashire","60","50","38060","35310"
"In post","2022","Project Delivery","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Merseyside","40","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Northumberland, and Tyne and Wear","70","60","39290","39310"
"In post","2022","Project Delivery","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Southern Scotland","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Midlands","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Yorkshire","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Derbyshire and Nottinghamshire","60","60","41460","40160"
"In post","2022","Project Delivery","Unknown","Devon","40","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East Anglia","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East Wales","90","80","45620","40520"
"In post","2022","Project Delivery","Unknown","Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Essex","50","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1190","1140","38470","38070"
"In post","2022","Project Delivery","Unknown","Greater Manchester","110","100","41960","40180"
"In post","2022","Project Delivery","Unknown","Hampshire and Isle of Wight","360","330","38710","38070"
"In post","2022","Project Delivery","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Inner London - East","270","250","45670","40910"
"In post","2022","Project Delivery","Unknown","Inner London - West","730","700","51200","52070"
"In post","2022","Project Delivery","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Lancashire","110","110","34940","33340"
"In post","2022","Project Delivery","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Merseyside","150","140","38250","33540"
"In post","2022","Project Delivery","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Northumberland, and Tyne and Wear","240","230","41100","40180"
"In post","2022","Project Delivery","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Outer London - South","80","80","52380","44850"
"In post","2022","Project Delivery","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Overseas","180","180","54620","54840"
"In post","2022","Project Delivery","Unknown","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Southern Scotland","140","140","35570","33930"
"In post","2022","Project Delivery","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Central Scotland","50","50","36990","33370"
"In post","2022","Project Delivery","Unknown","West Midlands","80","70","39650","40180"
"In post","2022","Project Delivery","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","West Yorkshire","80","80","37520","34290"
"In post","2022","Property","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","280","270","35850","33300"
"In post","2022","Property","Heterosexual / straight","Cheshire","40","40","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
