"Status","Year","Region_ITL3","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","LGBO","60","60","23760","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Undeclared","110","100","24260","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","AA/AO","Unknown","350","300","22960","21010"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Heterosexual / straight","620","550","28210","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","LGBO","40","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Undeclared","80","70","28100","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","EO","Unknown","200","170","28690","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Heterosexual / straight","240","220","37490","35570"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Heterosexual / straight","170","150","29480","29200"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Heterosexual / straight","510","470","22820","21010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","LGBO","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Undeclared","80","70","23720","21360"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Unknown","130","120","23600","21550"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Heterosexual / straight","2000","1890","24740","25560"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","LGBO","120","120","24840","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Undeclared","210","190","25900","26670"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Unknown","280","270","24400","26060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Heterosexual / straight","1510","1480","57290","55130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","LGBO","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Undeclared","260","250","57880","55930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","100","100","58360","54620"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Heterosexual / straight","120","120","99810","91980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Heterosexual / straight","4970","4800","36470","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","LGBO","180","170","34630","33800"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Undeclared","770","740","37690","38520"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Unknown","460","450","36340","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Heterosexual / straight","1180","1140","41170","39100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","LGBO","50","50","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","190","180","44520","41330"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","120","110","39450","36450"
"In post","2021","Bedford","AA/AO","Heterosexual / straight","190","180","26140","27850"
"In post","2021","Bedford","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","AA/AO","Unknown","70","60","24910","22850"
"In post","2021","Bedford","EO","Heterosexual / straight","200","180","27580","27570"
"In post","2021","Bedford","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Bedford","EO","Unknown","40","30","[c]","[c]"
"In post","2021","Bedford","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Heterosexual / straight","120","110","38260","36740"
"In post","2021","Bedford","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Heterosexual / straight","50","40","28620","26500"
"In post","2021","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","AA/AO","Heterosexual / straight","540","480","20780","21420"
"In post","2021","Belfast","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2021","Belfast","AA/AO","Undeclared","50","40","20800","21420"
"In post","2021","Belfast","AA/AO","Unknown","380","340","20480","20140"
"In post","2021","Belfast","EO","Heterosexual / straight","530","490","26370","25560"
"In post","2021","Belfast","EO","LGBO","30","30","[c]","[c]"
"In post","2021","Belfast","EO","Undeclared","50","50","[c]","[c]"
"In post","2021","Belfast","EO","Unknown","210","210","26080","25560"
"In post","2021","Belfast","G6/G7","Heterosexual / straight","170","160","55030","52580"
"In post","2021","Belfast","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Belfast","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Heterosexual / straight","560","540","34410","31810"
"In post","2021","Belfast","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Undeclared","40","40","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Unknown","150","140","33930","31810"
"In post","2021","Berkshire","AA/AO","Heterosexual / straight","620","600","27420","25540"
"In post","2021","Berkshire","AA/AO","LGBO","40","30","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Undeclared","100","90","29640","25540"
"In post","2021","Berkshire","AA/AO","Unknown","250","230","26970","25540"
"In post","2021","Berkshire","EO","Heterosexual / straight","540","510","30760","29290"
"In post","2021","Berkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Undeclared","70","70","32410","29290"
"In post","2021","Berkshire","EO","Unknown","150","140","31190","29290"
"In post","2021","Berkshire","G6/G7","Heterosexual / straight","190","190","56780","54540"
"In post","2021","Berkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Unknown","70","70","56760","54540"
"In post","2021","Berkshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Heterosexual / straight","450","430","38100","36690"
"In post","2021","Berkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Undeclared","60","60","37710","35900"
"In post","2021","Berkshire","SEO/HEO","Unknown","130","120","37130","38040"
"In post","2021","Berkshire","Unknown","Heterosexual / straight","140","130","31850","31980"
"In post","2021","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Heterosexual / straight","530","510","28230","27240"
"In post","2021","Bexley and Greenwich","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Undeclared","60","60","28950","30150"
"In post","2021","Bexley and Greenwich","AA/AO","Unknown","260","240","28730","28720"
"In post","2021","Bexley and Greenwich","EO","Heterosexual / straight","360","340","32080","31060"
"In post","2021","Bexley and Greenwich","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Undeclared","60","50","31920","31060"
"In post","2021","Bexley and Greenwich","EO","Unknown","110","100","32030","31060"
"In post","2021","Bexley and Greenwich","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Heterosexual / straight","130","130","41530","39670"
"In post","2021","Bexley and Greenwich","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Heterosexual / straight","110","100","33550","34020"
"In post","2021","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Heterosexual / straight","2090","1900","21110","20140"
"In post","2021","Birmingham","AA/AO","LGBO","100","100","21230","20140"
"In post","2021","Birmingham","AA/AO","Undeclared","290","260","20970","20520"
"In post","2021","Birmingham","AA/AO","Unknown","1090","980","20810","20140"
"In post","2021","Birmingham","EO","Heterosexual / straight","2050","1900","26620","27570"
"In post","2021","Birmingham","EO","LGBO","100","90","26660","27570"
"In post","2021","Birmingham","EO","Undeclared","270","250","26470","26840"
"In post","2021","Birmingham","EO","Unknown","890","820","26670","27440"
"In post","2021","Birmingham","G6/G7","Heterosexual / straight","780","750","57420","53500"
"In post","2021","Birmingham","G6/G7","LGBO","50","50","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Undeclared","100","90","58320","56950"
"In post","2021","Birmingham","G6/G7","Unknown","230","210","57670","54930"
"In post","2021","Birmingham","SCS","Heterosexual / straight","80","70","95950","91190"
"In post","2021","Birmingham","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Heterosexual / straight","2030","1950","35560","33400"
"In post","2021","Birmingham","SEO/HEO","LGBO","90","90","34660","31990"
"In post","2021","Birmingham","SEO/HEO","Undeclared","230","220","36260","34660"
"In post","2021","Birmingham","SEO/HEO","Unknown","680","650","36050","33340"
"In post","2021","Birmingham","Unknown","Heterosexual / straight","330","300","30540","28200"
"In post","2021","Birmingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Birmingham","Unknown","Unknown","50","50","29120","28200"
"In post","2021","Blackburn with Darwen","AA/AO","Heterosexual / straight","100","80","21130","21010"
"In post","2021","Blackburn with Darwen","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","Unknown","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","EO","Heterosexual / straight","150","140","27490","27570"
"In post","2021","Blackburn with Darwen","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","EO","Unknown","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Heterosexual / straight","60","50","28060","26500"
"In post","2021","Blackburn with Darwen","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","AA/AO","Heterosexual / straight","1130","1020","20870","21010"
"In post","2021","Blackpool","AA/AO","LGBO","80","80","20940","21010"
"In post","2021","Blackpool","AA/AO","Undeclared","110","100","20840","21010"
"In post","2021","Blackpool","AA/AO","Unknown","440","370","20750","21010"
"In post","2021","Blackpool","EO","Heterosexual / straight","1140","1020","27430","27570"
"In post","2021","Blackpool","EO","LGBO","60","60","27530","27570"
"In post","2021","Blackpool","EO","Undeclared","160","140","27390","27570"
"In post","2021","Blackpool","EO","Unknown","510","460","27440","27570"
"In post","2021","Blackpool","G6/G7","Heterosexual / straight","270","260","55420","52190"
"In post","2021","Blackpool","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","G6/G7","Unknown","110","100","55620","52750"
"In post","2021","Blackpool","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","SEO/HEO","Heterosexual / straight","680","640","34520","34290"
"In post","2021","Blackpool","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2021","Blackpool","SEO/HEO","Undeclared","80","70","34820","33940"
"In post","2021","Blackpool","SEO/HEO","Unknown","240","220","34360","34290"
"In post","2021","Blackpool","Unknown","Heterosexual / straight","60","50","28610","29200"
"In post","2021","Blackpool","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","AA/AO","Heterosexual / straight","150","130","20290","20100"
"In post","2021","Bournemouth and Poole","AA/AO","LGBO","[c]","[c]","[c]","[c]"
