"Status","Year","Region_ITL3","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Lothian and Midlothian","EO","Heterosexual / straight","50","50","27320","27570"
"In post","2022","East Lothian and Midlothian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","AA/AO","Heterosexual / straight","190","160","21230","20970"
"In post","2022","East Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","AA/AO","Unknown","60","50","21100","21260"
"In post","2022","East Merseyside","EO","Heterosexual / straight","330","300","27550","27570"
"In post","2022","East Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","EO","Undeclared","40","30","[c]","[c]"
"In post","2022","East Merseyside","EO","Unknown","110","100","27760","27570"
"In post","2022","East Merseyside","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","East Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","SEO/HEO","Heterosexual / straight","100","90","35620","34290"
"In post","2022","East Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","Heterosexual / straight","140","130","30490","28200"
"In post","2022","East Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","AA/AO","Heterosexual / straight","710","660","25220","24730"
"In post","2022","East Riding of Yorkshire","AA/AO","LGBO","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","AA/AO","Undeclared","80","70","26280","24580"
"In post","2022","East Riding of Yorkshire","AA/AO","Unknown","170","170","25260","23140"
"In post","2022","East Riding of Yorkshire","EO","Heterosexual / straight","450","430","28440","26930"
"In post","2022","East Riding of Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","EO","Undeclared","80","80","29080","27380"
"In post","2022","East Riding of Yorkshire","EO","Unknown","60","50","28350","27570"
"In post","2022","East Riding of Yorkshire","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SEO/HEO","Heterosexual / straight","200","190","39160","37280"
"In post","2022","East Riding of Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","East Riding of Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","Heterosexual / straight","60","50","31020","31420"
"In post","2022","East Riding of Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","AA/AO","Heterosexual / straight","400","380","30400","31020"
"In post","2022","East Surrey","AA/AO","LGBO","40","40","[c]","[c]"
"In post","2022","East Surrey","AA/AO","Undeclared","40","40","[c]","[c]"
"In post","2022","East Surrey","AA/AO","Unknown","120","110","30200","31020"
"In post","2022","East Surrey","EO","Heterosexual / straight","140","130","31970","29290"
"In post","2022","East Surrey","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","EO","Unknown","40","30","[c]","[c]"
"In post","2022","East Surrey","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SEO/HEO","Heterosexual / straight","110","100","43060","41500"
"In post","2022","East Surrey","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","East Surrey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","AA/AO","Heterosexual / straight","630","560","22670","21260"
"In post","2022","East Sussex CC","AA/AO","LGBO","60","60","23750","21260"
"In post","2022","East Sussex CC","AA/AO","Undeclared","70","70","22730","21260"
"In post","2022","East Sussex CC","AA/AO","Unknown","150","130","22830","21260"
"In post","2022","East Sussex CC","EO","Heterosexual / straight","470","420","27490","27570"
"In post","2022","East Sussex CC","EO","LGBO","30","30","[c]","[c]"
"In post","2022","East Sussex CC","EO","Undeclared","80","70","27380","27570"
"In post","2022","East Sussex CC","EO","Unknown","110","100","27400","27570"
"In post","2022","East Sussex CC","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","East Sussex CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SEO/HEO","Heterosexual / straight","190","170","36570","34290"
"In post","2022","East Sussex CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SEO/HEO","Undeclared","40","30","[c]","[c]"
"In post","2022","East Sussex CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Unknown","Heterosexual / straight","70","60","29810","28760"
"In post","2022","East Sussex CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Enfield","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","EO","Heterosexual / straight","140","130","30950","31060"
"In post","2022","Enfield","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","Enfield","EO","Unknown","50","40","[c]","[c]"
"In post","2022","Enfield","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","AA/AO","Heterosexual / straight","140","130","23930","21680"
"In post","2022","Essex Haven Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","AA/AO","Unknown","30","30","[c]","[c]"
"In post","2022","Essex Haven Gateway","EO","Heterosexual / straight","320","300","28930","29290"
"In post","2022","Essex Haven Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","EO","Undeclared","50","40","[c]","[c]"
"In post","2022","Essex Haven Gateway","EO","Unknown","60","60","28820","29290"
"In post","2022","Essex Haven Gateway","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SEO/HEO","Heterosexual / straight","140","130","38720","36430"
"In post","2022","Essex Haven Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Unknown","Heterosexual / straight","60","50","31990","26310"
"In post","2022","Essex Haven Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","AA/AO","Heterosexual / straight","240","220","23830","24250"
"In post","2022","Essex Thames Gateway","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Essex Thames Gateway","AA/AO","Unknown","100","80","23890","24250"
"In post","2022","Essex Thames Gateway","EO","Heterosexual / straight","260","230","29590","29290"
"In post","2022","Essex Thames Gateway","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","EO","Unknown","60","50","30190","29290"
"In post","2022","Essex Thames Gateway","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","SEO/HEO","Heterosexual / straight","60","50","37310","36750"
"In post","2022","Essex Thames Gateway","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Unknown","Heterosexual / straight","100","90","28230","24800"
"In post","2022","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","AA/AO","Heterosexual / straight","470","410","21680","21260"
"In post","2022","Falkirk","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","AA/AO","Unknown","320","270","22590","21640"
"In post","2022","Falkirk","EO","Heterosexual / straight","410","370","28680","27570"
"In post","2022","Falkirk","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","EO","Undeclared","40","30","[c]","[c]"
"In post","2022","Falkirk","EO","Unknown","290","260","31870","35000"
"In post","2022","Falkirk","G6/G7","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Falkirk","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SEO/HEO","Heterosexual / straight","130","120","37750","36710"
"In post","2022","Falkirk","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SEO/HEO","Unknown","70","70","39740","40290"
"In post","2022","Fermanagh and Omagh","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","AA/AO","Heterosexual / straight","640","610","22670","21260"
"In post","2022","Flintshire and Wrexham","AA/AO","LGBO","60","50","22710","22200"
"In post","2022","Flintshire and Wrexham","AA/AO","Undeclared","120","110","22620","21770"
"In post","2022","Flintshire and Wrexham","AA/AO","Unknown","190","160","22220","21260"
"In post","2022","Flintshire and Wrexham","EO","Heterosexual / straight","380","360","28010","27570"
"In post","2022","Flintshire and Wrexham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","EO","Undeclared","200","190","29380","29470"
"In post","2022","Flintshire and Wrexham","EO","Unknown","90","80","27370","27570"
"In post","2022","Flintshire and Wrexham","G6/G7","Heterosexual / straight","70","70","57970","55610"
"In post","2022","Flintshire and Wrexham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","SEO/HEO","Heterosexual / straight","220","210","37650","36050"
"In post","2022","Flintshire and Wrexham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","SEO/HEO","Undeclared","80","70","38450","35100"
"In post","2022","Flintshire and Wrexham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Unknown","Heterosexual / straight","100","100","28710","28200"
"In post","2022","Flintshire and Wrexham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","AA/AO","Heterosexual / straight","2350","2130","21600","21260"
"In post","2022","Glasgow City","AA/AO","LGBO","200","190","21830","21260"
"In post","2022","Glasgow City","AA/AO","Undeclared","300","270","21330","21260"
"In post","2022","Glasgow City","AA/AO","Unknown","1180","1080","21960","21260"
"In post","2022","Glasgow City","EO","Heterosexual / straight","2240","2090","27510","27570"
"In post","2022","Glasgow City","EO","LGBO","200","190","26870","27230"
"In post","2022","Glasgow City","EO","Undeclared","250","220","27260","27570"
"In post","2022","Glasgow City","EO","Unknown","990","920","28360","27570"
"In post","2022","Glasgow City","G6/G7","Heterosexual / straight","1070","1040","60970","61190"
"In post","2022","Glasgow City","G6/G7","LGBO","80","70","58640","56410"
"In post","2022","Glasgow City","G6/G7","Undeclared","90","80","62650","62170"
"In post","2022","Glasgow City","G6/G7","Unknown","380","370","60420","58390"
"In post","2022","Glasgow City","SCS","Heterosexual / straight","60","60","85140","81020"
"In post","2022","Glasgow City","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Glasgow City","SEO/HEO","Heterosexual / straight","2810","2710","37430","35980"
"In post","2022","Glasgow City","SEO/HEO","LGBO","210","210","36020","33460"
"In post","2022","Glasgow City","SEO/HEO","Undeclared","260","240","37090","36000"
"In post","2022","Glasgow City","SEO/HEO","Unknown","850","810","37070","35120"
"In post","2022","Gloucestershire CC","AA/AO","Heterosexual / straight","270","240","23100","21260"
"In post","2022","Gloucestershire CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","AA/AO","Undeclared","40","40","[c]","[c]"
"In post","2022","Gloucestershire CC","AA/AO","Unknown","80","70","22530","22600"
"In post","2022","Gloucestershire CC","EO","Heterosexual / straight","350","310","27630","27570"
"In post","2022","Gloucestershire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","EO","Undeclared","60","60","26990","27130"
"In post","2022","Gloucestershire CC","EO","Unknown","110","90","27360","27130"
"In post","2022","Gloucestershire CC","G6/G7","Heterosexual / straight","70","60","60500","58050"
"In post","2022","Gloucestershire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SEO/HEO","Heterosexual / straight","220","200","35800","33840"
"In post","2022","Gloucestershire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SEO/HEO","Undeclared","50","40","[c]","[c]"
"In post","2022","Gloucestershire CC","SEO/HEO","Unknown","50","40","[c]","[c]"
"In post","2022","Gloucestershire CC","Unknown","Heterosexual / straight","110","100","30240","30210"
"In post","2022","Gloucestershire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","AA/AO","Heterosexual / straight","200","190","23220","21300"
"In post","2022","Greater Manchester North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","AA/AO","Undeclared","40","30","[c]","[c]"
"In post","2022","Greater Manchester North East","AA/AO","Unknown","90","80","22570","20920"
"In post","2022","Greater Manchester North East","EO","Heterosexual / straight","370","350","27630","27570"
"In post","2022","Greater Manchester North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","EO","Undeclared","50","40","[c]","[c]"
"In post","2022","Greater Manchester North East","EO","Unknown","90","80","27620","27570"
"In post","2022","Greater Manchester North East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","SEO/HEO","Heterosexual / straight","100","90","37140","35310"
"In post","2022","Greater Manchester North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Unknown","Heterosexual / straight","140","130","29630","28200"
"In post","2022","Greater Manchester North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North East","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Greater Manchester North West","AA/AO","Heterosexual / straight","690","620","21850","21260"
"In post","2022","Greater Manchester North West","AA/AO","LGBO","40","40","[c]","[c]"
"In post","2022","Greater Manchester North West","AA/AO","Undeclared","80","70","21590","21260"
"In post","2022","Greater Manchester North West","AA/AO","Unknown","270","240","22010","21260"
"In post","2022","Greater Manchester North West","EO","Heterosexual / straight","470","420","27480","27570"
"In post","2022","Greater Manchester North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Greater Manchester North West","EO","Unknown","130","110","27470","27570"
"In post","2022","Greater Manchester North West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SEO/HEO","Heterosexual / straight","120","120","37410","35310"
"In post","2022","Greater Manchester North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Unknown","Heterosexual / straight","140","130","29560","28200"
"In post","2022","Greater Manchester North West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Greater Manchester South East","AA/AO","Heterosexual / straight","310","280","21150","21260"
"In post","2022","Greater Manchester South East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","AA/AO","Undeclared","50","40","[c]","[c]"
"In post","2022","Greater Manchester South East","AA/AO","Unknown","110","90","21060","21260"
"In post","2022","Greater Manchester South East","EO","Heterosexual / straight","230","210","27330","27570"
"In post","2022","Greater Manchester South East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Greater Manchester South East","EO","Unknown","70","60","27360","27570"
"In post","2022","Greater Manchester South East","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","SEO/HEO","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Greater Manchester South East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Unknown","Heterosexual / straight","100","100","31170","28300"
"In post","2022","Greater Manchester South East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","Greater Manchester South West","AA/AO","Heterosexual / straight","940","850","21270","21250"
"In post","2022","Greater Manchester South West","AA/AO","LGBO","90","90","21280","21250"
"In post","2022","Greater Manchester South West","AA/AO","Undeclared","120","100","21190","21250"
"In post","2022","Greater Manchester South West","AA/AO","Unknown","600","540","21350","21250"
