"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","No function","80","70","40690","38200"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","No function","90","80","30630","27570"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","No function","70","70","32840","30610"
"Leaver Dept.","2022","30-39","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","No function","80","80","31290","27570"
"Leaver Dept.","2022","30-39","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Wales","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","30-39","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Eastern Scotland","No function","80","80","25520","27570"
"Leaver Dept.","2022","30-39","Eastern Scotland","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Essex","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","No function","340","320","33860","31990"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","70","70","34340","34760"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","No function","180","180","30860","27570"
"Leaver Dept.","2022","30-39","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Greater Manchester","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","No function","510","480","43140","40070"
"Leaver Dept.","2022","30-39","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - East","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Analysis","100","60","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Communications","100","80","46240","40600"
"Leaver Dept.","2022","30-39","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Digital, Data & Technology","60","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Finance","50","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Legal","50","50","48660","51250"
"Leaver Dept.","2022","30-39","Inner London - West","No function","1080","990","47160","49100"
"Leaver Dept.","2022","30-39","Inner London - West","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Inner London - West","Unknown","330","200","48580","44500"
"Leaver Dept.","2022","30-39","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Kent","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Leicestershire, Rutland and Northamptonshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Merseyside","No function","70","70","30210","27570"
"Leaver Dept.","2022","30-39","Merseyside","Unknown","110","100","25770","24890"
"Leaver Dept.","2022","30-39","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","No function","110","100","30480","27570"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northumberland, and Tyne and Wear","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - South","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - South","Unknown","70","70","39500","35200"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","No function","250","230","39030","36560"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","No function","140","130","40380","33250"
"Leaver Dept.","2022","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","No function","90","90","27640","27570"
"Leaver Dept.","2022","30-39","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Central Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands","No function","220","210","29610","27570"
"Leaver Dept.","2022","30-39","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
