"Status","Year","Age","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Eastern Scotland","50","50","21200","21010"
"In post","2021","16-19","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","19710","19040"
"In post","2021","16-19","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Inner London - West","50","50","25660","24780"
"In post","2021","16-19","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Merseyside","30","30","[c]","[c]"
"In post","2021","16-19","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","16-19","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Central Scotland","30","30","[c]","[c]"
"In post","2021","16-19","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Female","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","16-19","Female","West Yorkshire","30","30","[c]","[c]"
"In post","2021","16-19","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","East Wales","40","40","[c]","[c]"
"In post","2021","16-19","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","16-19","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","18230","17780"
"In post","2021","16-19","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Inner London - West","50","50","[c]","[c]"
"In post","2021","16-19","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","16-19","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Male","West Yorkshire","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Female","Bedfordshire and Hertfordshire","400","390","27570","27570"
"In post","2021","20-29","Female","Berkshire, Buckinghamshire and Oxfordshire","760","750","27130","26970"
"In post","2021","20-29","Female","Cheshire","380","380","27120","27570"
"In post","2021","20-29","Female","Cornwall and Isles of Scilly","70","70","23400","21010"
"In post","2021","20-29","Female","Cumbria","120","120","23020","21050"
"In post","2021","20-29","Female","Derbyshire and Nottinghamshire","990","960","25450","25480"
"In post","2021","20-29","Female","Devon","510","490","25380","24470"
"In post","2021","20-29","Female","Dorset and Somerset","270","270","24780","23840"
"In post","2021","20-29","Female","East Anglia","800","780","25290","24920"
"In post","2021","20-29","Female","East Wales","1820","1780","26480","24920"
"In post","2021","20-29","Female","East Yorkshire and Northern Lincolnshire","300","290","23880","22920"
"In post","2021","20-29","Female","Eastern Scotland","1760","1720","26950","25960"
"In post","2021","20-29","Female","Essex","400","390","26420","25170"
"In post","2021","20-29","Female","Gloucestershire, Wiltshire and Bath/Bristol area","2560","2510","27320","26590"
"In post","2021","20-29","Female","Greater Manchester","1670","1630","26340","25560"
"In post","2021","20-29","Female","Hampshire and Isle of Wight","990","960","27300","26670"
"In post","2021","20-29","Female","Herefordshire, Worcestershire and Warwickshire","290","290","23560","22920"
"In post","2021","20-29","Female","Highlands and Islands","110","110","25010","22920"
"In post","2021","20-29","Female","Inner London - East","1830","1810","32790","31060"
"In post","2021","20-29","Female","Inner London - West","9160","9120","36970","34000"
"In post","2021","20-29","Female","Kent","600","590","26460","25560"
"In post","2021","20-29","Female","Lancashire","830","800","24250","22850"
"In post","2021","20-29","Female","Leicestershire, Rutland and Northamptonshire","460","450","23790","22920"
"In post","2021","20-29","Female","Lincolnshire","160","160","25240","25980"
