"Status","Year","Region_ITL1","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Wales","Driver and Vehicle Licensing Agency","Undeclared","1550","1280","25030","21590"
"In post","2021","Wales","Driver and Vehicle Licensing Agency","Unknown","680","610","24680","21590"
"In post","2021","Wales","Driver and Vehicle Standards Agency","Heterosexual / straight","300","280","29780","26780"
"In post","2021","Wales","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Driver and Vehicle Standards Agency","Undeclared","70","60","30110","26780"
"In post","2021","Wales","Driver and Vehicle Standards Agency","Unknown","140","140","27470","26130"
"In post","2021","Wales","ESTYN","Heterosexual / straight","100","90","58240","74730"
"In post","2021","Wales","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Food Standards Agency","Heterosexual / straight","100","100","38900","37910"
"In post","2021","Wales","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Health and Safety Executive","Heterosexual / straight","70","60","39500","41480"
"In post","2021","Wales","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","HM Courts and Tribunals Service","Heterosexual / straight","710","640","23340","20100"
"In post","2021","Wales","HM Courts and Tribunals Service","LGBO","40","40","[c]","[c]"
"In post","2021","Wales","HM Courts and Tribunals Service","Undeclared","70","60","24210","20100"
"In post","2021","Wales","HM Courts and Tribunals Service","Unknown","140","120","21120","19550"
"In post","2021","Wales","HM Land Registry","Heterosexual / straight","420","380","29130","27130"
"In post","2021","Wales","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","HM Land Registry","Undeclared","60","50","31920","27130"
"In post","2021","Wales","HM Land Registry","Unknown","230","200","28350","27130"
"In post","2021","Wales","HM Prison and Probation Service","Heterosexual / straight","2070","1960","29460","27150"
"In post","2021","Wales","HM Prison and Probation Service","LGBO","120","120","27640","24440"
"In post","2021","Wales","HM Prison and Probation Service","Undeclared","190","170","30500","30170"
"In post","2021","Wales","HM Prison and Probation Service","Unknown","510","470","27830","25670"
"In post","2021","Wales","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","2310","2140","28920","25560"
"In post","2021","Wales","HM Revenue and Customs (excl. agencies)","LGBO","200","200","27670","25560"
"In post","2021","Wales","HM Revenue and Customs (excl. agencies)","Undeclared","250","230","28560","25560"
"In post","2021","Wales","HM Revenue and Customs (excl. agencies)","Unknown","1390","1270","25850","25560"
"In post","2021","Wales","Home Office (incl. agencies)","Heterosexual / straight","530","480","27400","25040"
"In post","2021","Wales","Home Office (incl. agencies)","LGBO","30","30","[c]","[c]"
"In post","2021","Wales","Home Office (incl. agencies)","Undeclared","60","50","27660","25360"
"In post","2021","Wales","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Insolvency Service","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Wales","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal Aid Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Wales","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Maritime and Coastguard Agency","Heterosexual / straight","70","70","32910","26590"
"In post","2021","Wales","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Ministry of Defence (excl. agencies)","Heterosexual / straight","580","560","25340","21560"
"In post","2021","Wales","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Ministry of Defence (excl. agencies)","Undeclared","100","90","24390","21580"
"In post","2021","Wales","Ministry of Defence (excl. agencies)","Unknown","50","50","28190","21580"
"In post","2021","Wales","Ministry of Justice (excl. agencies)","Heterosexual / straight","90","90","37230","31400"
"In post","2021","Wales","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","National Crime Agency","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Wales","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectorate","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Wales","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","UK Intellectual Property Office","Heterosexual / straight","810","770","38800","38870"
"In post","2021","Wales","UK Intellectual Property Office","LGBO","60","60","37000","30400"
"In post","2021","Wales","UK Intellectual Property Office","Undeclared","80","70","41660","40640"
"In post","2021","Wales","UK Intellectual Property Office","Unknown","550","520","35270","28240"
"In post","2021","Wales","United Kingdom Statistics Authority","Heterosexual / straight","1590","1510","35730","34220"
"In post","2021","Wales","United Kingdom Statistics Authority","LGBO","120","110","35270","36030"
"In post","2021","Wales","United Kingdom Statistics Authority","Undeclared","90","80","37470","32900"
"In post","2021","Wales","United Kingdom Statistics Authority","Unknown","920","860","32010","29540"
"In post","2021","Wales","Valuation Office Agency","Heterosexual / straight","160","160","36900","33250"
"In post","2021","Wales","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Valuation Office Agency","Unknown","70","70","31160","25860"
"In post","2021","Wales","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Welsh Government (excl. agencies)","Heterosexual / straight","4660","4390","40730","37410"
"In post","2021","Wales","Welsh Government (excl. agencies)","LGBO","210","200","41670","37410"
"In post","2021","Wales","Welsh Government (excl. agencies)","Undeclared","680","640","42680","37410"
"In post","2021","Wales","Welsh Government (excl. agencies)","Unknown","150","140","38700","28850"
"In post","2021","Wales","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Welsh Revenue Authority","Unknown","70","70","45660","43760"
"In post","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Animal and Plant Health Agency","Heterosexual / straight","180","170","29930","26520"
"In post","2021","West Midlands (England)","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Animal and Plant Health Agency","Undeclared","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Animal and Plant Health Agency","Unknown","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Cabinet Office (excl. agencies)","Unknown","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Prosecution Service","Heterosexual / straight","390","360","39180","38000"
"In post","2021","West Midlands (England)","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Crown Prosecution Service","Unknown","150","140","41420","38760"
"In post","2021","West Midlands (England)","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Electronics and Components Agency","Undeclared","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Equipment and Support","Heterosexual / straight","170","160","26540","23260"
"In post","2021","West Midlands (England)","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","120","110","40910","36740"
"In post","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Education (excl. agencies)","Heterosexual / straight","310","300","40670","36780"
"In post","2021","West Midlands (England)","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Education (excl. agencies)","Unknown","120","120","38190","36500"
"In post","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","170","170","41950","37360"
"In post","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Transport (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","4720","4190","26320","27570"
"In post","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","LGBO","240","230","26190","27570"
"In post","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Undeclared","610","530","25520","27570"
"In post","2021","West Midlands (England)","Department for Work and Pensions (excl. agencies)","Unknown","2030","1720","25410","27570"
"In post","2021","West Midlands (England)","Driver and Vehicle Standards Agency","Heterosexual / straight","230","220","28990","26780"
"In post","2021","West Midlands (England)","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Driver and Vehicle Standards Agency","Undeclared","70","60","27870","26780"
"In post","2021","West Midlands (England)","Driver and Vehicle Standards Agency","Unknown","100","90","26950","26470"
"In post","2021","West Midlands (England)","Education and Skills Funding Agency","Heterosexual / straight","340","340","41510","36960"
"In post","2021","West Midlands (England)","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Education and Skills Funding Agency","Undeclared","40","30","[c]","[c]"
"In post","2021","West Midlands (England)","Education and Skills Funding Agency","Unknown","170","170","44000","40300"
"In post","2021","West Midlands (England)","Food Standards Agency","Heterosexual / straight","70","70","36350","32480"
"In post","2021","West Midlands (England)","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Food Standards Agency","Unknown","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Government Property Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Health and Safety Executive","Heterosexual / straight","60","60","45900","46320"
"In post","2021","West Midlands (England)","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","HM Courts and Tribunals Service","Heterosexual / straight","1460","1320","22940","20100"
"In post","2021","West Midlands (England)","HM Courts and Tribunals Service","LGBO","70","70","21290","19930"
"In post","2021","West Midlands (England)","HM Courts and Tribunals Service","Undeclared","210","180","22710","20420"
"In post","2021","West Midlands (England)","HM Courts and Tribunals Service","Unknown","250","230","22210","19930"
"In post","2021","West Midlands (England)","HM Land Registry","Heterosexual / straight","340","310","30420","27130"
"In post","2021","West Midlands (England)","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","HM Land Registry","Undeclared","80","70","31950","27130"
"In post","2021","West Midlands (England)","HM Land Registry","Unknown","160","150","27070","22350"
"In post","2021","West Midlands (England)","HM Prison and Probation Service","Heterosexual / straight","3860","3680","29670","27380"
"In post","2021","West Midlands (England)","HM Prison and Probation Service","LGBO","260","250","28160","25300"
"In post","2021","West Midlands (England)","HM Prison and Probation Service","Undeclared","350","330","31320","30880"
"In post","2021","West Midlands (England)","HM Prison and Probation Service","Unknown","920","850","27290","25400"
"In post","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","2180","2050","34200","31810"
"In post","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","LGBO","100","90","33860","31810"
"In post","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Undeclared","310","280","34820","31810"
"In post","2021","West Midlands (England)","HM Revenue and Customs (excl. agencies)","Unknown","1270","1190","29990","25560"
"In post","2021","West Midlands (England)","Home Office (incl. agencies)","Heterosexual / straight","870","810","27740","25310"
"In post","2021","West Midlands (England)","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Home Office (incl. agencies)","Undeclared","110","100","29800","27370"
"In post","2021","West Midlands (England)","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Insolvency Service","Heterosexual / straight","200","190","34180","32060"
"In post","2021","West Midlands (England)","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Insolvency Service","Unknown","200","190","27480","20880"
"In post","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Heterosexual / straight","70","70","44310","49960"
"In post","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Legal Aid Agency","Heterosexual / straight","80","70","26010","22570"
"In post","2021","West Midlands (England)","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Heterosexual / straight","1850","1790","30710","26750"
"In post","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","LGBO","50","50","29350","26670"
"In post","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Undeclared","210","200","31840","29670"
"In post","2021","West Midlands (England)","Ministry of Defence (excl. agencies)","Unknown","210","200","30520","25440"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","110","110","38280","36340"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Heterosexual / straight","300","290","35120","30990"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Undeclared","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Ministry of Justice (excl. agencies)","Unknown","60","60","32150","26330"
"In post","2021","West Midlands (England)","National Crime Agency","Heterosexual / straight","370","360","37570","36410"
"In post","2021","West Midlands (England)","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","National Crime Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","National Crime Agency","Unknown","80","80","39510","38910"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","130","130","55000","51360"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Heterosexual / straight","170","160","44970","40250"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","Unknown","70","60","50260","46660"
"In post","2021","West Midlands (England)","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Office of the Public Guardian","Heterosexual / straight","750","700","22380","19930"
"In post","2021","West Midlands (England)","Office of the Public Guardian","LGBO","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Office of the Public Guardian","Undeclared","90","80","22950","19930"
"In post","2021","West Midlands (England)","Office of the Public Guardian","Unknown","120","110","21090","19930"
"In post","2021","West Midlands (England)","Public Health England","Heterosexual / straight","300","270","41480","33180"
"In post","2021","West Midlands (England)","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Public Health England","Undeclared","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Public Health England","Unknown","110","100","46520","38020"
"In post","2021","West Midlands (England)","Rural Payments Agency","Heterosexual / straight","50","50","26210","25880"
"In post","2021","West Midlands (England)","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Rural Payments Agency","Unknown","90","80","25130","22980"
"In post","2021","West Midlands (England)","Standards and Testing Agency","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","Heterosexual / straight","50","50","32280","29360"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","Heterosexual / straight","140","130","34680","32100"
"In post","2021","West Midlands (England)","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","West Midlands (England)","Valuation Office Agency","Unknown","60","50","30910","27550"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","Heterosexual / straight","70","70","54370","50620"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Water Services Regulation Authority","Unknown","100","90","48480","44000"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Heterosexual / straight","140","140","29250","25330"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Heterosexual / straight","340","320","35580","33300"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Unknown","350","330","37590","29250"
"In post","2021","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
