"Status","Year","Ethnicity","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","AA/AO","Outer London - East and North East","200","170","24640","25110"
"In post","2021","Asian","AA/AO","Outer London - South","450","400","24690","25630"
"In post","2021","Asian","AA/AO","Outer London - West and North West","650","580","24760","25110"
"In post","2021","Asian","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Shropshire and Staffordshire","90","80","21910","21010"
"In post","2021","Asian","AA/AO","South Yorkshire","170","150","21220","21430"
"In post","2021","Asian","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Surrey, East and West Sussex","100","90","22970","22360"
"In post","2021","Asian","AA/AO","Tees Valley and Durham","60","50","21190","21010"
"In post","2021","Asian","AA/AO","Unknown","60","50","23580","25110"
"In post","2021","Asian","AA/AO","West Central Scotland","100","80","21360","21010"
"In post","2021","Asian","AA/AO","West Midlands","1270","1130","20570","20140"
"In post","2021","Asian","AA/AO","West Wales and The Valleys","50","50","21050","21590"
"In post","2021","Asian","AA/AO","West Yorkshire","580","500","20690","20140"
"In post","2021","Asian","EO","Bedfordshire and Hertfordshire","240","220","28550","28550"
"In post","2021","Asian","EO","Berkshire, Buckinghamshire and Oxfordshire","230","210","28710","29290"
"In post","2021","Asian","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Derbyshire and Nottinghamshire","190","170","26370","26700"
"In post","2021","Asian","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Anglia","100","100","26560","27130"
"In post","2021","Asian","EO","East Wales","100","100","26390","25560"
"In post","2021","Asian","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Eastern Scotland","50","50","27530","27570"
"In post","2021","Asian","EO","Essex","100","90","28400","29290"
"In post","2021","Asian","EO","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","25380","26670"
"In post","2021","Asian","EO","Greater Manchester","490","460","26320","26450"
"In post","2021","Asian","EO","Hampshire and Isle of Wight","80","80","27200","27530"
"In post","2021","Asian","EO","Herefordshire, Worcestershire and Warwickshire","60","60","26970","27570"
"In post","2021","Asian","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Inner London - East","890","830","30360","31060"
"In post","2021","Asian","EO","Inner London - West","1270","1210","29320","29390"
"In post","2021","Asian","EO","Kent","70","70","29410","29290"
"In post","2021","Asian","EO","Lancashire","290","270","26960","27570"
"In post","2021","Asian","EO","Leicestershire, Rutland and Northamptonshire","320","300","26880","27570"
"In post","2021","Asian","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Merseyside","40","30","[c]","[c]"
"In post","2021","Asian","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Northumberland and Tyne and Wear","70","60","26420","25560"
"In post","2021","Asian","EO","Outer London - East and North East","430","400","30770","31060"
"In post","2021","Asian","EO","Outer London - South","570","520","29640","29370"
"In post","2021","Asian","EO","Outer London - West and North West","1400","1280","29700","29760"
"In post","2021","Asian","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Shropshire and Staffordshire","90","90","27020","27570"
"In post","2021","Asian","EO","South Yorkshire","120","110","25970","25260"
"In post","2021","Asian","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Surrey, East and West Sussex","150","140","28520","28280"
"In post","2021","Asian","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Unknown","70","70","29010","27570"
"In post","2021","Asian","EO","West Central Scotland","70","60","26550","27340"
"In post","2021","Asian","EO","West Midlands","1320","1230","26440","27570"
"In post","2021","Asian","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","West Yorkshire","700","650","26560","27570"
"In post","2021","Asian","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Asian","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2021","Asian","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","East Wales","30","30","[c]","[c]"
"In post","2021","Asian","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","56630","54540"
"In post","2021","Asian","G6/G7","Greater Manchester","90","90","54830","52580"
"In post","2021","Asian","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Inner London - East","340","330","60730","59160"
"In post","2021","Asian","G6/G7","Inner London - West","1520","1480","58910","57460"
"In post","2021","Asian","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Outer London - South","140","140","61630","59160"
"In post","2021","Asian","G6/G7","Outer London - West and North West","80","80","59790","57680"
"In post","2021","Asian","G6/G7","Overseas","40","40","[c]","[c]"
"In post","2021","Asian","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","West Midlands","180","170","53830","52570"
"In post","2021","Asian","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","G6/G7","West Yorkshire","80","80","54180","52580"
"In post","2021","Asian","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Inner London - East","50","50","99150","97980"
"In post","2021","Asian","SCS","Inner London - West","160","150","87670","78880"
"In post","2021","Asian","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Bedfordshire and Hertfordshire","110","110","38040","37640"
"In post","2021","Asian","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","110","110","37580","36970"
"In post","2021","Asian","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Derbyshire and Nottinghamshire","200","190","33650","31810"
"In post","2021","Asian","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","East Anglia","50","50","36210","35900"
"In post","2021","Asian","SEO/HEO","East Wales","80","80","35500","34620"
"In post","2021","Asian","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Eastern Scotland","60","60","39350","38540"
"In post","2021","Asian","SEO/HEO","Essex","50","40","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","310","300","35590","34380"
"In post","2021","Asian","SEO/HEO","Greater Manchester","350","340","33710","31810"
"In post","2021","Asian","SEO/HEO","Hampshire and Isle of Wight","80","80","36540","36030"
"In post","2021","Asian","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Inner London - East","720","700","38450","38180"
"In post","2021","Asian","SEO/HEO","Inner London - West","2380","2330","37970","36800"
"In post","2021","Asian","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Lancashire","90","80","34790","33080"
"In post","2021","Asian","SEO/HEO","Leicestershire, Rutland and Northamptonshire","100","90","34880","33840"
"In post","2021","Asian","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Merseyside","40","40","[c]","[c]"
"In post","2021","Asian","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Northumberland and Tyne and Wear","60","60","34580","32570"
"In post","2021","Asian","SEO/HEO","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Outer London - South","540","520","38930","36620"
"In post","2021","Asian","SEO/HEO","Outer London - West and North West","460","440","37610","36350"
"In post","2021","Asian","SEO/HEO","Overseas","50","50","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Shropshire and Staffordshire","80","80","39130","38630"
"In post","2021","Asian","SEO/HEO","South Yorkshire","90","90","34050","32740"
"In post","2021","Asian","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","West Central Scotland","50","50","37710","34780"
"In post","2021","Asian","SEO/HEO","West Midlands","690","670","34230","31990"
"In post","2021","Asian","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","SEO/HEO","West Yorkshire","380","360","33890","31810"
"In post","2021","Asian","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Asian","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Inner London - East","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Lancashire","30","30","[c]","[c]"
"In post","2021","Asian","Unknown","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Asian","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Overseas","30","30","[c]","[c]"
"In post","2021","Asian","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","West Midlands","100","100","27880","25560"
"In post","2021","Asian","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","West Yorkshire","50","50","29640","29200"
"In post","2021","Black","AA/AO","Bedfordshire and Hertfordshire","60","50","24580","22980"
"In post","2021","Black","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","100","100","25500","23430"
"In post","2021","Black","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Derbyshire and Nottinghamshire","120","110","21460","21010"
"In post","2021","Black","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","East Anglia","40","40","[c]","[c]"
"In post","2021","Black","AA/AO","East Wales","50","50","20990","20140"
"In post","2021","Black","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Essex","60","60","23660","24180"
"In post","2021","Black","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","21660","21010"
"In post","2021","Black","AA/AO","Greater Manchester","170","150","20720","20650"
"In post","2021","Black","AA/AO","Hampshire and Isle of Wight","60","50","21050","20140"
"In post","2021","Black","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Inner London - East","640","600","26190","25110"
"In post","2021","Black","AA/AO","Inner London - West","900","840","25740","24490"
"In post","2021","Black","AA/AO","Kent","50","50","[c]","[c]"
"In post","2021","Black","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Leicestershire, Rutland and Northamptonshire","90","80","21680","21010"
"In post","2021","Black","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Merseyside","40","40","[c]","[c]"
"In post","2021","Black","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Northumberland and Tyne and Wear","50","50","20690","21010"
"In post","2021","Black","AA/AO","Outer London - East and North East","190","180","26540","25110"
"In post","2021","Black","AA/AO","Outer London - South","360","330","24450","25630"
"In post","2021","Black","AA/AO","Outer London - West and North West","200","190","25540","25110"
"In post","2021","Black","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Black","AA/AO","South Yorkshire","50","50","21570","21430"
"In post","2021","Black","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Surrey, East and West Sussex","90","90","27920","26030"
"In post","2021","Black","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Black","AA/AO","West Midlands","360","320","20880","20650"
"In post","2021","Black","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","AA/AO","West Yorkshire","100","90","21500","21010"
"In post","2021","Black","EO","Bedfordshire and Hertfordshire","110","100","28920","29290"
"In post","2021","Black","EO","Berkshire, Buckinghamshire and Oxfordshire","100","100","28440","27570"
"In post","2021","Black","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Derbyshire and Nottinghamshire","110","100","26570","27570"
"In post","2021","Black","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","East Anglia","40","40","[c]","[c]"
"In post","2021","Black","EO","East Wales","50","50","[c]","[c]"
"In post","2021","Black","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Essex","130","120","28930","29290"
"In post","2021","Black","EO","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","25550","26710"
"In post","2021","Black","EO","Greater Manchester","170","170","26630","27570"
"In post","2021","Black","EO","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","Black","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Inner London - East","1000","960","30720","31060"
"In post","2021","Black","EO","Inner London - West","1100","1070","29480","29510"
"In post","2021","Black","EO","Kent","90","90","29370","29290"
"In post","2021","Black","EO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2021","Black","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Merseyside","40","40","[c]","[c]"
"In post","2021","Black","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Black","EO","Outer London - East and North East","340","320","31240","31060"
"In post","2021","Black","EO","Outer London - South","640","600","29910","29570"
"In post","2021","Black","EO","Outer London - West and North West","460","430","30190","31060"
"In post","2021","Black","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Black","EO","South Yorkshire","50","50","26180","25480"
"In post","2021","Black","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Surrey, East and West Sussex","80","70","28660","27570"
"In post","2021","Black","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","West Midlands","320","300","26520","27570"
"In post","2021","Black","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Black","EO","West Yorkshire","120","110","26830","27570"
"In post","2021","Black","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
