"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Cheshire","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Grants Management","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","No function","AA/AO","160","160","21820","21260"
"New entrant CS","2022","Cheshire","No function","EO","80","80","29640","28840"
"New entrant CS","2022","Cheshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","No function","SEO/HEO","60","50","34360","32650"
"New entrant CS","2022","Cheshire","No function","Unknown","120","100","26290","24800"
"New entrant CS","2022","Cheshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","No function","AA/AO","110","100","21470","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","No function","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Grants Management","AA/AO","120","110","21300","21300"
"New entrant CS","2022","Cumbria","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","No function","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Cumbria","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","No function","Unknown","70","60","28100","27480"
"New entrant CS","2022","Cumbria","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Communications","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Communications","EO","160","160","26580","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","EO","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Debt","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Grants Management","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","AA/AO","590","580","21530","21250"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","EO","260","250","26850","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","SEO/HEO","190","180","33050","33080"
"New entrant CS","2022","Derbyshire and Nottinghamshire","No function","Unknown","340","300","27740","25480"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Digital, Data & Technology","AA/AO","90","90","19260","17900"
"New entrant CS","2022","Devon","Digital, Data & Technology","EO","50","50","25420","24720"
"New entrant CS","2022","Devon","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Digital, Data & Technology","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Devon","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","No function","AA/AO","240","230","21830","21260"
"New entrant CS","2022","Devon","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","No function","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Devon","No function","Unknown","170","150","26960","24800"
"New entrant CS","2022","Devon","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Property","AA/AO","80","80","21810","21750"
"New entrant CS","2022","Devon","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","No function","AA/AO","210","210","21950","20970"
"New entrant CS","2022","Dorset and Somerset","No function","EO","50","50","26720","27130"
"New entrant CS","2022","Dorset and Somerset","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","No function","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","No function","Unknown","180","160","27000","24090"
"New entrant CS","2022","Dorset and Somerset","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","No function","AA/AO","560","540","22940","22600"
"New entrant CS","2022","East Anglia","No function","EO","190","180","26630","27570"
"New entrant CS","2022","East Anglia","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","No function","SEO/HEO","80","80","35760","35900"
"New entrant CS","2022","East Anglia","No function","Unknown","470","430","26290","24800"
"New entrant CS","2022","East Anglia","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","AA/AO","70","70","20780","21170"
"New entrant CS","2022","East Anglia","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","SEO/HEO","200","190","33010","30710"
"New entrant CS","2022","East Wales","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","EO","50","50","26600","26590"
"New entrant CS","2022","East Wales","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
