"Status","Year","Sexual_orientation","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Eastern Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Scottish Courts and Tribunals Service","1040","960","28670","26550"
"In post","2021","Undeclared","Eastern Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Scottish Government (excl. agencies)","240","240","46230","42190"
"In post","2021","Undeclared","Eastern Scotland","Scottish Prison Service","50","40","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Eastern Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Department for Work and Pensions (excl. agencies)","120","100","28370","29290"
"In post","2021","Undeclared","Essex","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Undeclared","Essex","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Undeclared","Essex","HM Revenue and Customs (excl. agencies)","110","100","33410","31810"
"In post","2021","Undeclared","Essex","Home Office (incl. agencies)","120","110","27730","27370"
"In post","2021","Undeclared","Essex","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Ministry of Defence (excl. agencies)","80","70","34910","33300"
"In post","2021","Undeclared","Essex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Essex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","900","860","41140","40360"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","180","180","42350","41490"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","41300","39580"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions (excl. agencies)","180","160","26200","27570"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","60","50","32210","29460"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","80","70","25780","20800"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","50","40","32580","27130"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","130","120","29940","28200"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","120","110","37710","31810"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","720","690","37050","35970"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectorate","60","50","45550","47660"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Public Health England","170","150","40970","36430"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","170","170","44690","41940"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Department for Education (excl. agencies)","70","60","40490","36500"
"In post","2021","Undeclared","Greater Manchester","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Department for Work and Pensions (excl. agencies)","430","390","27360","27570"
"In post","2021","Undeclared","Greater Manchester","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","HM Courts and Tribunals Service","150","130","23340","20800"
"In post","2021","Undeclared","Greater Manchester","HM Prison and Probation Service","170","160","29630","28220"
"In post","2021","Undeclared","Greater Manchester","HM Revenue and Customs (excl. agencies)","360","330","34720","31810"
"In post","2021","Undeclared","Greater Manchester","Home Office (incl. agencies)","170","170","31530","27370"
"In post","2021","Undeclared","Greater Manchester","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Ministry of Defence (excl. agencies)","60","50","29760","26350"
"In post","2021","Undeclared","Greater Manchester","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Public Health England","40","30","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Greater Manchester","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Defence Equipment and Support","50","50","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Defence Science and Technology Laboratory","110","110","43890","46080"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Department for Work and Pensions (excl. agencies)","120","100","25000","27570"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","HM Courts and Tribunals Service","60","60","25950","21180"
"In post","2021","Undeclared","Hampshire and Isle of Wight","HM Prison and Probation Service","110","100","29780","30380"
"In post","2021","Undeclared","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","110","100","31180","28130"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Home Office (incl. agencies)","90","90","28740","27370"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Maritime and Coastguard Agency","70","70","38700","38650"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Ministry of Defence (excl. agencies)","630","610","34520","33300"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Hampshire and Isle of Wight","United Kingdom Statistics Authority","90","70","26450","21020"
"In post","2021","Undeclared","Hampshire and Isle of Wight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions (excl. agencies)","90","80","24450","26120"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","HM Prison and Probation Service","110","110","31190","31420"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Scottish Courts and Tribunals Service","80","70","25690","22820"
"In post","2021","Undeclared","Highlands and Islands","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Highlands and Islands","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Cabinet Office (excl. agencies)","90","80","50060","54700"
"In post","2021","Undeclared","Inner London - East","Competition and Markets Authority","50","50","60970","58010"
"In post","2021","Undeclared","Inner London - East","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Department for Work and Pensions (excl. agencies)","230","210","29350","31060"
"In post","2021","Undeclared","Inner London - East","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","HM Courts and Tribunals Service","80","80","29100","24130"
"In post","2021","Undeclared","Inner London - East","HM Prison and Probation Service","130","130","34970","33480"
"In post","2021","Undeclared","Inner London - East","HM Revenue and Customs (excl. agencies)","200","190","44510","39800"
"In post","2021","Undeclared","Inner London - East","Home Office (incl. agencies)","70","60","34380","30410"
"In post","2021","Undeclared","Inner London - East","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Medicines and Healthcare Products Regulatory Agency","110","100","52700","53360"
"In post","2021","Undeclared","Inner London - East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Ministry of Justice (excl. agencies)","90","90","47320","40850"
"In post","2021","Undeclared","Inner London - East","National Crime Agency","100","100","41020","39840"
"In post","2021","Undeclared","Inner London - East","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - East","Public Health England","240","210","48020","40470"
"In post","2021","Undeclared","Inner London - East","Valuation Office Agency","40","40","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Cabinet Office (excl. agencies)","320","320","51010","54700"
"In post","2021","Undeclared","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Crown Prosecution Service","60","60","47640","50520"
"In post","2021","Undeclared","Inner London - West","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Department for Business, Energy and Industrial Strategy (excl. agencies)","470","460","50440","53380"
"In post","2021","Undeclared","Inner London - West","Department for Digital, Culture, Media and Sport","100","100","48970","51730"
"In post","2021","Undeclared","Inner London - West","Department for Education (excl. agencies)","160","150","49630","53420"
"In post","2021","Undeclared","Inner London - West","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","42450","38750"
"In post","2021","Undeclared","Inner London - West","Department for International Trade","120","120","45430","40030"
"In post","2021","Undeclared","Inner London - West","Department for Transport (excl. agencies)","230","230","49590","45990"
"In post","2021","Undeclared","Inner London - West","Department for Work and Pensions (excl. agencies)","190","180","39440","36650"
"In post","2021","Undeclared","Inner London - West","Department of Health and Social Care (excl. agencies)","50","50","47520","44690"
"In post","2021","Undeclared","Inner London - West","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Food Standards Agency","70","70","42730","40960"
"In post","2021","Undeclared","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","320","320","49560","44110"
"In post","2021","Undeclared","Inner London - West","Government Actuary's Department","30","30","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Government Legal Department","160","150","55390","52730"
"In post","2021","Undeclared","Inner London - West","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","HM Courts and Tribunals Service","250","240","33460","26410"
"In post","2021","Undeclared","Inner London - West","HM Prison and Probation Service","120","120","42610","36240"
"In post","2021","Undeclared","Inner London - West","HM Revenue and Customs (excl. agencies)","310","290","47400","41760"
"In post","2021","Undeclared","Inner London - West","HM Treasury (excl. agencies)","260","250","44400","38000"
"In post","2021","Undeclared","Inner London - West","Home Office (incl. agencies)","530","510","47000","42410"
"In post","2021","Undeclared","Inner London - West","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Ministry of Defence (excl. agencies)","380","380","46060","44500"
"In post","2021","Undeclared","Inner London - West","Ministry of Housing, Communities and Local Government (excl. agencies)","150","150","46650","46060"
"In post","2021","Undeclared","Inner London - West","Ministry of Justice (excl. agencies)","200","200","45480","40000"
"In post","2021","Undeclared","Inner London - West","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","National Savings and Investments","40","40","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","UK Space Agency","40","40","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inner London - West","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Department for Work and Pensions (excl. agencies)","140","130","28610","29290"
"In post","2021","Undeclared","Kent","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Undeclared","Kent","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","HM Prison and Probation Service","180","160","32470","31300"
"In post","2021","Undeclared","Kent","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Undeclared","Kent","Home Office (incl. agencies)","400","350","28380","27370"
"In post","2021","Undeclared","Kent","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Kent","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Department for Work and Pensions (excl. agencies)","570","510","27130","27570"
"In post","2021","Undeclared","Lancashire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Undeclared","Lancashire","HM Land Registry","30","20","[c]","[c]"
"In post","2021","Undeclared","Lancashire","HM Prison and Probation Service","160","150","30680","31180"
"In post","2021","Undeclared","Lancashire","HM Revenue and Customs (excl. agencies)","190","170","27120","25560"
"In post","2021","Undeclared","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Lancashire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","130","110","25320","27570"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","120","110","22560","20100"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","170","160","30440","28220"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Home Office (incl. agencies)","30","30","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
