"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Kent","SEO/HEO","60","50","36030","33900"
"In post","2022","Human Resources","Lancashire","AA/AO","90","80","21270","21260"
"In post","2022","Human Resources","Lancashire","EO","120","110","27150","26930"
"In post","2022","Human Resources","Lancashire","G6/G7","40","40","[c]","[c]"
"In post","2022","Human Resources","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lancashire","SEO/HEO","70","70","35400","34290"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","EO","60","60","26270","25660"
"In post","2022","Human Resources","Merseyside","G6/G7","80","80","55980","55030"
"In post","2022","Human Resources","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Merseyside","SEO/HEO","180","170","34420","33130"
"In post","2022","Human Resources","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","EO","40","40","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","G6/G7","60","50","54140","54950"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","SEO/HEO","140","130","34700","33680"
"In post","2022","Human Resources","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","EO","50","50","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","G6/G7","120","120","63060","62120"
"In post","2022","Human Resources","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - South","SEO/HEO","180","170","40190","41950"
"In post","2022","Human Resources","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","EO","40","30","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outer London - West and North West","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Human Resources","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Shropshire and Staffordshire","SEO/HEO","70","60","35980","33950"
"In post","2022","Human Resources","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","EO","40","40","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","G6/G7","50","50","54850","52070"
"In post","2022","Human Resources","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South Yorkshire","SEO/HEO","100","100","33950","32770"
"In post","2022","Human Resources","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Surrey, East and West Sussex","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Tees Valley and Durham","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","AA/AO","310","290","21660","21380"
"In post","2022","Human Resources","West Central Scotland","EO","70","70","27320","26670"
"In post","2022","Human Resources","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Central Scotland","SEO/HEO","100","100","35090","33370"
"In post","2022","Human Resources","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","EO","30","30","[c]","[c]"
"In post","2022","Human Resources","West Midlands","G6/G7","50","50","[c]","[c]"
"In post","2022","Human Resources","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands","SEO/HEO","110","110","35560","34240"
"In post","2022","Human Resources","West Wales and The Valleys","AA/AO","40","30","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","EO","70","70","26730","26470"
"In post","2022","Human Resources","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Wales and The Valleys","SEO/HEO","150","150","35800","33350"
"In post","2022","Human Resources","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","EO","70","60","25800","26130"
"In post","2022","Human Resources","West Yorkshire","G6/G7","130","120","55330","54160"
"In post","2022","Human Resources","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Yorkshire","SEO/HEO","190","180","34880","34290"
"In post","2022","Human Resources","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Derbyshire and Nottinghamshire","G6/G7","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","Derbyshire and Nottinghamshire","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Wales","G6/G7","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Wales and The Valleys","G6/G7","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Anglia","EO","150","140","26850","26670"
"In post","2022","Intelligence Analysis","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Anglia","SEO/HEO","210","210","35250","33300"
"In post","2022","Intelligence Analysis","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","EO","50","50","27280","26770"
"In post","2022","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Greater Manchester","EO","140","140","26120","25310"
"In post","2022","Intelligence Analysis","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Greater Manchester","SEO/HEO","60","60","33500","32190"
"In post","2022","Intelligence Analysis","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Hampshire and Isle of Wight","EO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - East","EO","40","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - East","G6/G7","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - East","SEO/HEO","70","60","40200","37930"
"In post","2022","Intelligence Analysis","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - West","EO","50","50","31750","30920"
"In post","2022","Intelligence Analysis","Inner London - West","G6/G7","100","100","60550","59010"
"In post","2022","Intelligence Analysis","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Inner London - West","SEO/HEO","300","290","41110","40920"
"In post","2022","Intelligence Analysis","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Kent","EO","220","210","26300","26410"
"In post","2022","Intelligence Analysis","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Kent","SEO/HEO","60","60","33250","31690"
"In post","2022","Intelligence Analysis","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","EO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Lincolnshire","EO","50","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Merseyside","EO","50","50","25690","25130"
"In post","2022","Intelligence Analysis","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Merseyside","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - South","EO","80","70","29340","28810"
"In post","2022","Intelligence Analysis","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - South","SEO/HEO","60","60","38010","36130"
"In post","2022","Intelligence Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - West and North West","EO","280","260","29730","29250"
"In post","2022","Intelligence Analysis","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Outer London - West and North West","SEO/HEO","130","130","38530","36980"
"In post","2022","Intelligence Analysis","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Overseas","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
