"Status","Year","Function_of_post","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Glasgow City","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","Declared non-disabled","80","80","42160","48350"
"In post","2021","Analysis","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","Unknown","40","40","[c]","[c]"
"In post","2021","Analysis","Leicester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Declared non-disabled","60","50","41240","38630"
"In post","2021","Analysis","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","Declared non-disabled","140","140","39220","38630"
"In post","2021","Analysis","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","Unknown","50","40","[c]","[c]"
"In post","2021","Analysis","Medway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","Declared disabled","90","80","36790","36030"
"In post","2021","Analysis","Monmouthshire and Newport","Declared non-disabled","530","500","38830","36840"
"In post","2021","Analysis","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","Unknown","410","400","33140","29540"
"In post","2021","Analysis","North Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Analysis","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","Declared non-disabled","90","90","45600","45290"
"In post","2021","Analysis","Sheffield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","Declared disabled","50","50","37950","37020"
"In post","2021","Analysis","South Hampshire","Declared non-disabled","220","200","39970","37020"
"In post","2021","Analysis","South Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","Unknown","170","160","33810","29540"
"In post","2021","Analysis","South Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","Declared non-disabled","230","220","32550","29750"
"In post","2021","Analysis","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","Unknown","90","90","39600","37280"
"In post","2021","Analysis","Swansea","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","Declared disabled","50","40","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","Declared non-disabled","510","490","51660","51890"
"In post","2021","Analysis","Tower Hamlets","Undeclared","40","40","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","Unknown","90","90","48440","42000"
"In post","2021","Analysis","Tyneside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","Declared disabled","160","160","46710","42470"
"In post","2021","Analysis","Westminster","Declared non-disabled","1580","1540","47590","44500"
"In post","2021","Analysis","Westminster","Undeclared","190","180","44800","42470"
"In post","2021","Analysis","Westminster","Unknown","560","550","44730","40050"
"In post","2021","Analysis","Wiltshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","Declared non-disabled","70","70","37200","37320"
"In post","2021","Analysis","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wirral","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wirral","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","Declared non-disabled","60","50","37740","31440"
"In post","2021","Analysis","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Armagh City, Banbridge and Craigavon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Armagh City, Banbridge and Craigavon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared disabled","70","70","42950","40580"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Declared non-disabled","430","420","42000","39860"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","40","40","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","100","90","53550","44990"
"In post","2021","Commercial","Bedford","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedford","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Commercial","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Declared non-disabled","90","90","35500","34710"
"In post","2021","Commercial","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Declared non-disabled","140","130","33990","33300"
"In post","2021","Commercial","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
