"Status","Year","Responsibility_level","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","No function","30","30","[c]","[c]"
"In post","2021","SCS","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Commercial","50","40","[c]","[c]"
"In post","2021","SCS","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","No function","100","90","93830","91510"
"In post","2021","SCS","North West (England)","Project Delivery","30","30","[c]","[c]"
"In post","2021","SCS","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","Unknown","60","50","89840","85000"
"In post","2021","SCS","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","No function","240","240","86720","76330"
"In post","2021","SCS","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","Unknown","220","220","89620","83230"
"In post","2021","SCS","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","No function","60","60","101030","1e+05"
"In post","2021","SCS","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Commercial","50","50","[c]","[c]"
"In post","2021","SCS","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Finance","30","30","[c]","[c]"
"In post","2021","SCS","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","No function","90","90","99200","94720"
"In post","2021","SCS","South West (England)","Project Delivery","110","100","96070","90400"
"In post","2021","SCS","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","No function","40","40","[c]","[c]"
"In post","2021","SCS","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","Unknown","180","180","89590","81760"
"In post","2021","SCS","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","No function","110","100","100180","96990"
"In post","2021","SCS","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Commercial","40","40","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","No function","100","100","91120","82220"
"In post","2021","SCS","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","Unknown","60","50","83730","77800"
"In post","2021","SEO/HEO","East Midlands (England)","Analysis","30","30","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","Commercial","70","70","40260","39620"
"In post","2021","SEO/HEO","East Midlands (England)","Communications","190","180","33420","31810"
"In post","2021","SEO/HEO","East Midlands (England)","Counter Fraud","250","240","34300","31870"
"In post","2021","SEO/HEO","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","Digital, Data & Technology","170","160","37670","36740"
"In post","2021","SEO/HEO","East Midlands (England)","Finance","100","90","35490","33310"
"In post","2021","SEO/HEO","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","Human Resources","260","240","35090","33300"
"In post","2021","SEO/HEO","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","Legal","140","130","36040","34480"
"In post","2021","SEO/HEO","East Midlands (England)","No function","2320","2190","36210","34000"
"In post","2021","SEO/HEO","East Midlands (England)","Project Delivery","400","380","35690","35000"
"In post","2021","SEO/HEO","East Midlands (England)","Property","190","190","36720","36180"
"In post","2021","SEO/HEO","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","Unknown","560","530","34820","33300"
"In post","2021","SEO/HEO","East of England","Analysis","220","200","33220","31810"
"In post","2021","SEO/HEO","East of England","Commercial","220","210","37710","36970"
"In post","2021","SEO/HEO","East of England","Communications","40","40","[c]","[c]"
"In post","2021","SEO/HEO","East of England","Counter Fraud","150","140","34250","32100"
"In post","2021","SEO/HEO","East of England","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East of England","Digital, Data & Technology","320","310","35520","34800"
"In post","2021","SEO/HEO","East of England","Finance","200","190","37400","37000"
"In post","2021","SEO/HEO","East of England","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East of England","Human Resources","100","90","37480","35820"
"In post","2021","SEO/HEO","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East of England","Legal","140","130","37500","38000"
"In post","2021","SEO/HEO","East of England","No function","1470","1380","37770","36480"
"In post","2021","SEO/HEO","East of England","Project Delivery","580","560","36480","36210"
"In post","2021","SEO/HEO","East of England","Property","250","240","36760","34610"
"In post","2021","SEO/HEO","East of England","Security","100","90","45350","41370"
"In post","2021","SEO/HEO","East of England","Unknown","1270","1230","35840","34290"
"In post","2021","SEO/HEO","London","Analysis","1570","1550","37890","36160"
"In post","2021","SEO/HEO","London","Commercial","590","580","41320","40650"
"In post","2021","SEO/HEO","London","Communications","1160","1140","38830","38750"
"In post","2021","SEO/HEO","London","Counter Fraud","1050","1020","38390","36580"
"In post","2021","SEO/HEO","London","Debt","40","30","[c]","[c]"
"In post","2021","SEO/HEO","London","Digital, Data & Technology","1380","1350","39160","39030"
"In post","2021","SEO/HEO","London","Finance","1080","1060","39300","39210"
"In post","2021","SEO/HEO","London","Human Resources","1140","1120","38420","37640"
"In post","2021","SEO/HEO","London","Internal Audit","100","90","44750","45200"
"In post","2021","SEO/HEO","London","Legal","750","720","38870","38580"
"In post","2021","SEO/HEO","London","No function","15140","14810","37320","36240"
"In post","2021","SEO/HEO","London","Project Delivery","1840","1800","38690","38600"
"In post","2021","SEO/HEO","London","Property","500","480","40060","37550"
"In post","2021","SEO/HEO","London","Security","400","390","41170","39220"
"In post","2021","SEO/HEO","London","Unknown","7220","7020","39290","38560"
"In post","2021","SEO/HEO","North East (England)","Analysis","30","30","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Commercial","50","50","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Communications","460","440","33210","31810"
"In post","2021","SEO/HEO","North East (England)","Counter Fraud","240","230","33640","31810"
"In post","2021","SEO/HEO","North East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Digital, Data & Technology","460","440","34910","33840"
"In post","2021","SEO/HEO","North East (England)","Finance","220","210","35070","34120"
"In post","2021","SEO/HEO","North East (England)","Grants Management","50","50","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Human Resources","190","180","34120","32960"
"In post","2021","SEO/HEO","North East (England)","Internal Audit","30","30","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Legal","140","130","36060","37420"
"In post","2021","SEO/HEO","North East (England)","No function","1890","1780","35230","33840"
"In post","2021","SEO/HEO","North East (England)","Project Delivery","620","580","35220","36460"
"In post","2021","SEO/HEO","North East (England)","Property","160","140","35870","33300"
"In post","2021","SEO/HEO","North East (England)","Security","50","50","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","Unknown","1570","1470","34170","33180"
"In post","2021","SEO/HEO","North West (England)","Analysis","230","220","35100","32780"
"In post","2021","SEO/HEO","North West (England)","Commercial","360","350","35650","35290"
"In post","2021","SEO/HEO","North West (England)","Communications","300","290","33420","31810"
"In post","2021","SEO/HEO","North West (England)","Counter Fraud","770","730","34280","31810"
"In post","2021","SEO/HEO","North West (England)","Debt","30","30","[c]","[c]"
"In post","2021","SEO/HEO","North West (England)","Digital, Data & Technology","490","470","34850","34800"
"In post","2021","SEO/HEO","North West (England)","Finance","290","280","35910","35130"
"In post","2021","SEO/HEO","North West (England)","Grants Management","90","80","32600","30840"
"In post","2021","SEO/HEO","North West (England)","Human Resources","490","470","35280","33560"
"In post","2021","SEO/HEO","North West (England)","Internal Audit","40","40","[c]","[c]"
"In post","2021","SEO/HEO","North West (England)","Legal","400","370","36140","34500"
"In post","2021","SEO/HEO","North West (England)","No function","4410","4190","36220","34710"
"In post","2021","SEO/HEO","North West (England)","Project Delivery","950","910","35260","35000"
"In post","2021","SEO/HEO","North West (England)","Property","220","210","35980","33620"
"In post","2021","SEO/HEO","North West (England)","Security","80","80","36220","34270"
"In post","2021","SEO/HEO","North West (England)","Unknown","3840","3680","34040","32740"
"In post","2021","SEO/HEO","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Counter Fraud","170","160","33940","31810"
"In post","2021","SEO/HEO","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","No function","470","460","34810","31810"
"In post","2021","SEO/HEO","Northern Ireland","Project Delivery","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Property","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Northern Ireland","Unknown","100","90","35160","33900"
"In post","2021","SEO/HEO","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Overseas","No function","790","790","39950","34770"
"In post","2021","SEO/HEO","Overseas","Project Delivery","120","120","40640","41010"
"In post","2021","SEO/HEO","Overseas","Property","140","130","38110","38080"
"In post","2021","SEO/HEO","Overseas","Security","100","100","35140","34350"
"In post","2021","SEO/HEO","Overseas","Unknown","330","330","41880","41600"
"In post","2021","SEO/HEO","Scotland","Analysis","40","30","[c]","[c]"
"In post","2021","SEO/HEO","Scotland","Commercial","180","180","37950","38500"
"In post","2021","SEO/HEO","Scotland","Communications","100","100","35400","35000"
"In post","2021","SEO/HEO","Scotland","Counter Fraud","350","330","33680","31810"
"In post","2021","SEO/HEO","Scotland","Debt","50","50","32910","31810"
"In post","2021","SEO/HEO","Scotland","Digital, Data & Technology","370","370","36850","35720"
"In post","2021","SEO/HEO","Scotland","Finance","220","210","36950","36780"
"In post","2021","SEO/HEO","Scotland","Human Resources","280","270","36310","35230"
"In post","2021","SEO/HEO","Scotland","Internal Audit","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Scotland","Legal","710","670","43360","40970"
"In post","2021","SEO/HEO","Scotland","No function","2930","2740","37630","35000"
"In post","2021","SEO/HEO","Scotland","Project Delivery","750","720","35740","33930"
"In post","2021","SEO/HEO","Scotland","Property","310","300","38920","38450"
"In post","2021","SEO/HEO","Scotland","Security","60","60","45750","44130"
"In post","2021","SEO/HEO","Scotland","Unknown","5700","5450","38050","36540"
"In post","2021","SEO/HEO","South East (England)","Analysis","490","470","33610","34020"
"In post","2021","SEO/HEO","South East (England)","Commercial","330","320","38600","38160"
"In post","2021","SEO/HEO","South East (England)","Communications","150","150","36060","36030"
"In post","2021","SEO/HEO","South East (England)","Counter Fraud","180","170","34940","32690"
"In post","2021","SEO/HEO","South East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","South East (England)","Digital, Data & Technology","450","430","36400","36030"
"In post","2021","SEO/HEO","South East (England)","Finance","470","440","37580","35300"
"In post","2021","SEO/HEO","South East (England)","Grants Management","50","50","[c]","[c]"
"In post","2021","SEO/HEO","South East (England)","Human Resources","230","220","37030","35900"
"In post","2021","SEO/HEO","South East (England)","Internal Audit","50","50","38090","36720"
"In post","2021","SEO/HEO","South East (England)","Legal","210","190","38780","40000"
"In post","2021","SEO/HEO","South East (England)","No function","3060","2920","37240","36730"
"In post","2021","SEO/HEO","South East (England)","Project Delivery","1250","1210","36170","35480"
"In post","2021","SEO/HEO","South East (England)","Property","440","430","37900","36460"
"In post","2021","SEO/HEO","South East (England)","Security","260","250","40280","36410"
"In post","2021","SEO/HEO","South East (England)","Unknown","2150","2060","35720","33900"
"In post","2021","SEO/HEO","South West (England)","Analysis","280","260","34880","35900"
"In post","2021","SEO/HEO","South West (England)","Commercial","630","610","37500","37420"
"In post","2021","SEO/HEO","South West (England)","Communications","190","180","35380","35000"
"In post","2021","SEO/HEO","South West (England)","Counter Fraud","170","160","34600","31840"
"In post","2021","SEO/HEO","South West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","South West (England)","Digital, Data & Technology","1270","1220","38190","38450"
"In post","2021","SEO/HEO","South West (England)","Finance","570","540","37090","36520"
"In post","2021","SEO/HEO","South West (England)","Grants Management","60","50","32680","31200"
"In post","2021","SEO/HEO","South West (England)","Human Resources","390","360","35270","33300"
"In post","2021","SEO/HEO","South West (England)","Internal Audit","70","60","40700","40580"
"In post","2021","SEO/HEO","South West (England)","Legal","180","170","36750","37420"
"In post","2021","SEO/HEO","South West (England)","No function","3820","3610","35690","35040"
"In post","2021","SEO/HEO","South West (England)","Project Delivery","6090","5870","36140","36310"
"In post","2021","SEO/HEO","South West (England)","Property","620","600","36060","34610"
"In post","2021","SEO/HEO","South West (England)","Security","120","120","38140","35840"
"In post","2021","SEO/HEO","South West (England)","Unknown","1730","1650","36710","34290"
"In post","2021","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","No function","480","480","33290","32000"
"In post","2021","SEO/HEO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Security","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Unknown","180","170","35270","35090"
"In post","2021","SEO/HEO","Wales","Analysis","630","610","33580","33020"
"In post","2021","SEO/HEO","Wales","Commercial","180","170","35950","34800"
"In post","2021","SEO/HEO","Wales","Communications","320","310","33590","31810"
"In post","2021","SEO/HEO","Wales","Counter Fraud","180","160","33650","31810"
"In post","2021","SEO/HEO","Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Wales","Digital, Data & Technology","990","970","38440","38000"
"In post","2021","SEO/HEO","Wales","Finance","150","140","37100","36240"
"In post","2021","SEO/HEO","Wales","Human Resources","330","320","34250","32180"
"In post","2021","SEO/HEO","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Wales","Legal","180","160","36300","37780"
"In post","2021","SEO/HEO","Wales","No function","2400","2280","35110","33350"
"In post","2021","SEO/HEO","Wales","Project Delivery","290","280","35670","34460"
"In post","2021","SEO/HEO","Wales","Property","200","190","36350","33320"
"In post","2021","SEO/HEO","Wales","Security","70","70","35970","33300"
"In post","2021","SEO/HEO","Wales","Unknown","3170","3000","39480","37410"
"In post","2021","SEO/HEO","West Midlands (England)","Analysis","40","40","[c]","[c]"
"In post","2021","SEO/HEO","West Midlands (England)","Commercial","160","160","38990","38210"
"In post","2021","SEO/HEO","West Midlands (England)","Communications","160","150","35310","32270"
"In post","2021","SEO/HEO","West Midlands (England)","Counter Fraud","330","310","34360","31810"
"In post","2021","SEO/HEO","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","West Midlands (England)","Digital, Data & Technology","510","490","35790","35640"
"In post","2021","SEO/HEO","West Midlands (England)","Finance","230","220","36580","36570"
"In post","2021","SEO/HEO","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","West Midlands (England)","Human Resources","190","180","36720","36260"
"In post","2021","SEO/HEO","West Midlands (England)","Internal Audit","30","30","[c]","[c]"
"In post","2021","SEO/HEO","West Midlands (England)","Legal","210","200","37160","38000"
"In post","2021","SEO/HEO","West Midlands (England)","No function","2930","2810","36260","35000"
"In post","2021","SEO/HEO","West Midlands (England)","Project Delivery","490","470","35770","35900"
"In post","2021","SEO/HEO","West Midlands (England)","Property","250","230","36780","34610"
"In post","2021","SEO/HEO","West Midlands (England)","Security","70","70","38200","37770"
"In post","2021","SEO/HEO","West Midlands (England)","Unknown","1160","1100","34450","33300"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Analysis","150","140","35910","33880"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Commercial","240","230","36400","36820"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Communications","210","210","33710","31810"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Counter Fraud","380","360","34010","31810"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Debt","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Digital, Data & Technology","400","380","34680","33300"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Finance","280","270","34740","36500"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Grants Management","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Human Resources","230","220","35670","35290"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Internal Audit","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Legal","240","230","34820","34480"
"In post","2021","SEO/HEO","Yorkshire and The Humber","No function","3140","2980","35870","35310"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Project Delivery","330","310","34680","35000"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Property","300","280","35790","33300"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Security","220","210","37460","33630"
"In post","2021","SEO/HEO","Yorkshire and The Humber","Unknown","2750","2590","34570","33820"
"In post","2021","Unknown","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","No function","960","880","29380","28200"
"In post","2021","Unknown","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","No function","1010","920","28550","28200"
"In post","2021","Unknown","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","No function","1550","1490","33490","32090"
"In post","2021","Unknown","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","50","50","[c]","[c]"
"In post","2021","Unknown","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","No function","700","650","29200","28200"
"In post","2021","Unknown","North East (England)","Security","[c]","[c]","[c]","[c]"
