"Status","Year","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Greater Manchester","90","90","40360","36780"
"In post","2021","Digital, Data & Technology","Department for Education","Inner London - West","90","90","45800","45040"
"In post","2021","Digital, Data & Technology","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","South Yorkshire","130","120","35670","32300"
"In post","2021","Digital, Data & Technology","Department for Education","Tees Valley and Durham","80","80","37130","37100"
"In post","2021","Digital, Data & Technology","Department for Education","West Midlands","220","210","40100","36960"
"In post","2021","Digital, Data & Technology","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","90","80","41520","36970"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cheshire","80","80","45110","48370"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Anglia","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","45780","48370"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","50","50","43160","35900"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Inner London - West","100","100","48400","42540"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North Yorkshire","60","60","44120","47590"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Inner London - West","120","120","46630","43000"
"In post","2021","Digital, Data & Technology","Department for Transport","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Derbyshire and Nottinghamshire","90","90","38800","39060"
"In post","2021","Digital, Data & Technology","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Hampshire and Isle of Wight","110","110","38490","34040"
"In post","2021","Digital, Data & Technology","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Inner London - West","90","80","43470","42470"
"In post","2021","Digital, Data & Technology","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","West Wales and The Valleys","780","770","39730","37300"
"In post","2021","Digital, Data & Technology","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Merseyside","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Inner London - East","100","100","46540","41310"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Inner London - West","130","120","45860","40650"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","North Yorkshire","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","110","100","44010","40670"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Inner London - West","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Southern Scotland","230","220","39500","33930"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","520","490","38110","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","East Wales","100","90","34460","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Eastern Scotland","60","60","37460","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Essex","290","270","37810","35000"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","38530","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Greater Manchester","200","200","39220","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Inner London - East","170","170","47330","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Inner London - West","70","70","47240","36670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Merseyside","90","90","37130","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Northumberland and Tyne and Wear","560","540","39620","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outer London - South","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Shropshire and Staffordshire","330","320","42710","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Surrey, East and West Sussex","180","170","37690","33200"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","West Central Scotland","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","West Midlands","70","60","35250","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","West Yorkshire","330","320","36660","31810"
"In post","2021","Digital, Data & Technology","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Inner London - West","60","60","51360","48700"
"In post","2021","Digital, Data & Technology","HM Treasury","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Dorset and Somerset","210","200","38230","35340"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Anglia","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","300","290","35940","33300"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Hampshire and Isle of Wight","110","110","29050","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Shropshire and Staffordshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Inner London - West","80","80","49940","53130"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Inner London - East","140","140","49740","47590"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Inner London - West","460","450","51790","52850"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","South Yorkshire","100","90","53160","53230"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Midlands","70","70","42920","44590"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Cheshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Inner London - East","90","90","47310","43420"
"In post","2021","Digital, Data & Technology","National Crime Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Inner London - West","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Inner London - East","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","East Anglia","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Merseyside","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Eastern Scotland","200","190","39130","35680"
"In post","2021","Digital, Data & Technology","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
