"Status","Year","Region_ITL2","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","Unknown","360","350","26090","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","No function","40","40","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","No function","50","50","22680","22350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Prison and Probation Service","No function","250","230","22070","22850"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Communications","130","130","26550","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Debt","40","30","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Public Health England","No function","70","60","34340","29980"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Animal and Plant Health Agency","No function","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Work and Pensions (excl. agencies)","Unknown","320","310","24480","27570"
"New entrant CS","2021","Devon","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Land Registry","Digital, Data & Technology","60","60","30640","27130"
"New entrant CS","2021","Devon","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Land Registry","No function","30","30","[c]","[c]"
"New entrant CS","2021","Devon","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Prison and Probation Service","No function","170","160","22800","22850"
"New entrant CS","2021","Devon","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Insolvency Service","No function","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","Digital, Data & Technology","60","60","31110","30930"
"New entrant CS","2021","Devon","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Met Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence (excl. agencies)","Security","30","30","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Public Health England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Valuation Office Agency","Property","50","50","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","Unknown","200","190","25580","27570"
"New entrant CS","2021","Dorset and Somerset","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Prison and Probation Service","No function","90","90","22980","22920"
"New entrant CS","2021","Dorset and Somerset","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Public Health England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","UK Hydrographic Office","No function","50","50","25680","20170"
"New entrant CS","2021","East Anglia","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","Unknown","440","430","26660","27570"
"New entrant CS","2021","East Anglia","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Courts and Tribunals Service","No function","70","70","19000","18880"
"New entrant CS","2021","East Anglia","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","No function","40","30","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Prison and Probation Service","No function","380","370","23590","22850"
"New entrant CS","2021","East Anglia","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence (excl. agencies)","Unknown","80","80","24620","20920"
"New entrant CS","2021","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Public Health England","No function","70","60","37490","30460"
"New entrant CS","2021","East Anglia","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","Unknown","260","250","25070","27570"
"New entrant CS","2021","East Wales","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","ESTYN","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Courts and Tribunals Service","No function","70","70","18670","18880"
"New entrant CS","2021","East Wales","HM Prison and Probation Service","No function","240","240","22520","22850"
"New entrant CS","2021","East Wales","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","No function","260","250","21070","20140"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Public Health England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Analysis","[c]","[c]","[c]","[c]"
