"Status","Year","Ethnicity","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Inner London - West","130","120","43580","38640"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
