"Status","Year","Organisation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland Office","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","No function","60","60","37970","34990"
"In post","2021","Northern Ireland Office","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Inner London - West","Unknown","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","No function","150","140","45540","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","East Anglia","No function","100","100","62610","64500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","90","90","39150","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","No function","150","140","47150","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Finance","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Human Resources","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","No function","360","340","39700","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Analysis","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","No function","330","320","59850","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","North Yorkshire","No function","130","120","64490","70500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","No function","130","130","57580","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","East Wales","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Analysis","60","60","54980","52000"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Legal","60","60","64280","64980"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","No function","460","450","48390","42570"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","No function","400","400","33680","30950"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","No function","200","190","46050","40940"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","No function","130","120","57950","56370"
"In post","2021","Office of Rail and Road","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Derbyshire and Nottinghamshire","No function","400","370","21070","19570"
"In post","2021","Office of the Public Guardian","Inner London - East","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Inner London - West","No function","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","West Midlands","Legal","40","40","[c]","[c]"
"In post","2021","Office of the Public Guardian","West Midlands","No function","950","880","22080","19930"
"In post","2021","Office of the Scottish Charity Regulator","Eastern Scotland","Unknown","50","50","[c]","[c]"
"In post","2021","Planning Inspectorate","East Wales","No function","40","40","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","No function","690","630","44110","47660"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","No function","350","310","44580","40030"
"In post","2021","Public Health England","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Cumbria","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Derbyshire and Nottinghamshire","No function","160","150","43650","36330"
"In post","2021","Public Health England","Devon","No function","40","40","[c]","[c]"
"In post","2021","Public Health England","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","No function","310","280","42650","34530"
"In post","2021","Public Health England","East Wales","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Essex","No function","80","70","46700","38200"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","50","50","36830","29480"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1080","990","38160","34530"
"In post","2021","Public Health England","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Greater Manchester","No function","390","350","33850","27900"
"In post","2021","Public Health England","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Hampshire and Isle of Wight","No function","30","30","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Communications","40","40","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Human Resources","110","100","45170","40070"
"In post","2021","Public Health England","Inner London - East","No function","1630","1470","49970","41950"
"In post","2021","Public Health England","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Kent","No function","50","40","[c]","[c]"
"In post","2021","Public Health England","Lancashire","No function","50","40","[c]","[c]"
"In post","2021","Public Health England","Leicestershire, Rutland and Northamptonshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Merseyside","No function","110","100","45880","37490"
"In post","2021","Public Health England","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","North Yorkshire","No function","90","90","44420","37500"
"In post","2021","Public Health England","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Northumberland and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Northumberland and Tyne and Wear","No function","130","120","45640","38810"
"In post","2021","Public Health England","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","Finance","40","40","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Outer London - West and North West","No function","990","930","43070","38930"
"In post","2021","Public Health England","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","South Yorkshire","No function","60","50","37270","29480"
"In post","2021","Public Health England","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Surrey, East and West Sussex","No function","70","60","48420","46210"
"In post","2021","Public Health England","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Midlands","No function","450","400","41610","34530"
"In post","2021","Public Health England","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","West Yorkshire","No function","230","210","42670","36330"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Digital, Data & Technology","60","60","41780","36780"
"In post","2021","Registers of Scotland","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Human Resources","40","40","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","No function","760","730","31090","30080"
"In post","2021","Registers of Scotland","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","West Central Scotland","No function","170","160","32280","30080"
"In post","2021","Registers of Scotland","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Eastern Scotland","Unknown","60","50","43440","38540"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","1830","1830","37620","34460"
"In post","2021","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","160","150","28760","25190"
"In post","2021","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cheshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cheshire","Grants Management","100","90","24740","24920"
"In post","2021","Rural Payments Agency","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Cumbria","Communications","60","60","27240","25580"
"In post","2021","Rural Payments Agency","Cumbria","Grants Management","650","570","24000","21050"
"In post","2021","Rural Payments Agency","Cumbria","Project Delivery","40","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Derbyshire and Nottinghamshire","Grants Management","60","60","25370","25100"
"In post","2021","Rural Payments Agency","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Devon","Grants Management","180","170","26610","25190"
"In post","2021","Rural Payments Agency","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Anglia","Grants Management","50","40","[c]","[c]"
"In post","2021","Rural Payments Agency","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","30","30","[c]","[c]"
"In post","2021","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Grants Management","140","120","25060","24920"
"In post","2021","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Inner London - West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","North Yorkshire","Grants Management","140","140","26860","24920"
"In post","2021","Rural Payments Agency","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Northumberland and Tyne and Wear","Grants Management","260","240","25390","21050"
"In post","2021","Rural Payments Agency","Northumberland and Tyne and Wear","Project Delivery","40","40","[c]","[c]"
"In post","2021","Rural Payments Agency","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Surrey, East and West Sussex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Wales and The Valleys","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","West Yorkshire","Grants Management","50","50","25410","21050"
"In post","2021","Rural Payments Agency","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
