"Status","Year","Parent_department","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Legal","40","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Legal","50","50","50300","51470"
"In post","2022","Attorney General's Departments","South Yorkshire","Operational Delivery","80","70","25610","23720"
"In post","2022","Attorney General's Departments","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Legal","110","100","56280","57980"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Operational Delivery","80","80","27900","26970"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Legal","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Legal","270","250","52500","51470"
"In post","2022","Attorney General's Departments","West Midlands","Operational Delivery","210","200","26150","25480"
"In post","2022","Attorney General's Departments","West Midlands","Other","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Legal","50","40","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Legal","300","280","52980","51470"
"In post","2022","Attorney General's Departments","West Yorkshire","Operational Delivery","150","140","26330","25480"
"In post","2022","Attorney General's Departments","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","130","37200","33130"
"In post","2022","Cabinet Office","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Commercial","70","70","36510","38330"
"In post","2022","Cabinet Office","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Anglia","Unknown","90","90","51620","49700"
"In post","2022","Cabinet Office","East Wales","Commercial","70","60","34370","31250"
"In post","2022","Cabinet Office","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Unknown","80","80","41770","37300"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","230","220","55290","49700"
"In post","2022","Cabinet Office","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Unknown","380","370","45270","38890"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","Unknown","90","90","54630","52510"
"In post","2022","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Unknown","1020","1000","52370","54700"
"In post","2022","Cabinet Office","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Property","60","60","51990","54700"
"In post","2022","Cabinet Office","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - West","Unknown","5330","5270","49630","40930"
"In post","2022","Cabinet Office","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lancashire","Unknown","40","40","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Commercial","180","170","35560","38330"
"In post","2022","Cabinet Office","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Digital, Data and Technology","50","50","41340","38980"
"In post","2022","Cabinet Office","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Operational Delivery","80","80","35980","30420"
"In post","2022","Cabinet Office","Merseyside","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Unknown","100","90","51700","49700"
"In post","2022","Cabinet Office","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Yorkshire","Unknown","560","540","32910","32000"
"In post","2022","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","Unknown","460","430","29540","25550"
"In post","2022","Cabinet Office","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","South Yorkshire","Unknown","90","80","50450","49700"
"In post","2022","Cabinet Office","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","480","470","37420","32000"
"In post","2022","Cabinet Office","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Central Scotland","Unknown","250","250","42550","33410"
"In post","2022","Cabinet Office","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Finance","30","30","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Unknown","130","130","56490","49700"
"In post","2022","Cabinet Office","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Unknown","220","220","47390","40250"
"In post","2022","Chancellor's other departments","Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Finance","30","30","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Other","230","220","67370","60400"
"In post","2022","Chancellor's other departments","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Digital, Data and Technology","50","50","34430","29160"
"In post","2022","Charity Commission","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Operational Delivery","220","210","29360","27570"
"In post","2022","Charity Commission","Merseyside","Other","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","Project Delivery","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Communications","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Digital, Data and Technology","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Inner London - East","Economics","100","90","64300","59890"
"In post","2022","Competition and Markets Authority","Inner London - East","Human Resources","40","40","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Legal","140","130","68590","71370"
"In post","2022","Competition and Markets Authority","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Project Delivery","330","320","62430","57920"
"In post","2022","Competition and Markets Authority","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Inner London - East","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
