"Status","Year","Ethnicity","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Surrey, East and West Sussex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","White","Surrey, East and West Sussex","Home Office","530","460","28820","27370"
"In post","2021","White","Surrey, East and West Sussex","Ministry of Defence","210","200","26560","21580"
"In post","2021","White","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","White","Surrey, East and West Sussex","Ministry of Justice","1830","1700","30830","29920"
"In post","2021","White","Surrey, East and West Sussex","National Crime Agency","60","50","42010","40700"
"In post","2021","White","Tees Valley and Durham","Attorney General's Departments","90","80","38790","32520"
"In post","2021","White","Tees Valley and Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Department for Education","620","590","38300","36780"
"In post","2021","White","Tees Valley and Durham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Department for Transport","40","40","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Department for Work and Pensions","2040","1770","25180","27570"
"In post","2021","White","Tees Valley and Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","HM Land Registry","570","510","29030","27130"
"In post","2021","White","Tees Valley and Durham","HM Revenue and Customs","570","510","24250","21400"
"In post","2021","White","Tees Valley and Durham","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Home Office","930","800","24460","21430"
"In post","2021","White","Tees Valley and Durham","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","White","Tees Valley and Durham","Ministry of Justice","2920","2700","29320","27700"
"In post","2021","White","Tees Valley and Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Cabinet Office","120","120","41300","36460"
"In post","2021","White","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Department for Work and Pensions","590","550","30820","27570"
"In post","2021","White","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Ministry of Defence","160","150","31720","27370"
"In post","2021","White","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","National Crime Agency","70","70","45330","44460"
"In post","2021","White","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Department for Business, Energy and Industrial Strategy","80","70","32100","31020"
"In post","2021","White","West Central Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Department for Transport","90","90","35130","29730"
"In post","2021","White","West Central Scotland","Department for Work and Pensions","3560","3110","25270","27570"
"In post","2021","White","West Central Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","HM Revenue and Customs","2330","2070","28470","25560"
"In post","2021","White","West Central Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Home Office","700","650","27240","25040"
"In post","2021","White","West Central Scotland","Ministry of Defence","2180","2090","29950","26670"
"In post","2021","White","West Central Scotland","Ministry of Justice","410","380","25350","22570"
"In post","2021","White","West Central Scotland","National Crime Agency","50","50","37360","36410"
"In post","2021","White","West Central Scotland","Office of Gas and Electricity Markets","430","420","36910","31720"
"In post","2021","White","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","White","West Central Scotland","Scottish Government","3770","3590","38390","33650"
"In post","2021","White","West Midlands","Attorney General's Departments","300","280","40710","38000"
"In post","2021","White","West Midlands","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","White","West Midlands","Department for Business, Energy and Industrial Strategy","320","300","37430","35600"
"In post","2021","White","West Midlands","Department for Education","760","740","42720","37100"
"In post","2021","White","West Midlands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","White","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","West Midlands","Department for Transport","110","100","31120","27230"
"In post","2021","White","West Midlands","Department for Work and Pensions","2930","2540","26670","27570"
"In post","2021","White","West Midlands","Department of Health and Social Care","280","250","43040","37470"
"In post","2021","White","West Midlands","Food Standards Agency","60","60","37820","37350"
"In post","2021","White","West Midlands","HM Land Registry","190","170","31550","27130"
"In post","2021","White","West Midlands","HM Revenue and Customs","1470","1360","34020","31810"
"In post","2021","White","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","White","West Midlands","Home Office","500","460","29170","26160"
"In post","2021","White","West Midlands","Ministry of Defence","220","210","33410","32720"
"In post","2021","White","West Midlands","Ministry of Housing, Communities and Local Government","80","80","39470","36340"
"In post","2021","White","West Midlands","Ministry of Justice","1750","1620","27890","23430"
"In post","2021","White","West Midlands","National Crime Agency","320","320","38430","36740"
"In post","2021","White","West Midlands","Office for Standards in Education","120","120","57860","51360"
"In post","2021","White","West Midlands","Office of Qualifications and Examinations Regulation","200","200","47180","42000"
"In post","2021","White","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","White","West Midlands","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","White","West Midlands","Water Services Regulation Authority","110","110","53460","50220"
"In post","2021","White","West Wales and The Valleys","Attorney General's Departments","60","60","41000","36240"
"In post","2021","White","West Wales and The Valleys","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","170","160","27770","25190"
"In post","2021","White","West Wales and The Valleys","Department for Transport","5550","4890","26360","21590"
"In post","2021","White","West Wales and The Valleys","Department for Work and Pensions","3020","2670","25590","27570"
"In post","2021","White","West Wales and The Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","HM Land Registry","600","540","29300","27130"
"In post","2021","White","West Wales and The Valleys","HM Revenue and Customs","80","80","30670","25860"
"In post","2021","White","West Wales and The Valleys","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","Home Office","90","80","26830","25260"
"In post","2021","White","West Wales and The Valleys","Ministry of Defence","170","160","25240","21130"
"In post","2021","White","West Wales and The Valleys","Ministry of Justice","1210","1100","27570","24800"
"In post","2021","White","West Wales and The Valleys","National Crime Agency","50","50","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","White","West Wales and The Valleys","Welsh Government","2340","2210","38890","37410"
"In post","2021","White","West Yorkshire","Attorney General's Departments","330","310","42070","38000"
"In post","2021","White","West Yorkshire","Cabinet Office","70","70","45100","39530"
"In post","2021","White","West Yorkshire","Department for Business, Energy and Industrial Strategy","110","110","35250","34050"
"In post","2021","White","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","White","West Yorkshire","Department for Education","70","70","46960","49860"
"In post","2021","White","West Yorkshire","Department for Environment, Food and Rural Affairs","60","60","38930","36970"
"In post","2021","White","West Yorkshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","White","West Yorkshire","Department for Transport","190","170","30010","26780"
"In post","2021","White","West Yorkshire","Department for Work and Pensions","3000","2700","31310","27570"
"In post","2021","White","West Yorkshire","Department of Health and Social Care","700","660","44720","40760"
"In post","2021","White","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","White","West Yorkshire","HM Revenue and Customs","2600","2370","32720","31810"
"In post","2021","White","West Yorkshire","HM Treasury","30","30","[c]","[c]"
"In post","2021","White","West Yorkshire","Home Office","550","520","29420","26160"
"In post","2021","White","West Yorkshire","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","White","West Yorkshire","Ministry of Housing, Communities and Local Government","50","50","45130","38160"
"In post","2021","White","West Yorkshire","Ministry of Justice","3110","2880","29110","26810"
"In post","2021","White","West Yorkshire","National Crime Agency","130","130","37590","36740"
"In post","2021","White","West Yorkshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department for Work and Pensions","230","200","28520","28550"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Department of Health and Social Care","50","50","45100","40850"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Home Office","40","40","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Ministry of Defence","100","90","39600","37000"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Ministry of Justice","110","110","26680","25120"
"In post","2022","Asian","Bedfordshire and Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Bedfordshire and Hertfordshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","200","170","27920","29290"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","50","50","33870","28990"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","90","90","31460","28350"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","120","110","29250","27920"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Berkshire, Buckinghamshire and Oxfordshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cheshire","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cornwall and Isles of Scilly","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department for Work and Pensions","170","150","25550","27570"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","HM Revenue and Customs","420","400","32170","33080"
"In post","2022","Asian","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Ministry of Justice","130","120","28180","25120"
"In post","2022","Asian","Derbyshire and Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Derbyshire and Nottinghamshire","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Dorset and Somerset","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Department for Work and Pensions","50","40","26290","27570"
"In post","2022","Asian","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Home Office","170","140","22900","21680"
"In post","2022","Asian","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Ministry of Justice","70","70","30400","28140"
"In post","2022","Asian","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Business, Energy and Industrial Strategy","60","60","31790","30530"
"In post","2022","Asian","East Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","HM Revenue and Customs","150","140","28400","26820"
"In post","2022","Asian","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Ministry of Justice","30","30","[c]","[c]"
"In post","2022","Asian","East Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Scottish Government","[c]","[c]","[c]","[c]"
