"Status","Year","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Isle of Anglesey","Female","Heterosexual / straight","100","90","27150","26670"
"In post","2021","Isle of Anglesey","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Male","Heterosexual / straight","80","80","27840","26630"
"In post","2021","Isle of Anglesey","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Female","Heterosexual / straight","290","250","25540","25300"
"In post","2021","Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Isle of Wight","Female","Unknown","50","50","27450","27570"
"In post","2021","Isle of Wight","Male","Heterosexual / straight","340","330","28560","26810"
"In post","2021","Isle of Wight","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Male","Undeclared","50","50","29150","31410"
"In post","2021","Isle of Wight","Male","Unknown","90","80","30410","31650"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","Heterosexual / straight","280","270","31590","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","Unknown","110","100","31670","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","Heterosexual / straight","270","270","33670","33230"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","Unknown","100","90","32350","31470"
"In post","2021","Kent Thames Gateway","Female","Heterosexual / straight","500","470","29020","29290"
"In post","2021","Kent Thames Gateway","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Kent Thames Gateway","Female","Undeclared","70","60","29080","29290"
"In post","2021","Kent Thames Gateway","Female","Unknown","150","140","26630","27850"
"In post","2021","Kent Thames Gateway","Male","Heterosexual / straight","570","550","31500","31650"
"In post","2021","Kent Thames Gateway","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Kent Thames Gateway","Male","Unknown","210","210","30680","31300"
"In post","2021","Kingston upon Hull, City of","Female","Heterosexual / straight","730","620","27540","27130"
"In post","2021","Kingston upon Hull, City of","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Female","Undeclared","110","90","27730","27470"
"In post","2021","Kingston upon Hull, City of","Female","Unknown","210","180","26640","27080"
"In post","2021","Kingston upon Hull, City of","Male","Heterosexual / straight","610","580","28760","27370"
"In post","2021","Kingston upon Hull, City of","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Male","Undeclared","90","90","30890","27570"
"In post","2021","Kingston upon Hull, City of","Male","Unknown","180","160","27850","27570"
"In post","2021","Lambeth","Female","Heterosexual / straight","1820","1690","41770","37210"
"In post","2021","Lambeth","Female","LGBO","110","100","38340","36200"
"In post","2021","Lambeth","Female","Undeclared","270","250","41060","36330"
"In post","2021","Lambeth","Female","Unknown","400","360","46870","39560"
"In post","2021","Lambeth","Male","Heterosexual / straight","1190","1150","46040","40870"
"In post","2021","Lambeth","Male","LGBO","120","110","43160","36060"
"In post","2021","Lambeth","Male","Undeclared","140","140","45440","40070"
"In post","2021","Lambeth","Male","Unknown","340","340","44670","40170"
"In post","2021","Lancaster and Wyre","Female","Heterosexual / straight","440","390","27980","26670"
"In post","2021","Lancaster and Wyre","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Female","Undeclared","40","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Female","Unknown","100","90","25540","26670"
"In post","2021","Lancaster and Wyre","Male","Heterosexual / straight","330","320","29900","26810"
"In post","2021","Lancaster and Wyre","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Male","Unknown","80","80","28570","27570"
"In post","2021","Leeds","Female","Heterosexual / straight","3890","3540","32800","28590"
"In post","2021","Leeds","Female","LGBO","270","260","30800","28970"
"In post","2021","Leeds","Female","Undeclared","430","390","32130","27890"
"In post","2021","Leeds","Female","Unknown","1530","1410","32570","27570"
"In post","2021","Leeds","Male","Heterosexual / straight","3140","3050","34510","30980"
"In post","2021","Leeds","Male","LGBO","240","240","33910","30360"
"In post","2021","Leeds","Male","Undeclared","360","340","34320","31650"
"In post","2021","Leeds","Male","Unknown","1550","1510","31890","27570"
"In post","2021","Leicester","Female","Heterosexual / straight","980","860","27150","25440"
"In post","2021","Leicester","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Leicester","Female","Undeclared","140","120","26670","24680"
"In post","2021","Leicester","Female","Unknown","400","330","25120","22350"
"In post","2021","Leicester","Male","Heterosexual / straight","640","620","27620","26210"
"In post","2021","Leicester","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Leicester","Male","Undeclared","100","90","27710","27130"
"In post","2021","Leicester","Male","Unknown","280","260","25920","22350"
"In post","2021","Leicestershire CC and Rutland","Female","Heterosexual / straight","740","670","28050","25400"
"In post","2021","Leicestershire CC and Rutland","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","Female","Undeclared","100","90","26630","25400"
"In post","2021","Leicestershire CC and Rutland","Female","Unknown","170","150","27830","25750"
"In post","2021","Leicestershire CC and Rutland","Male","Heterosexual / straight","700","690","30530","27380"
"In post","2021","Leicestershire CC and Rutland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire CC and Rutland","Male","Undeclared","100","90","31620","28220"
"In post","2021","Leicestershire CC and Rutland","Male","Unknown","150","140","29340","27380"
"In post","2021","Lewisham and Southwark","Female","Heterosexual / straight","580","550","33460","31060"
"In post","2021","Lewisham and Southwark","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Lewisham and Southwark","Female","Undeclared","80","80","36390","31060"
"In post","2021","Lewisham and Southwark","Female","Unknown","100","100","36350","31060"
"In post","2021","Lewisham and Southwark","Male","Heterosexual / straight","380","370","32590","30410"
"In post","2021","Lewisham and Southwark","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Lewisham and Southwark","Male","Undeclared","60","50","33930","29570"
"In post","2021","Lewisham and Southwark","Male","Unknown","120","100","36620","32740"
"In post","2021","Lincolnshire","Female","Heterosexual / straight","1080","990","26400","25030"
"In post","2021","Lincolnshire","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Lincolnshire","Female","Undeclared","160","140","27560","26240"
"In post","2021","Lincolnshire","Female","Unknown","170","150","28050","27570"
"In post","2021","Lincolnshire","Male","Heterosexual / straight","1030","1010","29610","27570"
"In post","2021","Lincolnshire","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Lincolnshire","Male","Undeclared","140","140","31150","28210"
"In post","2021","Lincolnshire","Male","Unknown","170","160","28410","27570"
"In post","2021","Lisburn and Castlereagh","Female","Heterosexual / straight","150","140","26610","22460"
"In post","2021","Lisburn and Castlereagh","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Male","Heterosexual / straight","190","180","28090","24890"
"In post","2021","Lisburn and Castlereagh","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lisburn and Castlereagh","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Liverpool","Female","Heterosexual / straight","4510","4050","28300","25040"
"In post","2021","Liverpool","Female","LGBO","160","150","26820","25040"
"In post","2021","Liverpool","Female","Undeclared","390","340","28480","25040"
"In post","2021","Liverpool","Female","Unknown","900","800","28890","25560"
"In post","2021","Liverpool","Male","Heterosexual / straight","2980","2880","30100","25560"
"In post","2021","Liverpool","Male","LGBO","200","190","29570","25520"
"In post","2021","Liverpool","Male","Undeclared","350","340","29510","25570"
"In post","2021","Liverpool","Male","Unknown","740","700","30610","26670"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Heterosexual / straight","90","80","27950","27570"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Unknown","40","30","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Unknown","120","110","28480","26530"
"In post","2021","Luton","Female","Heterosexual / straight","240","220","25470","25040"
"In post","2021","Luton","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Luton","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Luton","Female","Unknown","50","50","25410","26670"
"In post","2021","Luton","Male","Heterosexual / straight","170","150","27530","27460"
"In post","2021","Luton","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Luton","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Luton","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Manchester","Female","Heterosexual / straight","3260","3040","33800","29360"
"In post","2021","Manchester","Female","LGBO","220","210","33200","29730"
"In post","2021","Manchester","Female","Undeclared","390","350","31940","27570"
"In post","2021","Manchester","Female","Unknown","850","780","31360","27570"
"In post","2021","Manchester","Male","Heterosexual / straight","2690","2620","35040","31250"
"In post","2021","Manchester","Male","LGBO","290","290","33080","27610"
"In post","2021","Manchester","Male","Undeclared","370","360","34850","31650"
"In post","2021","Manchester","Male","Unknown","920","890","32970","30820"
"In post","2021","Medway","Female","Heterosexual / straight","550","510","29600","29290"
"In post","2021","Medway","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Medway","Female","Undeclared","50","50","29940","29290"
"In post","2021","Medway","Female","Unknown","140","120","28940","29290"
"In post","2021","Medway","Male","Heterosexual / straight","440","430","33270","30680"
"In post","2021","Medway","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medway","Male","Undeclared","50","50","31940","29580"
"In post","2021","Medway","Male","Unknown","120","120","31920","31050"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","Heterosexual / straight","280","260","30200","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","Unknown","80","80","28520","30580"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","Heterosexual / straight","180","170","33950","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Mid and East Antrim","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","Female","Heterosexual / straight","370","330","29470","28200"
"In post","2021","Mid Kent","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Mid Kent","Female","Undeclared","50","50","30120","29290"
"In post","2021","Mid Kent","Female","Unknown","60","50","28800","28130"
"In post","2021","Mid Kent","Male","Heterosexual / straight","270","260","30430","29290"
"In post","2021","Mid Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","Male","Undeclared","40","30","[c]","[c]"
"In post","2021","Mid Kent","Male","Unknown","60","60","29680","29290"
"In post","2021","Mid Lancashire","Female","Heterosexual / straight","2100","1840","27960","25560"
"In post","2021","Mid Lancashire","Female","LGBO","90","80","27380","24800"
"In post","2021","Mid Lancashire","Female","Undeclared","290","240","27000","25560"
"In post","2021","Mid Lancashire","Female","Unknown","740","610","24670","21440"
"In post","2021","Mid Lancashire","Male","Heterosexual / straight","1460","1380","28850","26330"
"In post","2021","Mid Lancashire","Male","LGBO","80","70","27470","25560"
"In post","2021","Mid Lancashire","Male","Undeclared","210","200","27350","25560"
"In post","2021","Mid Lancashire","Male","Unknown","640","610","26050","21950"
"In post","2021","Milton Keynes","Female","Heterosexual / straight","710","660","31060","27570"
"In post","2021","Milton Keynes","Female","LGBO","70","60","29120","27570"
"In post","2021","Milton Keynes","Female","Undeclared","90","90","30700","27610"
"In post","2021","Milton Keynes","Female","Unknown","130","120","27400","27570"
"In post","2021","Milton Keynes","Male","Heterosexual / straight","840","820","34900","31810"
"In post","2021","Milton Keynes","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Milton Keynes","Male","Undeclared","90","80","35740","33390"
"In post","2021","Milton Keynes","Male","Unknown","260","260","31640","30400"
"In post","2021","Monmouthshire and Newport","Female","Heterosexual / straight","2010","1830","32320","29540"
"In post","2021","Monmouthshire and Newport","Female","LGBO","90","90","32020","29540"
"In post","2021","Monmouthshire and Newport","Female","Undeclared","120","110","31990","27570"
"In post","2021","Monmouthshire and Newport","Female","Unknown","870","790","29040","26920"
"In post","2021","Monmouthshire and Newport","Male","Heterosexual / straight","1410","1370","37340","34560"
"In post","2021","Monmouthshire and Newport","Male","LGBO","120","120","35370","30000"
"In post","2021","Monmouthshire and Newport","Male","Undeclared","140","130","37600","34070"
"In post","2021","Monmouthshire and Newport","Male","Unknown","820","800","36000","31620"
"In post","2021","Monmouthshire and Newport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Monmouthshire and Newport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Female","Heterosexual / straight","80","70","24760","21010"
"In post","2021","Na h-Eileanan Siar","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Male","Heterosexual / straight","50","50","27590","27570"
"In post","2021","Na h-Eileanan Siar","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Female","Heterosexual / straight","380","320","25860","25490"
"In post","2021","North and North East Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Female","Undeclared","60","50","25050","25490"
"In post","2021","North and North East Lincolnshire","Female","Unknown","100","90","24790","26440"
"In post","2021","North and North East Lincolnshire","Male","Heterosexual / straight","160","150","26950","26660"
"In post","2021","North and North East Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Male","Unknown","60","60","24280","22180"
"In post","2021","North and West Norfolk","Female","Heterosexual / straight","320","290","25890","25250"
"In post","2021","North and West Norfolk","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Female","Unknown","50","40","[c]","[c]"
"In post","2021","North and West Norfolk","Male","Heterosexual / straight","400","390","29240","27570"
"In post","2021","North and West Norfolk","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Male","Undeclared","50","40","[c]","[c]"
"In post","2021","North and West Norfolk","Male","Unknown","60","60","28920","27570"
"In post","2021","North Hampshire","Female","Heterosexual / straight","440","400","28900","26780"
"In post","2021","North Hampshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","Female","Undeclared","80","70","29380","26670"
"In post","2021","North Hampshire","Female","Unknown","60","60","33300","27570"
"In post","2021","North Hampshire","Male","Heterosexual / straight","310","300","36660","30620"
"In post","2021","North Hampshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","Male","Undeclared","50","50","39930","33300"
"In post","2021","North Hampshire","Male","Unknown","50","50","[c]","[c]"
"In post","2021","North Lanarkshire","Female","Heterosexual / straight","1070","900","26000","21460"
"In post","2021","North Lanarkshire","Female","LGBO","30","30","[c]","[c]"
"In post","2021","North Lanarkshire","Female","Undeclared","180","140","25130","21440"
"In post","2021","North Lanarkshire","Female","Unknown","470","400","23840","21010"
"In post","2021","North Lanarkshire","Male","Heterosexual / straight","550","510","27970","25560"
"In post","2021","North Lanarkshire","Male","LGBO","30","30","[c]","[c]"
"In post","2021","North Lanarkshire","Male","Undeclared","80","80","26020","25560"
"In post","2021","North Lanarkshire","Male","Unknown","390","360","27430","25870"
"In post","2021","North Northamptonshire","Female","Heterosexual / straight","250","210","25210","27570"
"In post","2021","North Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Female","Unknown","70","60","24620","21010"
"In post","2021","North Northamptonshire","Male","Heterosexual / straight","90","90","27530","27570"
"In post","2021","North Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Male","Unknown","30","30","[c]","[c]"
"In post","2021","North Nottinghamshire","Female","Heterosexual / straight","370","340","29030","27570"
"In post","2021","North Nottinghamshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","Female","Undeclared","40","40","[c]","[c]"
"In post","2021","North Nottinghamshire","Female","Unknown","80","70","26480","27570"
"In post","2021","North Nottinghamshire","Male","Heterosexual / straight","320","310","29790","27380"
"In post","2021","North Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","North Nottinghamshire","Male","Unknown","110","100","26990","27150"
"In post","2021","North Yorkshire CC","Female","Heterosexual / straight","690","630","28960","26670"
"In post","2021","North Yorkshire CC","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Female","Undeclared","90","80","28010","27570"
"In post","2021","North Yorkshire CC","Female","Unknown","100","90","28780","27570"
"In post","2021","North Yorkshire CC","Male","Heterosexual / straight","720","700","30070","27570"
"In post","2021","North Yorkshire CC","Male","LGBO","30","30","[c]","[c]"
"In post","2021","North Yorkshire CC","Male","Undeclared","140","130","31560","29200"
"In post","2021","North Yorkshire CC","Male","Unknown","150","140","29900","27570"
"In post","2021","Northumberland","Female","Heterosexual / straight","190","170","27380","27570"
"In post","2021","Northumberland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Female","Unknown","30","20","[c]","[c]"
"In post","2021","Northumberland","Male","Heterosexual / straight","100","100","30360","27570"
"In post","2021","Northumberland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Female","Heterosexual / straight","650","570","28180","27570"
"In post","2021","Norwich and East Norfolk","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Female","Undeclared","80","70","28910","27570"
"In post","2021","Norwich and East Norfolk","Female","Unknown","180","150","29460","27570"
"In post","2021","Norwich and East Norfolk","Male","Heterosexual / straight","570","550","30610","27570"
"In post","2021","Norwich and East Norfolk","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Male","Undeclared","100","90","31080","27570"
"In post","2021","Norwich and East Norfolk","Male","Unknown","150","140","31770","27570"
"In post","2021","Nottingham","Female","Heterosexual / straight","2830","2570","32040","27570"
"In post","2021","Nottingham","Female","LGBO","160","160","30730","27570"
"In post","2021","Nottingham","Female","Undeclared","390","350","30900","27570"
"In post","2021","Nottingham","Female","Unknown","1040","950","28970","25980"
"In post","2021","Nottingham","Male","Heterosexual / straight","2120","2060","33720","31100"
"In post","2021","Nottingham","Male","LGBO","160","150","31700","27130"
"In post","2021","Nottingham","Male","Undeclared","300","280","32810","30950"
"In post","2021","Nottingham","Male","Unknown","950","920","29990","26520"
"In post","2021","Orkney Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","Heterosexual / straight","950","940","49570","50940"
"In post","2021","Overseas","Female","LGBO","50","50","47100","41460"
"In post","2021","Overseas","Female","Undeclared","140","140","45590","40330"
"In post","2021","Overseas","Female","Unknown","360","360","49730","46620"
"In post","2021","Overseas","Male","Heterosexual / straight","1550","1550","50130","49640"
"In post","2021","Overseas","Male","LGBO","120","120","53650","54040"
"In post","2021","Overseas","Male","Undeclared","230","230","48910","42110"
"In post","2021","Overseas","Male","Unknown","360","360","52180","52430"
"In post","2021","Oxfordshire","Female","Heterosexual / straight","1010","920","30980","27570"
"In post","2021","Oxfordshire","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Oxfordshire","Female","Undeclared","130","120","32690","29200"
"In post","2021","Oxfordshire","Female","Unknown","260","230","33080","28380"
"In post","2021","Oxfordshire","Male","Heterosexual / straight","880","860","31860","30400"
"In post","2021","Oxfordshire","Male","LGBO","50","50","33530","33000"
"In post","2021","Oxfordshire","Male","Undeclared","150","150","33420","32320"
"In post","2021","Oxfordshire","Male","Unknown","220","210","36190","32800"
"In post","2021","Perth and Kinross and Stirling","Female","Heterosexual / straight","270","250","29340","27570"
"In post","2021","Perth and Kinross and Stirling","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Female","Undeclared","60","50","32550","27570"
"In post","2021","Perth and Kinross and Stirling","Female","Unknown","270","250","29350","27570"
"In post","2021","Perth and Kinross and Stirling","Male","Heterosexual / straight","310","290","33170","33650"
"In post","2021","Perth and Kinross and Stirling","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Male","Unknown","400","380","31220","30650"
"In post","2021","Peterborough","Female","Heterosexual / straight","780","680","27520","24890"
"In post","2021","Peterborough","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Female","Undeclared","110","100","27190","26310"
"In post","2021","Peterborough","Female","Unknown","110","90","27310","26120"
"In post","2021","Peterborough","Male","Heterosexual / straight","460","440","29430","27130"
"In post","2021","Peterborough","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Male","Undeclared","80","80","29890","27250"
"In post","2021","Peterborough","Male","Unknown","80","70","28650","27130"
"In post","2021","Plymouth","Female","Heterosexual / straight","960","850","29590","27570"
"In post","2021","Plymouth","Female","LGBO","50","40","[c]","[c]"
"In post","2021","Plymouth","Female","Undeclared","130","120","30650","27570"
"In post","2021","Plymouth","Female","Unknown","280","240","26770","22350"
"In post","2021","Plymouth","Male","Heterosexual / straight","1100","1060","33190","30980"
"In post","2021","Plymouth","Male","LGBO","50","50","[c]","[c]"
"In post","2021","Plymouth","Male","Undeclared","180","170","35610","38450"
"In post","2021","Plymouth","Male","Unknown","360","350","30910","27570"
"In post","2021","Portsmouth","Female","Heterosexual / straight","1330","1200","30090","27250"
"In post","2021","Portsmouth","Female","LGBO","50","50","[c]","[c]"
"In post","2021","Portsmouth","Female","Undeclared","200","180","30210","26670"
"In post","2021","Portsmouth","Female","Unknown","370","310","25800","21440"
"In post","2021","Portsmouth","Male","Heterosexual / straight","1350","1310","32130","28200"
"In post","2021","Portsmouth","Male","LGBO","60","60","28810","27370"
"In post","2021","Portsmouth","Male","Undeclared","270","250","33370","32190"
"In post","2021","Portsmouth","Male","Unknown","290","280","30300","25560"
"In post","2021","Powys","Female","Heterosexual / straight","240","220","29480","27570"
"In post","2021","Powys","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Powys","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Male","Heterosexual / straight","190","180","28740","26760"
"In post","2021","Powys","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Powys","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Female","Heterosexual / straight","420","380","29390","31060"
"In post","2021","Redbridge and Waltham Forest","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Female","Undeclared","70","50","27680","27850"
