"Status","Year","Responsibility_level","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","South West (England)","40","40","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Records of Scotland","Scotland","160","140","22560","22230"
"In post","2021","AA/AO","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","North West (England)","140","130","21160","21160"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","South West (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Scotland","30","30","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of the Public Guardian","East Midlands (England)","220","200","18970","18880"
"In post","2021","AA/AO","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of the Public Guardian","West Midlands (England)","640","580","20010","19930"
"In post","2021","AA/AO","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Planning Inspectorate","South West (England)","160","150","21540","21270"
"In post","2021","AA/AO","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Public Health England","East of England","70","60","21580","21570"
"In post","2021","AA/AO","Public Health England","London","230","200","23540","23530"
"In post","2021","AA/AO","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Public Health England","North West (England)","150","140","19870","19630"
"In post","2021","AA/AO","Public Health England","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Public Health England","South East (England)","70","50","21310","21570"
"In post","2021","AA/AO","Public Health England","South West (England)","200","170","20150","19630"
"In post","2021","AA/AO","Public Health England","West Midlands (England)","90","80","20340","19630"
"In post","2021","AA/AO","Public Health England","Yorkshire and The Humber","70","60","20230","19630"
"In post","2021","AA/AO","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Registers of Scotland","Scotland","360","340","24010","24130"
"In post","2021","AA/AO","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Rural Payments Agency","North East (England)","130","120","21050","21050"
"In post","2021","AA/AO","Rural Payments Agency","North West (England)","490","430","20980","21050"
"In post","2021","AA/AO","Rural Payments Agency","South East (England)","70","60","21050","21050"
"In post","2021","AA/AO","Rural Payments Agency","South West (England)","100","90","21030","21050"
"In post","2021","AA/AO","Rural Payments Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Rural Payments Agency","West Midlands (England)","60","60","20950","21050"
"In post","2021","AA/AO","Rural Payments Agency","Yorkshire and The Humber","80","70","21050","21050"
"In post","2021","AA/AO","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Courts and Tribunals Service","Scotland","920","810","21680","22820"
"In post","2021","AA/AO","Scottish Forestry","Scotland","50","40","23550","22920"
"In post","2021","AA/AO","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government (excl. agencies)","Scotland","920","880","23730","23340"
"In post","2021","AA/AO","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Prison Service","Scotland","1540","1470","23760","24450"
"In post","2021","AA/AO","Scottish Public Pensions Agency","Scotland","140","120","24020","24110"
"In post","2021","AA/AO","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Social Security Scotland","Scotland","400","380","21090","20060"
"In post","2021","AA/AO","Student Awards Agency for Scotland","Scotland","120","110","21800","22230"
"In post","2021","AA/AO","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","London","90","80","21250","20650"
"In post","2021","AA/AO","Transport Scotland","Scotland","60","60","22880","22230"
"In post","2021","AA/AO","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Hydrographic Office","South West (England)","80","80","20360","20170"
"In post","2021","AA/AO","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Intellectual Property Office","Wales","190","180","20780","21140"
"In post","2021","AA/AO","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","South East (England)","1050","660","19720","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Wales","400","360","19340","19520"
"In post","2021","AA/AO","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","London","80","70","25400","25460"
"In post","2021","AA/AO","Valuation Office Agency","North East (England)","200","190","20830","20880"
"In post","2021","AA/AO","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","South East (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","South West (England)","240","220","20810","21100"
"In post","2021","AA/AO","Valuation Office Agency","Wales","50","50","21040","21100"
"In post","2021","AA/AO","Valuation Office Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","AA/AO","Valuation Office Agency","Yorkshire and The Humber","130","110","20860","21100"
"In post","2021","AA/AO","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Vehicle Certification Agency","South West (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government (excl. agencies)","Wales","960","880","23350","23830"
"In post","2021","AA/AO","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Accountant in Bankruptcy","Scotland","40","40","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","London","30","30","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","North East (England)","60","60","24580","24250"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","North West (England)","60","60","24600","24250"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Scotland","40","40","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Wales","40","30","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","EO","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Animal and Plant Health Agency","East of England","60","60","26100","25520"
"In post","2021","EO","Animal and Plant Health Agency","London","60","50","30950","31460"
"In post","2021","EO","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Animal and Plant Health Agency","North West (England)","80","70","25640","25190"
"In post","2021","EO","Animal and Plant Health Agency","Scotland","30","30","[c]","[c]"
"In post","2021","EO","Animal and Plant Health Agency","South East (England)","200","190","27730","28170"
"In post","2021","EO","Animal and Plant Health Agency","South West (England)","110","100","25410","25190"
"In post","2021","EO","Animal and Plant Health Agency","Wales","70","60","25560","25190"
"In post","2021","EO","Animal and Plant Health Agency","West Midlands (England)","80","70","25380","25190"
"In post","2021","EO","Animal and Plant Health Agency","Yorkshire and The Humber","70","60","25860","25320"
"In post","2021","EO","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","London","600","590","27960","27500"
"In post","2021","EO","Cabinet Office (excl. agencies)","North East (England)","100","90","24800","23850"
"In post","2021","EO","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Yorkshire and The Humber","110","100","26410","26670"
"In post","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","East of England","80","70","25090","24920"
