"Status","Year","Disability","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Central Hampshire","140","130","32160","32870"
"In post","2022","Undeclared","Male","Central Valleys","50","50","32780","27570"
"In post","2022","Undeclared","Male","Cheshire East","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Chorley and West Lancashire","110","90","31500","31650"
"In post","2022","Undeclared","Male","City of Edinburgh","170","160","37340","31600"
"In post","2022","Undeclared","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Cornwall and Isles of Scilly","60","60","28280","25190"
"In post","2022","Undeclared","Male","Coventry","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","Croydon","270","260","42900","37930"
"In post","2022","Undeclared","Male","Darlington","50","50","[c]","[c]"
"In post","2022","Undeclared","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Devon CC","150","140","30120","28140"
"In post","2022","Undeclared","Male","Dorset","140","130","32120","31650"
"In post","2022","Undeclared","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Durham","320","280","30790","31650"
"In post","2022","Undeclared","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","70","60","37990","39070"
"In post","2022","Undeclared","Male","East Kent","170","160","29130","27370"
"In post","2022","Undeclared","Male","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","East Riding of Yorkshire","150","140","31900","31650"
"In post","2022","Undeclared","Male","East Surrey","70","70","33150","34750"
"In post","2022","Undeclared","Male","East Sussex CC","70","70","31360","29970"
"In post","2022","Undeclared","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Flintshire and Wrexham","170","170","30040","29470"
"In post","2022","Undeclared","Male","Glasgow City","220","210","30230","27570"
"In post","2022","Undeclared","Male","Gloucestershire CC","50","40","[c]","[c]"
"In post","2022","Undeclared","Male","Greater Manchester North East","60","50","29180","29820"
"In post","2022","Undeclared","Male","Greater Manchester North West","70","70","28490","27570"
"In post","2022","Undeclared","Male","Greater Manchester South East","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","Greater Manchester South West","190","190","33390","31860"
"In post","2022","Undeclared","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Hackney and Newham","180","180","44550","38580"
"In post","2022","Undeclared","Male","Haringey and Islington","80","70","33420","35900"
"In post","2022","Undeclared","Male","Harrow and Hillingdon","120","120","32370","30410"
"In post","2022","Undeclared","Male","Hartlepool and Stockton-on-Tees","80","80","31080","31650"
"In post","2022","Undeclared","Male","Heart of Essex","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Hertfordshire CC","60","60","36340","34310"
"In post","2022","Undeclared","Male","Hounslow and Richmond upon Thames","100","100","36990","35650"
"In post","2022","Undeclared","Male","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Isle of Wight","140","130","30390","31650"
"In post","2022","Undeclared","Male","Kensington & Chelsea and Hammersmith & Fulham","50","50","35600","33550"
"In post","2022","Undeclared","Male","Kent Thames Gateway","120","110","32090","31650"
"In post","2022","Undeclared","Male","Kingston upon Hull, City of","100","100","30940","31650"
"In post","2022","Undeclared","Male","Lambeth","60","50","37830","35900"
"In post","2022","Undeclared","Male","Lancaster and Wyre","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Leeds","320","300","35140","32850"
"In post","2022","Undeclared","Male","Leicester","70","60","30870","27570"
"In post","2022","Undeclared","Male","Leicestershire CC and Rutland","110","110","32150","31650"
"In post","2022","Undeclared","Male","Lewisham and Southwark","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","Lincolnshire CC","160","150","30640","29200"
"In post","2022","Undeclared","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Liverpool","300","290","30720","28430"
"In post","2022","Undeclared","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Manchester","300","280","34420","31650"
"In post","2022","Undeclared","Male","Medway","50","50","32610","31650"
"In post","2022","Undeclared","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Mid Kent","40","30","[c]","[c]"
"In post","2022","Undeclared","Male","Mid Lancashire","190","180","29840","27570"
"In post","2022","Undeclared","Male","Milton Keynes","70","70","37090","35250"
"In post","2022","Undeclared","Male","Monmouthshire and Newport","60","50","35990","31650"
"In post","2022","Undeclared","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","North and West Norfolk","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","North Hampshire","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","North Lanarkshire","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","North Nottinghamshire","60","60","29810","31650"
"In post","2022","Undeclared","Male","North Yorkshire CC","100","90","30470","28190"
"In post","2022","Undeclared","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Norwich and East Norfolk","60","50","32760","27570"
"In post","2022","Undeclared","Male","Nottingham","210","200","34020","31650"
"In post","2022","Undeclared","Male","Overseas","110","110","47200","41960"
"In post","2022","Undeclared","Male","Oxfordshire CC","130","130","34250","34160"
"In post","2022","Undeclared","Male","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Peterborough","50","50","[c]","[c]"
"In post","2022","Undeclared","Male","Plymouth","130","130","34000","32710"
"In post","2022","Undeclared","Male","Portsmouth","150","150","33180","32600"
"In post","2022","Undeclared","Male","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Sefton","110","110","36030","31990"
"In post","2022","Undeclared","Male","Sheffield","170","170","34380","31480"
"In post","2022","Undeclared","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Shropshire","70","60","31400","30970"
"In post","2022","Undeclared","Male","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Somerset CC","90","80","33330","32820"
"In post","2022","Undeclared","Male","South and West Derbyshire","60","50","34750","31650"
"In post","2022","Undeclared","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","South Hampshire","100","90","31470","31010"
"In post","2022","Undeclared","Male","South Lanarkshire","50","50","[c]","[c]"
"In post","2022","Undeclared","Male","South Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","South West Wales","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","Southampton","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","Southend-on-Sea","40","30","[c]","[c]"
"In post","2022","Undeclared","Male","Staffordshire CC","220","200","31690","31180"
"In post","2022","Undeclared","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Suffolk CC","190","180","30910","31650"
"In post","2022","Undeclared","Male","Sunderland","70","60","27530","26700"
"In post","2022","Undeclared","Male","Swansea","340","310","31320","26780"
"In post","2022","Undeclared","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Telford and Wrekin","50","50","34980","28060"
"In post","2022","Undeclared","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Tower Hamlets","110","110","49450","50580"
"In post","2022","Undeclared","Male","Tyneside","460","440","33400","27570"
"In post","2022","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Wakefield","110","100","32600","31650"
"In post","2022","Undeclared","Male","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Wandsworth","80","70","35080","35610"
"In post","2022","Undeclared","Male","Warrington","100","90","33170","31650"
"In post","2022","Undeclared","Male","Warwickshire CC","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","West Cumbria","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","West Northamptonshire","40","40","[c]","[c]"
"In post","2022","Undeclared","Male","West Surrey","80","80","36490","33550"
"In post","2022","Undeclared","Male","West Sussex (North East)","40","30","[c]","[c]"
"In post","2022","Undeclared","Male","West Sussex (South West)","70","60","33550","31650"
"In post","2022","Undeclared","Male","Westminster","1460","1450","49770","46130"
"In post","2022","Undeclared","Male","Wiltshire","150","150","35760","33630"
"In post","2022","Undeclared","Male","Wirral","30","30","[c]","[c]"
"In post","2022","Undeclared","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Worcestershire CC","170","160","31690","31900"
"In post","2022","Undeclared","Male","York","80","70","34310","33300"
"In post","2022","Undeclared","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Aberdeen City and Aberdeenshire","310","280","31940","29550"
"In post","2022","Unknown","Female","Angus and Dundee City","270","240","28350","24400"
"In post","2022","Unknown","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Barnet","280","260","46260","40070"
"In post","2022","Unknown","Female","Barnsley, Doncaster and Rotherham","130","120","25540","24260"
"In post","2022","Unknown","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","660","610","35220","32780"
"In post","2022","Unknown","Female","Bedford","70","60","28220","26730"
"In post","2022","Unknown","Female","Belfast","420","390","28640","26590"
"In post","2022","Unknown","Female","Berkshire","230","220","33500","30210"
"In post","2022","Unknown","Female","Bexley and Greenwich","140","130","29110","29020"
"In post","2022","Unknown","Female","Birmingham","1450","1360","30490","26820"
"In post","2022","Unknown","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Blackpool","130","120","32500","27570"
"In post","2022","Unknown","Female","Bournemouth, Christchurch and Poole","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Bradford","280","240","24010","21250"
"In post","2022","Unknown","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Brent","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Bridgend and Neath Port Talbot","50","50","[c]","[c]"
"In post","2022","Unknown","Female","Brighton and Hove","60","50","29780","27050"
"In post","2022","Unknown","Female","Bristol, City of","630","590","34460","29740"
"In post","2022","Unknown","Female","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Buckinghamshire","100","90","31870","28350"
"In post","2022","Unknown","Female","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Calderdale and Kirklees","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Cambridgeshire CC","220","200","33540","27900"
"In post","2022","Unknown","Female","Camden and City of London","160","160","36440","28480"
"In post","2022","Unknown","Female","Cardiff and Vale of Glamorgan","1090","980","28810","26590"
"In post","2022","Unknown","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Central Hampshire","180","170","36440","33000"
"In post","2022","Unknown","Female","Central Valleys","110","100","33230","27570"
"In post","2022","Unknown","Female","Cheshire East","80","70","28200","24260"
"In post","2022","Unknown","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Chorley and West Lancashire","90","90","26940","25580"
"In post","2022","Unknown","Female","City of Edinburgh","2390","2240","37520","32990"
"In post","2022","Unknown","Female","Clackmannanshire and Fife","200","180","29130","26900"
"In post","2022","Unknown","Female","Conwy and Denbighshire","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Cornwall and Isles of Scilly","80","70","29480","23890"
"In post","2022","Unknown","Female","Coventry","290","280","35690","32870"
"In post","2022","Unknown","Female","Croydon","940","910","37420","33960"
"In post","2022","Unknown","Female","Darlington","150","140","35030","30320"
"In post","2022","Unknown","Female","Derby","60","50","25880","25000"
"In post","2022","Unknown","Female","Devon CC","220","200","27820","23140"
"In post","2022","Unknown","Female","Dorset","120","110","29480","24920"
"In post","2022","Unknown","Female","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Dumfries and Galloway","80","70","27840","26900"
"In post","2022","Unknown","Female","Durham","440","410","24810","22600"
"In post","2022","Unknown","Female","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Ayrshire and North Ayrshire mainland","70","60","28610","27230"
"In post","2022","Unknown","Female","East Cumbria","30","30","[c]","[c]"
"In post","2022","Unknown","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","200","190","29210","26900"
"In post","2022","Unknown","Female","East Kent","270","250","27190","24880"
"In post","2022","Unknown","Female","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Merseyside","70","60","30810","27570"
"In post","2022","Unknown","Female","East Riding of Yorkshire","90","80","26140","23140"
"In post","2022","Unknown","Female","East Surrey","60","60","31360","29490"
"In post","2022","Unknown","Female","East Sussex CC","60","50","26930","26130"
"In post","2022","Unknown","Female","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Essex Haven Gateway","50","50","29450","25660"
"In post","2022","Unknown","Female","Essex Thames Gateway","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Falkirk","270","240","29690","27230"
"In post","2022","Unknown","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Flintshire and Wrexham","100","90","27300","24250"
"In post","2022","Unknown","Female","Glasgow City","1670","1560","33950","30040"
"In post","2022","Unknown","Female","Gloucestershire CC","140","130","30310","27130"
"In post","2022","Unknown","Female","Greater Manchester North East","70","60","26040","26310"
"In post","2022","Unknown","Female","Greater Manchester North West","80","80","27240","25910"
"In post","2022","Unknown","Female","Greater Manchester South East","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Greater Manchester South West","930","870","30320","26820"
"In post","2022","Unknown","Female","Gwent Valleys","40","30","[c]","[c]"
"In post","2022","Unknown","Female","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Hackney and Newham","720","670","38520","36200"
"In post","2022","Unknown","Female","Haringey and Islington","150","140","30440","31060"
"In post","2022","Unknown","Female","Harrow and Hillingdon","120","120","30690","28650"
"In post","2022","Unknown","Female","Hartlepool and Stockton-on-Tees","60","50","27610","27570"
"In post","2022","Unknown","Female","Heart of Essex","120","120","29340","26140"
"In post","2022","Unknown","Female","Herefordshire, County of","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Hertfordshire CC","270","260","36730","32960"
"In post","2022","Unknown","Female","Hounslow and Richmond upon Thames","260","250","31170","28700"
"In post","2022","Unknown","Female","Inverclyde, East Renfrewshire, and Renfrewshire","150","130","30310","30450"
"In post","2022","Unknown","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","110","100","30190","27400"
"In post","2022","Unknown","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Kensington & Chelsea and Hammersmith & Fulham","60","60","31430","30520"
"In post","2022","Unknown","Female","Kent Thames Gateway","80","80","27950","28140"
"In post","2022","Unknown","Female","Kingston upon Hull, City of","100","90","26710","24620"
"In post","2022","Unknown","Female","Lambeth","660","640","42610","39840"
"In post","2022","Unknown","Female","Lancaster and Wyre","100","90","25670","26310"
"In post","2022","Unknown","Female","Leeds","1620","1550","34360","28970"
"In post","2022","Unknown","Female","Leicester","200","170","26210","22600"
"In post","2022","Unknown","Female","Leicestershire CC and Rutland","130","120","26970","23140"
"In post","2022","Unknown","Female","Lewisham and Southwark","90","90","38240","31060"
"In post","2022","Unknown","Female","Lincolnshire CC","120","110","29490","26350"
"In post","2022","Unknown","Female","Lisburn and Castlereagh","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Liverpool","1360","1250","28370","24880"
"In post","2022","Unknown","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Manchester","900","860","32250","28920"
"In post","2022","Unknown","Female","Medway","100","90","30280","28140"
"In post","2022","Unknown","Female","Merton, Kingston upon Thames and Sutton","70","60","32140","31060"
"In post","2022","Unknown","Female","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Mid Kent","50","40","[c]","[c]"
"In post","2022","Unknown","Female","Mid Lancashire","430","370","27200","22600"
"In post","2022","Unknown","Female","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Milton Keynes","90","90","28990","27570"
"In post","2022","Unknown","Female","Monmouthshire and Newport","850","800","32030","30210"
"In post","2022","Unknown","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","North and North East Lincolnshire","50","40","[c]","[c]"
"In post","2022","Unknown","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","North Hampshire","80","70","36870","28410"
"In post","2022","Unknown","Female","North Lanarkshire","310","280","26570","23780"
"In post","2022","Unknown","Female","North Northamptonshire","40","40","[c]","[c]"
"In post","2022","Unknown","Female","North Nottinghamshire","70","60","27180","24620"
"In post","2022","Unknown","Female","North Yorkshire CC","90","80","32150","26710"
"In post","2022","Unknown","Female","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Norwich and East Norfolk","130","120","31850","26350"
"In post","2022","Unknown","Female","Nottingham","950","890","30580","26820"
"In post","2022","Unknown","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Overseas","440","440","50650","46600"
"In post","2022","Unknown","Female","Oxfordshire CC","260","240","36810","30780"
"In post","2022","Unknown","Female","Perth and Kinross, and Stirling","340","320","31300","29550"
"In post","2022","Unknown","Female","Peterborough","80","70","27540","22600"
"In post","2022","Unknown","Female","Plymouth","230","220","26550","22600"
"In post","2022","Unknown","Female","Portsmouth","290","260","29170","24880"
"In post","2022","Unknown","Female","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Redbridge and Waltham Forest","60","60","30020","31060"
"In post","2022","Unknown","Female","Sandwell","40","30","[c]","[c]"
"In post","2022","Unknown","Female","Scottish Borders","110","90","27350","25930"
"In post","2022","Unknown","Female","Sefton","500","460","27230","24880"
"In post","2022","Unknown","Female","Sheffield","570","540","32910","29360"
"In post","2022","Unknown","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Shropshire","60","60","30720","26100"
"In post","2022","Unknown","Female","Solihull","90","80","28730","24880"
"In post","2022","Unknown","Female","Somerset CC","130","120","31100","26880"
"In post","2022","Unknown","Female","South and West Derbyshire","40","30","[c]","[c]"
"In post","2022","Unknown","Female","South Ayrshire","40","30","[c]","[c]"
"In post","2022","Unknown","Female","South Hampshire","600","490","29090","24250"
"In post","2022","Unknown","Female","South Lanarkshire","730","640","28570","23780"
"In post","2022","Unknown","Female","South Nottinghamshire","60","60","35810","33150"
"In post","2022","Unknown","Female","South Teesside","50","40","[c]","[c]"
"In post","2022","Unknown","Female","South West Wales","60","60","29850","24880"
"In post","2022","Unknown","Female","Southampton","80","80","30340","26130"
"In post","2022","Unknown","Female","Southend-on-Sea","130","110","31940","28570"
"In post","2022","Unknown","Female","Staffordshire CC","250","240","30010","25210"
"In post","2022","Unknown","Female","Stoke-on-Trent","90","80","26900","23170"
"In post","2022","Unknown","Female","Suffolk CC","320","290","29030","26590"
"In post","2022","Unknown","Female","Sunderland","520","430","24510","22080"
"In post","2022","Unknown","Female","Swansea","690","620","24720","21840"
"In post","2022","Unknown","Female","Swindon","40","40","[c]","[c]"
"In post","2022","Unknown","Female","Telford and Wrekin","180","170","33830","27130"
"In post","2022","Unknown","Female","Thurrock","30","30","[c]","[c]"
"In post","2022","Unknown","Female","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Tower Hamlets","630","610","45600","40450"
"In post","2022","Unknown","Female","Tyneside","1790","1570","28050","24880"
"In post","2022","Unknown","Female","Unknown","430","420","34110","30780"
"In post","2022","Unknown","Female","Wakefield","120","110","29380","27240"
"In post","2022","Unknown","Female","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Wandsworth","80","80","30110","30520"
"In post","2022","Unknown","Female","Warrington","490","470","33380","32770"
"In post","2022","Unknown","Female","Warwickshire CC","60","50","30300","27570"
"In post","2022","Unknown","Female","West Cumbria","40","30","[c]","[c]"
"In post","2022","Unknown","Female","West Essex","30","30","[c]","[c]"
"In post","2022","Unknown","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","West Lothian","50","50","38360","30040"
"In post","2022","Unknown","Female","West Northamptonshire","70","60","27540","25120"
"In post","2022","Unknown","Female","West Surrey","150","140","33530","28140"
"In post","2022","Unknown","Female","West Sussex (North East)","100","90","34940","28350"
"In post","2022","Unknown","Female","West Sussex (South West)","90","80","30900","26820"
"In post","2022","Unknown","Female","Westminster","7420","7230","45510","40650"
"In post","2022","Unknown","Female","Wiltshire","380","350","37830","33300"
"In post","2022","Unknown","Female","Wirral","130","110","27430","22600"
"In post","2022","Unknown","Female","Wolverhampton","70","60","28380","26310"
"In post","2022","Unknown","Female","Worcestershire CC","80","80","26630","23160"
"In post","2022","Unknown","Female","York","210","190","33950","28970"
"In post","2022","Unknown","Male","Aberdeen City and Aberdeenshire","320","300","34310","33480"
"In post","2022","Unknown","Male","Angus and Dundee City","180","170","27940","24400"
"In post","2022","Unknown","Male","Antrim and Newtownabbey","30","30","[c]","[c]"
"In post","2022","Unknown","Male","Ards and North Down","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Barnet","170","170","49550","44950"
"In post","2022","Unknown","Male","Barnsley, Doncaster and Rotherham","120","110","26880","24800"
"In post","2022","Unknown","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","1010","1000","38560","36740"
"In post","2022","Unknown","Male","Bedford","60","60","29870","28140"
"In post","2022","Unknown","Male","Belfast","490","490","29140","26590"
"In post","2022","Unknown","Male","Berkshire","390","380","36040","35200"
"In post","2022","Unknown","Male","Bexley and Greenwich","120","120","31510","30830"
"In post","2022","Unknown","Male","Birmingham","1300","1260","32570","28840"
"In post","2022","Unknown","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Blackpool","130","130","34320","27570"
"In post","2022","Unknown","Male","Bournemouth, Christchurch and Poole","40","30","[c]","[c]"
"In post","2022","Unknown","Male","Bradford","250","240","24840","21250"
"In post","2022","Unknown","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Brent","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Bridgend and Neath Port Talbot","50","40","[c]","[c]"
"In post","2022","Unknown","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Bristol, City of","540","530","36250","33080"
"In post","2022","Unknown","Male","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Buckinghamshire","80","70","35350","29260"
"In post","2022","Unknown","Male","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Calderdale and Kirklees","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Cambridgeshire CC","240","240","36920","31900"
"In post","2022","Unknown","Male","Camden and City of London","220","220","48950","41900"
"In post","2022","Unknown","Male","Cardiff and Vale of Glamorgan","1030","1000","30750","26820"
"In post","2022","Unknown","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Central Bedfordshire","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Central Hampshire","200","200","37940","33300"
"In post","2022","Unknown","Male","Central Valleys","90","90","34230","27570"
"In post","2022","Unknown","Male","Cheshire East","60","60","29200","26350"
"In post","2022","Unknown","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Chorley and West Lancashire","110","100","29550","27120"
"In post","2022","Unknown","Male","City of Edinburgh","2400","2320","37140","34040"
"In post","2022","Unknown","Male","Clackmannanshire and Fife","280","260","32640","35000"
"In post","2022","Unknown","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Cornwall and Isles of Scilly","90","90","28220","24500"
"In post","2022","Unknown","Male","Coventry","220","210","37340","36200"
"In post","2022","Unknown","Male","Croydon","910","900","40830","37550"
"In post","2022","Unknown","Male","Darlington","110","110","35730","30320"
"In post","2022","Unknown","Male","Derby","60","50","29880","27570"
