"Status","Year","Disability","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Merseyside","80","70","26970","24890"
"Leaver Dept.","2021","Declared non-disabled","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Northumberland and Tyne and Wear","90","90","26950","25220"
"Leaver Dept.","2021","Declared non-disabled","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Outer London - South","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","Unknown","60","60","44200","35250"
"Leaver Dept.","2021","Declared non-disabled","30-39","West Central Scotland","70","70","26960","26560"
"Leaver Dept.","2021","Declared non-disabled","30-39","West Midlands","100","100","27400","24890"
"Leaver Dept.","2021","Declared non-disabled","30-39","West Wales and The Valleys","60","50","27110","26350"
"Leaver Dept.","2021","Declared non-disabled","30-39","West Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","46650","41210"
"Leaver Dept.","2021","Declared non-disabled","40-49","Greater Manchester","70","70","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Inner London - East","70","60","49410","48900"
"Leaver Dept.","2021","Declared non-disabled","40-49","Inner London - West","410","380","58510","57000"
"Leaver Dept.","2021","Declared non-disabled","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Lancashire","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Northumberland and Tyne and Wear","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","South Yorkshire","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","West Midlands","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","West Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","East Wales","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","40270","36060"
"Leaver Dept.","2021","Declared non-disabled","50-59","Greater Manchester","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Inner London - East","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Inner London - West","180","170","57230","53960"
"Leaver Dept.","2021","Declared non-disabled","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Merseyside","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Inner London - West","100","100","37890","34700"
"Leaver Dept.","2021","Undeclared","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
