"Status","Year","Responsibility_level","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Knowledge and Information Management","50","50","21640","21260"
"In post","2022","AA/AO","Unknown","Legal","80","60","22550","22080"
"In post","2022","AA/AO","Unknown","Medicine","90","80","21240","20770"
"In post","2022","AA/AO","Unknown","Operational Delivery","26360","23310","22950","21490"
"In post","2022","AA/AO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Other","1360","1230","21940","21260"
"In post","2022","AA/AO","Unknown","Policy","100","90","23110","23250"
"In post","2022","AA/AO","Unknown","Project Delivery","130","110","22220","21710"
"In post","2022","AA/AO","Unknown","Property","220","200","20300","19570"
"In post","2022","AA/AO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Science and Engineering","220","210","21300","22080"
"In post","2022","AA/AO","Unknown","Security","900","890","28370","25540"
"In post","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Statistics","40","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Tax","1630","1510","21330","21250"
"In post","2022","AA/AO","Unknown","Unknown","2070","1940","23490","23230"
"In post","2022","AA/AO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Commercial","620","590","26300","26350"
"In post","2022","EO","Heterosexual / straight","Communications","390","370","27710","27270"
"In post","2022","EO","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Counter Fraud","2380","2160","28050","27570"
"In post","2022","EO","Heterosexual / straight","Digital, Data and Technology","2260","2160","27720","27570"
"In post","2022","EO","Heterosexual / straight","Economics","100","90","27010","26820"
"In post","2022","EO","Heterosexual / straight","Finance","1780","1690","26870","26670"
"In post","2022","EO","Heterosexual / straight","Geography","90","80","27540","26740"
"In post","2022","EO","Heterosexual / straight","Human Resources","1230","1150","27420","26930"
"In post","2022","EO","Heterosexual / straight","Intelligence Analysis","1180","1110","27650","27370"
"In post","2022","EO","Heterosexual / straight","Internal Audit","30","30","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","International Trade","60","60","27100","26510"
"In post","2022","EO","Heterosexual / straight","Knowledge and Information Management","400","380","27630","27570"
"In post","2022","EO","Heterosexual / straight","Legal","1130","1080","28280","26970"
"In post","2022","EO","Heterosexual / straight","Medicine","230","210","31800","31530"
"In post","2022","EO","Heterosexual / straight","Operational Delivery","57570","53000","28080","27570"
"In post","2022","EO","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Other","6520","6170","27110","27570"
"In post","2022","EO","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Policy","1950","1880","28150","27960"
"In post","2022","EO","Heterosexual / straight","Project Delivery","1000","940","26840","26670"
"In post","2022","EO","Heterosexual / straight","Property","1010","950","27230","26880"
"In post","2022","EO","Heterosexual / straight","Psychology","310","300","26760","26850"
"In post","2022","EO","Heterosexual / straight","Science and Engineering","1290","1270","26040","26370"
"In post","2022","EO","Heterosexual / straight","Security","790","770","33320","29080"
"In post","2022","EO","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Statistics","160","160","28250","28350"
"In post","2022","EO","Heterosexual / straight","Tax","2610","2460","27410","26820"
"In post","2022","EO","Heterosexual / straight","Unknown","3190","3080","28080","27500"
"In post","2022","EO","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Commercial","50","50","[c]","[c]"
"In post","2022","EO","LGBO","Communications","30","30","[c]","[c]"
"In post","2022","EO","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Counter Fraud","130","120","28350","27570"
"In post","2022","EO","LGBO","Digital, Data and Technology","150","150","27240","27230"
"In post","2022","EO","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Finance","80","80","26450","26670"
"In post","2022","EO","LGBO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Human Resources","90","90","27030","27130"
"In post","2022","EO","LGBO","Intelligence Analysis","60","50","27370","27370"
"In post","2022","EO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Legal","80","70","28540","27130"
"In post","2022","EO","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Operational Delivery","3390","3270","28070","27570"
"In post","2022","EO","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Other","380","370","27290","27570"
"In post","2022","EO","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Policy","190","190","27720","27850"
"In post","2022","EO","LGBO","Project Delivery","60","60","26680","26580"
"In post","2022","EO","LGBO","Property","50","50","27000","26440"
"In post","2022","EO","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Science and Engineering","90","80","26240","26370"
"In post","2022","EO","LGBO","Security","40","40","[c]","[c]"
"In post","2022","EO","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Tax","240","240","26940","26820"
"In post","2022","EO","LGBO","Unknown","320","320","27450","27230"
"In post","2022","EO","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Commercial","80","70","27050","26780"
"In post","2022","EO","Undeclared","Communications","90","90","27610","27270"
"In post","2022","EO","Undeclared","Counter Fraud","310","270","28080","27570"
"In post","2022","EO","Undeclared","Digital, Data and Technology","340","320","27930","27570"
"In post","2022","EO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Finance","270","250","27170","26820"
"In post","2022","EO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Human Resources","170","170","27750","27270"
"In post","2022","EO","Undeclared","Intelligence Analysis","190","180","28020","27370"
"In post","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Knowledge and Information Management","80","70","28140","27570"
"In post","2022","EO","Undeclared","Legal","130","120","28740","28370"
"In post","2022","EO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Operational Delivery","7360","6650","28160","27570"
"In post","2022","EO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Other","770","730","27310","27570"
"In post","2022","EO","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Policy","250","240","28220","27750"
"In post","2022","EO","Undeclared","Project Delivery","110","100","27320","27530"
"In post","2022","EO","Undeclared","Property","130","120","27940","27000"
"In post","2022","EO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Science and Engineering","250","240","28050","28150"
"In post","2022","EO","Undeclared","Security","120","120","36710","39190"
"In post","2022","EO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Tax","280","250","28000","26820"
"In post","2022","EO","Undeclared","Unknown","230","230","27910","27500"
"In post","2022","EO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Commercial","160","150","26890","26670"
"In post","2022","EO","Unknown","Communications","90","90","28200","28310"
"In post","2022","EO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Counter Fraud","800","690","28450","27570"
"In post","2022","EO","Unknown","Digital, Data and Technology","730","700","27830","27570"
"In post","2022","EO","Unknown","Economics","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Finance","250","240","27320","26670"
"In post","2022","EO","Unknown","Geography","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Human Resources","240","220","27090","26820"
"In post","2022","EO","Unknown","Intelligence Analysis","160","150","27810","27370"
"In post","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","International Trade","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Knowledge and Information Management","80","70","27860","27570"
"In post","2022","EO","Unknown","Legal","520","500","28360","26820"
"In post","2022","EO","Unknown","Medicine","50","40","[c]","[c]"
"In post","2022","EO","Unknown","Operational Delivery","16920","15350","28340","27570"
"In post","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Other","1090","1020","27780","27570"
"In post","2022","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Policy","370","360","28070","27960"
"In post","2022","EO","Unknown","Project Delivery","250","230","27160","26880"
"In post","2022","EO","Unknown","Property","350","330","27260","26880"
"In post","2022","EO","Unknown","Psychology","70","70","29060","27380"
"In post","2022","EO","Unknown","Science and Engineering","350","330","25160","25460"
"In post","2022","EO","Unknown","Security","100","100","32680","28500"
"In post","2022","EO","Unknown","Social Research","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Statistics","50","40","[c]","[c]"
"In post","2022","EO","Unknown","Tax","1680","1600","27340","26820"
"In post","2022","EO","Unknown","Unknown","1690","1630","28320","27230"
"In post","2022","EO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Heterosexual / straight","Commercial","900","870","58110","54760"
"In post","2022","G6/G7","Heterosexual / straight","Communications","720","690","58750","57430"
"In post","2022","G6/G7","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Heterosexual / straight","Counter Fraud","110","110","59630","58240"
"In post","2022","G6/G7","Heterosexual / straight","Digital, Data and Technology","3730","3660","58440","56750"
"In post","2022","G6/G7","Heterosexual / straight","Economics","640","610","60040","57620"
"In post","2022","G6/G7","Heterosexual / straight","Finance","2030","1980","58880","57500"
"In post","2022","G6/G7","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Heterosexual / straight","Human Resources","1660","1600","58020","56630"
"In post","2022","G6/G7","Heterosexual / straight","Inspector of Education and Training","460","460","75390","75500"
"In post","2022","G6/G7","Heterosexual / straight","Intelligence Analysis","170","170","59690","58350"
"In post","2022","G6/G7","Heterosexual / straight","Internal Audit","170","160","58490","58550"
"In post","2022","G6/G7","Heterosexual / straight","International Trade","400","400","56540","54300"
"In post","2022","G6/G7","Heterosexual / straight","Knowledge and Information Management","210","200","57820","55710"
"In post","2022","G6/G7","Heterosexual / straight","Legal","4250","3950","58680","56890"
"In post","2022","G6/G7","Heterosexual / straight","Medicine","520","450","73950","75970"
"In post","2022","G6/G7","Heterosexual / straight","Operational Delivery","5640","5500","58710","55320"
"In post","2022","G6/G7","Heterosexual / straight","Operational Research","230","220","57540","57480"
"In post","2022","G6/G7","Heterosexual / straight","Other","1420","1380","60530","57460"
"In post","2022","G6/G7","Heterosexual / straight","Planning","60","60","58800","59500"
"In post","2022","G6/G7","Heterosexual / straight","Planning Inspectors","270","240","57120","58810"
"In post","2022","G6/G7","Heterosexual / straight","Policy","9180","8870","58230","57000"
"In post","2022","G6/G7","Heterosexual / straight","Project Delivery","3430","3340","57860","55210"
"In post","2022","G6/G7","Heterosexual / straight","Property","1140","1110","58360","57150"
"In post","2022","G6/G7","Heterosexual / straight","Psychology","80","80","67470","65520"
"In post","2022","G6/G7","Heterosexual / straight","Science and Engineering","1550","1480","56750","55140"
"In post","2022","G6/G7","Heterosexual / straight","Security","340","330","58930","57680"
"In post","2022","G6/G7","Heterosexual / straight","Social Research","280","260","57310","55980"
"In post","2022","G6/G7","Heterosexual / straight","Statistics","590","560","58660","59220"
"In post","2022","G6/G7","Heterosexual / straight","Tax","2080","1990","59470","55210"
"In post","2022","G6/G7","Heterosexual / straight","Unknown","4650","4520","61340","61190"
"In post","2022","G6/G7","Heterosexual / straight","Veterinarian","90","90","54100","54310"
"In post","2022","G6/G7","LGBO","Commercial","50","50","[c]","[c]"
"In post","2022","G6/G7","LGBO","Communications","60","60","58200","56360"
"In post","2022","G6/G7","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Digital, Data and Technology","220","220","58320","56810"
"In post","2022","G6/G7","LGBO","Economics","60","50","57870","56180"
"In post","2022","G6/G7","LGBO","Finance","100","100","58090","57290"
"In post","2022","G6/G7","LGBO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Human Resources","130","120","58340","57800"
"In post","2022","G6/G7","LGBO","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2022","G6/G7","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","International Trade","40","40","[c]","[c]"
"In post","2022","G6/G7","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Legal","250","240","60170","58530"
"In post","2022","G6/G7","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Operational Delivery","310","310","58450","54800"
"In post","2022","G6/G7","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Other","90","80","57070","54740"
"In post","2022","G6/G7","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Policy","940","930","57470","54860"
"In post","2022","G6/G7","LGBO","Project Delivery","190","180","56650","54650"
"In post","2022","G6/G7","LGBO","Property","50","50","58450","57400"
"In post","2022","G6/G7","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Science and Engineering","60","60","57770","57480"
"In post","2022","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Statistics","50","50","[c]","[c]"
"In post","2022","G6/G7","LGBO","Tax","140","140","58050","55210"
"In post","2022","G6/G7","LGBO","Unknown","420","410","59610","57190"
"In post","2022","G6/G7","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Commercial","150","140","57870","54630"
"In post","2022","G6/G7","Undeclared","Communications","130","130","58650","57460"
"In post","2022","G6/G7","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Digital, Data and Technology","540","530","59130","57430"
"In post","2022","G6/G7","Undeclared","Economics","80","80","60780","59540"
"In post","2022","G6/G7","Undeclared","Finance","300","300","58640","56840"
"In post","2022","G6/G7","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Human Resources","110","110","58760","57440"
"In post","2022","G6/G7","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","International Trade","40","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Legal","390","370","61690","61440"
"In post","2022","G6/G7","Undeclared","Medicine","80","70","76240","78190"
"In post","2022","G6/G7","Undeclared","Operational Delivery","800","770","59300","56390"
"In post","2022","G6/G7","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Other","210","200","61070","57430"
"In post","2022","G6/G7","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Policy","1260","1230","58710","57400"
"In post","2022","G6/G7","Undeclared","Project Delivery","410","400","58040","56130"
"In post","2022","G6/G7","Undeclared","Property","130","130","59590","58250"
"In post","2022","G6/G7","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Science and Engineering","300","280","57660","56480"
"In post","2022","G6/G7","Undeclared","Security","50","50","59600","58060"
"In post","2022","G6/G7","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Statistics","50","50","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Tax","320","300","59940","55410"
"In post","2022","G6/G7","Undeclared","Unknown","480","470","60760","58600"
"In post","2022","G6/G7","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Commercial","140","130","57890","54620"
"In post","2022","G6/G7","Unknown","Communications","180","170","58090","56680"
"In post","2022","G6/G7","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Counter Fraud","40","30","[c]","[c]"
"In post","2022","G6/G7","Unknown","Digital, Data and Technology","1120","1100","58790","57430"
"In post","2022","G6/G7","Unknown","Economics","130","130","59940","58640"
"In post","2022","G6/G7","Unknown","Finance","310","300","59680","58320"
"In post","2022","G6/G7","Unknown","Human Resources","200","190","57690","57010"
"In post","2022","G6/G7","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","International Trade","180","180","55280","51970"
"In post","2022","G6/G7","Unknown","Knowledge and Information Management","60","60","56580","54610"
"In post","2022","G6/G7","Unknown","Legal","1370","1240","60970","60000"
"In post","2022","G6/G7","Unknown","Medicine","140","120","72190","75920"
"In post","2022","G6/G7","Unknown","Operational Delivery","1280","1260","58280","55250"
"In post","2022","G6/G7","Unknown","Operational Research","230","210","53040","48350"
"In post","2022","G6/G7","Unknown","Other","360","350","58560","56530"
"In post","2022","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Planning Inspectors","50","40","57030","58810"
"In post","2022","G6/G7","Unknown","Policy","1730","1680","57950","56350"
"In post","2022","G6/G7","Unknown","Project Delivery","720","700","56610","55210"
"In post","2022","G6/G7","Unknown","Property","190","190","57930","56900"
"In post","2022","G6/G7","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Science and Engineering","1230","1170","54530","52430"
"In post","2022","G6/G7","Unknown","Security","100","100","59100","56780"
"In post","2022","G6/G7","Unknown","Social Research","50","40","[c]","[c]"
"In post","2022","G6/G7","Unknown","Statistics","90","90","55430","53450"
"In post","2022","G6/G7","Unknown","Tax","470","440","59440","55210"
"In post","2022","G6/G7","Unknown","Unknown","2550","2490","62890","62120"
"In post","2022","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Commercial","80","80","86730","79530"
"In post","2022","SCS","Heterosexual / straight","Communications","80","70","87760","81710"
"In post","2022","SCS","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Digital, Data and Technology","220","220","92170","86370"
"In post","2022","SCS","Heterosexual / straight","Economics","70","70","91970","81170"
"In post","2022","SCS","Heterosexual / straight","Finance","260","260","88420","80680"
"In post","2022","SCS","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Human Resources","180","180","87440","80000"
"In post","2022","SCS","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","International Trade","80","80","82700","75170"
"In post","2022","SCS","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Legal","270","260","88780","83080"
"In post","2022","SCS","Heterosexual / straight","Medicine","190","170","103460","101340"
"In post","2022","SCS","Heterosexual / straight","Operational Delivery","590","580","91340","83830"
"In post","2022","SCS","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Other","230","220","96620","88580"
"In post","2022","SCS","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Policy","1460","1410","85300","77770"
"In post","2022","SCS","Heterosexual / straight","Project Delivery","280","280","91290","86660"
"In post","2022","SCS","Heterosexual / straight","Property","80","70","86770","80000"
"In post","2022","SCS","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Science and Engineering","60","60","96370","93100"
"In post","2022","SCS","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Statistics","40","40","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Tax","60","60","81620","78000"
"In post","2022","SCS","Heterosexual / straight","Unknown","730","710","94570","83230"
"In post","2022","SCS","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Operational Delivery","40","40","[c]","[c]"
"In post","2022","SCS","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Policy","130","120","84940","77450"
"In post","2022","SCS","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Tax","[c]","[c]","[c]","[c]"
"In post","2022","SCS","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","SCS","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Finance","30","30","[c]","[c]"
"In post","2022","SCS","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Medicine","60","60","103240","101390"
"In post","2022","SCS","Undeclared","Operational Delivery","70","60","90690","83000"
"In post","2022","SCS","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Policy","150","150","82160","77060"
"In post","2022","SCS","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2022","SCS","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Undeclared","Unknown","70","70","92540","88300"
"In post","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","SCS","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","Legal","70","70","87500","82710"
"In post","2022","SCS","Unknown","Medicine","70","60","115640","114000"
"In post","2022","SCS","Unknown","Operational Delivery","180","170","93230","80320"
"In post","2022","SCS","Unknown","Other","60","60","98310","87940"
"In post","2022","SCS","Unknown","Policy","170","160","88560","78320"
