"Status","Year","Function_of_post","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Darlington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Devon CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Devon CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Devon CC","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Dorset CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Durham CC","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Essex Haven Gateway","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Essex Haven Gateway","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Flintshire and Wrexham","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Glasgow City","Unknown","140","130","26770","27570"
"Leaver Dept.","2021","Unknown","Gloucestershire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Greater Manchester South West","Unknown","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","Gwent Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Harrow and Hillingdon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Harrow and Hillingdon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Harrow and Hillingdon","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Herefordshire, County of","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hounslow and Richmond upon Thames","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hounslow and Richmond upon Thames","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hounslow and Richmond upon Thames","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Isle of Anglesey","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Kingston upon Hull, City of","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lambeth","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lambeth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lambeth","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lambeth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lancaster and Wyre","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leeds","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leeds","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leeds","Unknown","170","130","36950","31990"
"Leaver Dept.","2021","Unknown","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leicestershire CC and Rutland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leicestershire CC and Rutland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lewisham and Southwark","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lewisham and Southwark","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lewisham and Southwark","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lisburn and Castlereagh","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Operational Delivery","80","70","24320","24110"
"Leaver Dept.","2021","Unknown","Liverpool","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Liverpool","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Luton","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Manchester","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mid Lancashire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mid Lancashire","Unknown","100","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Monmouthshire and Newport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Monmouthshire and Newport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Hampshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Lanarkshire","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Yorkshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Yorkshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Nottingham","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Peterborough","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Peterborough","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Plymouth","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Plymouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Plymouth","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Plymouth","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Portsmouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Portsmouth","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Portsmouth","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sefton","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sefton","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sefton","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sefton","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Sheffield","Unknown","60","60","35130","33390"
"Leaver Dept.","2021","Unknown","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Shropshire CC","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Solihull","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Solihull","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Solihull","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Solihull","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Somerset","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Hampshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Hampshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Lanarkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Lanarkshire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","South Nottinghamshire","Other","[c]","[c]","[c]","[c]"
