"Status","Year","Age","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Northern Ireland","No function","70","70","23790","20140"
"New entrant CS","2021","30-39","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Debt","80","80","20330","20140"
"New entrant CS","2021","30-39","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","No function","240","230","23660","20810"
"New entrant CS","2021","30-39","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Property","30","30","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","Unknown","700","680","31320","27570"
"New entrant CS","2021","30-39","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","No function","470","450","27250","25850"
"New entrant CS","2021","30-39","South East (England)","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South East (England)","Security","50","50","28520","25540"
"New entrant CS","2021","30-39","South East (England)","Unknown","580","550","27960","27570"
"New entrant CS","2021","30-39","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Digital, Data & Technology","80","80","34100","32780"
"New entrant CS","2021","30-39","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","No function","380","360","27990","24830"
"New entrant CS","2021","30-39","South West (England)","Project Delivery","210","210","35340","33000"
"New entrant CS","2021","30-39","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","South West (England)","Unknown","340","320","26940","27570"
"New entrant CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","140","140","30150","27570"
"New entrant CS","2021","30-39","Wales","Analysis","50","50","32450","36030"
"New entrant CS","2021","30-39","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Digital, Data & Technology","70","70","38280","36030"
"New entrant CS","2021","30-39","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","No function","340","320","23390","22350"
"New entrant CS","2021","30-39","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales","Unknown","230","220","26300","27570"
"New entrant CS","2021","30-39","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","No function","390","380","26950","22850"
"New entrant CS","2021","30-39","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","West Midlands (England)","Unknown","300","290","26440","27570"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","No function","340","320","27110","22920"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Yorkshire and The Humber","Unknown","470","460","27610","27570"
"New entrant CS","2021","40-49","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","No function","150","140","26430","22890"
"New entrant CS","2021","40-49","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East Midlands (England)","Unknown","190","180","27900","27570"
"New entrant CS","2021","40-49","East of England","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","No function","180","170","26280","22890"
"New entrant CS","2021","40-49","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","East of England","Unknown","320","310","27940","27570"
"New entrant CS","2021","40-49","London","Analysis","50","50","52100","53360"
"New entrant CS","2021","40-49","London","Commercial","80","80","68930","68000"
"New entrant CS","2021","40-49","London","Communications","60","50","46590","42670"
"New entrant CS","2021","40-49","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","Digital, Data & Technology","130","130","52520","50000"
"New entrant CS","2021","40-49","London","Finance","50","50","47470","40650"
"New entrant CS","2021","40-49","London","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","40-49","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","Legal","70","70","50460","50520"
"New entrant CS","2021","40-49","London","No function","690","650","43400","36800"
"New entrant CS","2021","40-49","London","Project Delivery","50","50","51910","41980"
"New entrant CS","2021","40-49","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","Unknown","720","710","34580","31060"
"New entrant CS","2021","40-49","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Communications","50","50","27280","25560"
"New entrant CS","2021","40-49","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Debt","40","40","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","No function","130","120","25690","22850"
"New entrant CS","2021","40-49","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North East (England)","Unknown","250","250","25430","21010"
"New entrant CS","2021","40-49","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Communications","40","30","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Human Resources","40","30","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","No function","300","280","28450","22850"
"New entrant CS","2021","40-49","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","North West (England)","Unknown","540","540","27950","27570"
"New entrant CS","2021","40-49","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","No function","40","30","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Debt","70","70","20300","20140"
"New entrant CS","2021","40-49","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","No function","120","110","25890","20810"
"New entrant CS","2021","40-49","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland","Unknown","540","520","31790","27570"
"New entrant CS","2021","40-49","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","No function","280","260","28070","25850"
"New entrant CS","2021","40-49","South East (England)","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Security","30","30","[c]","[c]"
"New entrant CS","2021","40-49","South East (England)","Unknown","530","520","28510","27570"
"New entrant CS","2021","40-49","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Digital, Data & Technology","70","70","38940","38450"
"New entrant CS","2021","40-49","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","No function","250","230","32690","28380"
"New entrant CS","2021","40-49","South West (England)","Project Delivery","160","160","39930","38780"
"New entrant CS","2021","40-49","South West (England)","Property","30","30","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","South West (England)","Unknown","310","290","27090","27570"
"New entrant CS","2021","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","130","120","32630","27570"
"New entrant CS","2021","40-49","Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","No function","180","170","25310","21590"
"New entrant CS","2021","40-49","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wales","Unknown","150","140","27580","27570"
"New entrant CS","2021","40-49","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","No function","270","250","29190","22920"
"New entrant CS","2021","40-49","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","West Midlands (England)","Unknown","250","240","28750","27570"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","No function","210","200","32640","24880"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Yorkshire and The Humber","Unknown","400","380","28540","27570"
"New entrant CS","2021","50-59","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","No function","140","130","26270","21590"
"New entrant CS","2021","50-59","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East Midlands (England)","Unknown","210","200","26840","27570"
"New entrant CS","2021","50-59","East of England","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","No function","160","150","27130","21590"
"New entrant CS","2021","50-59","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","East of England","Unknown","320","310","27160","27570"
"New entrant CS","2021","50-59","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Commercial","60","60","80670","72000"
"New entrant CS","2021","50-59","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Digital, Data & Technology","60","60","55880","52850"
"New entrant CS","2021","50-59","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Legal","40","40","[c]","[c]"
"New entrant CS","2021","50-59","London","No function","510","490","39330","34660"
"New entrant CS","2021","50-59","London","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","50-59","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","Unknown","480","470","34820","31060"
"New entrant CS","2021","50-59","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","North East (England)","Debt","30","30","[c]","[c]"
