"Status","Year","Region_ITL2","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","East Wales","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","No function","170","160","29230","27570"
"Leaver Dept.","2022","East Wales","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","East Wales","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Operational Delivery","No function","230","220","25660","27570"
"Leaver Dept.","2022","Eastern Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","Unknown","190","180","42620","38630"
"Leaver Dept.","2022","Essex","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Operational Delivery","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Essex","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Commercial","50","50","42170","39820"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Finance","60","60","35280","28590"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","No function","530","490","34600","28840"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","No function","50","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","Project Delivery","120","120","37710","37320"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","No function","550","520","37700","35570"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Operational Delivery","No function","390","370","27260","25120"
"Leaver Dept.","2022","Greater Manchester","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Policy","No function","50","50","36600","36260"
"Leaver Dept.","2022","Greater Manchester","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Property","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Science and Engineering","No function","130","120","33750","28590"
"Leaver Dept.","2022","Greater Manchester","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Unknown","140","140","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Delivery","No function","90","80","29570","27570"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Other","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Policy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Commercial","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Communications","Communications","60","60","46850","41500"
"Leaver Dept.","2022","Inner London - East","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
