"Status","Year","Region_ITL3","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Luton","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Female","20-29","310","300","25880","25000"
"New entrant CS","2021","Manchester","Female","30-39","150","150","31780","27570"
"New entrant CS","2021","Manchester","Female","40-49","110","100","36100","31700"
"New entrant CS","2021","Manchester","Female","50-59","60","60","33050","27570"
"New entrant CS","2021","Manchester","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Male","20-29","240","230","27180","27570"
"New entrant CS","2021","Manchester","Male","30-39","150","150","33490","30820"
"New entrant CS","2021","Manchester","Male","40-49","100","90","39180","27570"
"New entrant CS","2021","Manchester","Male","50-59","60","60","35420","27570"
"New entrant CS","2021","Manchester","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Medway","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Female","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","20-29","60","50","22300","21010"
"New entrant CS","2021","Mid Lancashire","Female","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Female","20-29","210","200","26070","24000"
"New entrant CS","2021","Monmouthshire and Newport","Female","30-39","120","120","29330","27570"
"New entrant CS","2021","Monmouthshire and Newport","Female","40-49","70","70","31850","27700"
"New entrant CS","2021","Monmouthshire and Newport","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Male","20-29","170","170","25630","23320"
"New entrant CS","2021","Monmouthshire and Newport","Male","30-39","100","100","32390","29540"
"New entrant CS","2021","Monmouthshire and Newport","Male","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Male","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","20-29","30","30","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","20-29","40","30","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Male","20-29","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","20-29","60","60","22670","22540"
"New entrant CS","2021","Norwich and East Norfolk","Female","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Norwich and East Norfolk","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Female","20-29","180","180","24090","22920"
"New entrant CS","2021","Nottingham","Female","30-39","110","100","30300","25560"
"New entrant CS","2021","Nottingham","Female","40-49","80","70","31680","27820"
"New entrant CS","2021","Nottingham","Female","50-59","70","70","28070","27570"
"New entrant CS","2021","Nottingham","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Male","20-29","140","140","25740","25560"
"New entrant CS","2021","Nottingham","Male","30-39","100","100","28720","25560"
"New entrant CS","2021","Nottingham","Male","40-49","70","70","33740","30090"
"New entrant CS","2021","Nottingham","Male","50-59","60","50","33950","27570"
"New entrant CS","2021","Nottingham","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Nottingham","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Orkney Islands","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Orkney Islands","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Orkney Islands","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Orkney Islands","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","20-29","80","80","23290","23370"
"New entrant CS","2021","Oxfordshire","Female","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","20-29","50","50","23420","23470"
"New entrant CS","2021","Oxfordshire","Male","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Oxfordshire","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Perth and Kinross and Stirling","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Female","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Peterborough","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Peterborough","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","20-29","50","50","23730","22350"
"New entrant CS","2021","Plymouth","Female","30-39","50","40","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Plymouth","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Female","20-29","80","80","24040","22920"
"New entrant CS","2021","Portsmouth","Female","30-39","60","60","29290","27570"
"New entrant CS","2021","Portsmouth","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Portsmouth","Female","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Portsmouth","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Male","20-29","60","50","23830","20920"
"New entrant CS","2021","Portsmouth","Male","30-39","50","50","30050","27570"
"New entrant CS","2021","Portsmouth","Male","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Portsmouth","Male","50-59","60","50","33970","33000"
"New entrant CS","2021","Portsmouth","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Portsmouth","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Powys","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Redbridge and Waltham Forest","Female","16-19","[c]","[c]","[c]","[c]"
