"Status","Year","Age","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","30","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","60","60","46850","45200"
"Leaver Dept.","2021","30-39","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","London","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","London","710","690","47240","51580"
"Leaver Dept.","2021","30-39","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","South East (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","South West (England)","50","40","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Unknown","130","130","38900","32000"
"Leaver Dept.","2021","30-39","No function","Wales","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","West Midlands (England)","80","80","24230","22570"
"Leaver Dept.","2021","30-39","No function","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","London","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","South West (England)","70","70","36210","35570"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","610","510","45050","42460"
"Leaver Dept.","2021","30-39","Unknown","North East (England)","150","140","26020","25000"
"Leaver Dept.","2021","30-39","Unknown","North West (England)","240","220","26500","26490"
"Leaver Dept.","2021","30-39","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Scotland","130","120","28070","26890"
"Leaver Dept.","2021","30-39","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","South West (England)","80","70","32070","30830"
"Leaver Dept.","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Wales","90","90","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","West Midlands (England)","80","80","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Yorkshire and The Humber","110","100","31810","27880"
"Leaver Dept.","2021","40-49","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","London","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","London","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","London","300","280","57690","54700"
"Leaver Dept.","2021","40-49","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Wales","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","London","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","London","330","280","53120","54240"
"Leaver Dept.","2021","40-49","Unknown","North East (England)","100","90","28560","27570"
"Leaver Dept.","2021","40-49","Unknown","North West (England)","190","180","30180","27570"
"Leaver Dept.","2021","40-49","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Scotland","80","80","27750","27570"
"Leaver Dept.","2021","40-49","Unknown","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","West Midlands (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Yorkshire and The Humber","110","100","35320","32740"
"Leaver Dept.","2021","50-59","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
