"Status","Year","Profession_of_post","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","International Trade","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Ministry of Defence (excl. agencies)","100","100","34070","30870"
"In post","2021","Knowledge and Information Management","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Public Health England","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Defence Equipment and Support","120","120","35100","33000"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","90","80","43620","37560"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Home Office (incl. agencies)","70","70","42150","37760"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Ministry of Defence (excl. agencies)","440","430","32510","29200"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Public Health England","350","330","39800","37450"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","The National Archives","60","50","33900","31040"
"In post","2021","Knowledge and Information Management","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Welsh Government (excl. agencies)","90","90","34160","30600"
"In post","2021","Knowledge and Information Management","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Ministry of Defence (excl. agencies)","70","60","34750","33300"
"In post","2021","Knowledge and Information Management","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Ministry of Defence (excl. agencies)","70","70","37890","33150"
"In post","2021","Knowledge and Information Management","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Public Health England","130","110","40120","37780"
"In post","2021","Knowledge and Information Management","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2021","Legal","Declared disabled","Crown Prosecution Service","330","310","56340","55610"
"In post","2021","Legal","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Government Legal Department","140","130","59490","61000"
"In post","2021","Legal","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","HM Courts and Tribunals Service","110","100","42880","43160"
"In post","2021","Legal","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","HM Revenue and Customs (excl. agencies)","260","240","33450","31810"
"In post","2021","Legal","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Competition and Markets Authority","110","110","70610","72430"
"In post","2021","Legal","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Crown Office and Procurator Fiscal Service","520","490","54770","52490"
"In post","2021","Legal","Declared non-disabled","Crown Prosecution Service","2120","1960","57030","55610"
"In post","2021","Legal","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Department for Education (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","FCDO Services","40","30","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","62780","67050"
"In post","2021","Legal","Declared non-disabled","Government Legal Department","1460","1350","59170","55000"
"In post","2021","Legal","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","HM Courts and Tribunals Service","870","770","43580","43460"
"In post","2021","Legal","Declared non-disabled","HM Land Registry","150","130","51950","60520"
"In post","2021","Legal","Declared non-disabled","HM Revenue and Customs (excl. agencies)","2190","2100","33450","31810"
"In post","2021","Legal","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Legal Aid Agency","30","30","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Ministry of Justice (excl. agencies)","50","50","57070","57170"
"In post","2021","Legal","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Office of Gas and Electricity Markets","70","70","61590","62380"
"In post","2021","Legal","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Serious Fraud Office","30","30","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
