"Status","Year","Organisation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","Department for Business, Energy and Industrial Strategy","440","430","38660","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Asian","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","White","Department for Digital, Culture, Media and Sport","260","250","39560","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Asian","Department for Education","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Department for Education","230","230","35400","32390"
"New entrant CS","2021","Department for Education (excl. agencies)","White","Department for Education","290","290","35810","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","Department for Environment, Food and Rural Affairs","70","70","36850","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Department for Environment, Food and Rural Affairs","260","250","36670","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","White","Department for Environment, Food and Rural Affairs","620","610","36890","32560"
"New entrant CS","2021","Department for International Trade","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Department for International Trade","100","100","38710","32120"
"New entrant CS","2021","Department for International Trade","White","Department for International Trade","180","170","37050","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Asian","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Black","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Department for Transport","180","180","37430","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","White","Department for Transport","270","260","37270","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Asian","Department for Work and Pensions","2010","1970","28000","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Black","Department for Work and Pensions","1430","1410","28710","29290"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Chinese","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Mixed","Department for Work and Pensions","670","660","26900","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Other ethnicity","Department for Work and Pensions","160","160","28160","28430"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Department for Work and Pensions","320","310","27320","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Department for Work and Pensions","1810","1770","27690","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","White","Department for Work and Pensions","10540","10340","26110","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Asian","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Department of Health and Social Care","830","810","40820","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","White","Department of Health and Social Care","210","210","37830","32790"
"New entrant CS","2021","Disclosure Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Unknown","Department for Transport","150","130","21990","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","White","Department for Transport","170","160","24990","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Unknown","Department for Transport","160","150","28180","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","White","Department for Transport","100","90","28370","26130"
"New entrant CS","2021","Education and Skills Funding Agency","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","White","Department for Education","50","50","33710","29840"
"New entrant CS","2021","Education Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","White","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","White","Food Standards Agency","70","70","34630","32350"
"New entrant CS","2021","Food Standards Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","White","Scottish Government","90","80","26830","25140"
"New entrant CS","2021","Government Actuary's Department","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Asian","Attorney General's Departments","40","30","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","White","Attorney General's Departments","180","170","41880","43920"
"New entrant CS","2021","Government Property Agency","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","White","Department for Work and Pensions","150","150","31090","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Asian","Ministry of Justice","140","130","23140","21300"
"New entrant CS","2021","HM Courts and Tribunals Service","Black","Ministry of Justice","110","110","23830","22680"
"New entrant CS","2021","HM Courts and Tribunals Service","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Mixed","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Ministry of Justice","1080","1060","21610","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","White","Ministry of Justice","780","750","21880","19450"
"New entrant CS","2021","HM Land Registry","Asian","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","HM Land Registry","270","260","26300","22350"
"New entrant CS","2021","HM Land Registry","White","HM Land Registry","380","370","25930","22350"
"New entrant CS","2021","HM Prison and Probation Service","Asian","Ministry of Justice","140","130","24350","22920"
"New entrant CS","2021","HM Prison and Probation Service","Black","Ministry of Justice","210","210","25960","25450"
"New entrant CS","2021","HM Prison and Probation Service","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Mixed","Ministry of Justice","130","120","24780","23090"
"New entrant CS","2021","HM Prison and Probation Service","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Ministry of Justice","2100","2000","24030","22850"
"New entrant CS","2021","HM Prison and Probation Service","White","Ministry of Justice","3100","3020","23660","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Asian","HM Revenue and Customs","260","250","25600","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Black","HM Revenue and Customs","80","80","25330","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Mixed","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","HM Revenue and Customs","3280","3210","24150","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","White","HM Revenue and Customs","1440","1420","25720","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","Asian","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","White","HM Treasury","260","260","32250","28500"
"New entrant CS","2021","Home Office (incl. agencies)","Asian","Home Office","100","100","33950","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Black","Home Office","50","50","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Chinese","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Home Office","1430","1400","31490","25770"
"New entrant CS","2021","Home Office (incl. agencies)","White","Home Office","550","540","31580","24890"
"New entrant CS","2021","Insolvency Service","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Unknown","Department for Business, Energy and Industrial Strategy","110","110","22910","20880"
"New entrant CS","2021","Insolvency Service","White","Department for Business, Energy and Industrial Strategy","80","80","26070","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","Department for Transport","70","60","29930","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","White","Department for Transport","120","110","34420","31040"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Asian","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Mixed","Department of Health and Social Care","50","50","36660","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","White","Department of Health and Social Care","80","80","41700","40450"
"New entrant CS","2021","Met Office","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","White","Department for Business, Energy and Industrial Strategy","110","110","33400","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Asian","Ministry of Defence","110","100","33170","28350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Black","Ministry of Defence","60","60","29520","27200"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
