"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Cabinet Office","50","50","51540","54700"
"Leaver CS","2022","30-39","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department for Work and Pensions","60","60","48200","49170"
"Leaver CS","2022","30-39","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Attorney General's Departments","120","120","46140","51250"
"Leaver CS","2022","30-39","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Cabinet Office","50","50","46110","43320"
"Leaver CS","2022","30-39","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","110","100","44140","40220"
"Leaver CS","2022","30-39","No function","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","90","80","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","30","30","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Transport","190","170","32270","26470"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","990","940","26630","27570"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","620","520","39490","37190"
"Leaver CS","2022","30-39","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Treasury","40","40","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","90","80","34660","33300"
"Leaver CS","2022","30-39","No function","Ministry of Justice","2130","2010","28090","22680"
"Leaver CS","2022","30-39","No function","National Crime Agency","50","50","40200","39190"
"Leaver CS","2022","30-39","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Scottish Government","80","70","27430","23780"
"Leaver CS","2022","30-39","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","30-39","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","160","160","35550","34850"
"Leaver CS","2022","30-39","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2022","30-39","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Ministry of Defence","100","100","30420","28250"
"Leaver CS","2022","30-39","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Work and Pensions","260","250","26960","27570"
"Leaver CS","2022","30-39","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","HM Revenue and Customs","620","570","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","350","330","32190","25360"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","290","270","31420","29350"
"Leaver CS","2022","30-39","Unknown","Scottish Government","120","110","33240","31060"
"Leaver CS","2022","30-39","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
