"Status","Year","Ethnicity","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Prison and Probation Service","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","70","70","27060","27570"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Prison and Probation Service","70","70","29080","28330"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heterosexual / straight","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","LGBO","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
