"Status","Year","Ethnicity","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Westminster","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
